cycle,hour_cyc,stp,WSTM
0,0,0,[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
0,0,1,[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
24,0,1,[-0.00239862026720547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
48,0,1,[-0.00110979307910412,-0.00022467870338146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
72,0,1,[-0.04528541051967525,0.00015460646887368,0.00026027996973002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
96,0,1,[-0.10970190584807141,0.00383828573822809,0.00092700006895856,0.00021068325209659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
120,0,1,[-0.1804217513974557,0.01113308685687949,0.01399177675739698,0.00080720177450265,0.00010815658190658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
144,0,1,[-0.24973110057837028,0.02139740899381333,0.05001265501695484,0.00994362551931868,0.00048110059531408,0.00004893346565886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
168,0,1,[-0.183734479486613,-0.05023891102734396,0.04245496986470071,0.02053197109366999,0.00298148113903553,0.00016312883293464,0.0000129299936385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
192,0,1,[-0.13518725039427595,-0.08551167795620875,0.01796301040737646,0.02632457716724667,0.0076187527677221,0.00090780676455,0.00005261621382623,0.00000341642136684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
216,0,1,[-0.0994674737439537,-0.09863717828773785,-0.00937753133496557,0.02411524697751164,0.01256128886040545,0.0026810027486131,0.00027857846227536,0.00001641620919791,0.00000090270203734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
