cycle,0,name,parent.name,is_main_stem,can_split,is_branch,energy,level,length,width,base.x,base.y,base.z,end.x,end.y,end.z
3115,2,stem2,stem1,false,false,false,734.09999999998,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3115,2,stem3,stem2,false,false,false,633.8999999999952,1.9000000000000001,6.434020135566056,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90791699993675,49.8981675062125,27.41087871765245
3115,2,stem4,stem3,false,false,false,533.7000000000104,2.2,3.94955661443778,1.5004051615804455,48.90791699993675,49.8981675062125,27.41087871765245,48.83214180266626,49.89552137801543,31.35970747668131
3115,2,stem5,stem4,false,false,false,433.5000000000107,2.5,2.340927346969781,1.5004051615804455,48.83214180266626,49.89552137801543,31.35970747668131,48.42586752080675,49.9089988840231,33.66507087721545
3115,2,stem6,stem5,false,false,false,333.3000000000069,2.8,1.3144430752063816,1.5004051615804455,48.42586752080675,49.9089988840231,33.66507087721545,48.41440704825768,49.908518547906674,34.979463902457205
3115,2,stem7,stem6,false,false,false,233.10000000000312,3.0999999999999996,0.671920204775133,1.1995709877254137,48.41440704825768,49.908518547906674,34.979463902457205,48.40164958484916,49.906611932225594,35.65126028048338
3115,2,stem8,stem7,false,false,false,132.89999999999932,3.3999999999999995,0.28024102456516214,0.7179655211800731,48.40164958484916,49.906611932225594,35.65126028048338,48.36484463319464,49.89702496040936,35.928908470382815
3115,2,stem9,stem8,false,true,false,32.700000000000045,3.6999999999999993,0.05048342344028439,0.18560270365097242,48.36484463319464,49.89702496040936,35.928908470382815,48.3625961002941,49.89625072844231,35.979335850910736
3116,2,stem0,plant_seed0,true,false,false,934.7999999999496,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3116,2,stem1,stem0,false,false,false,834.5999999999648,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3116,2,stem2,stem1,false,false,false,734.39999999998,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3116,2,stem3,stem2,false,false,false,634.1999999999952,1.9000000000000001,6.436200961447253,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.907868289550606,49.89815882957121,27.413058982209396
3116,2,stem4,stem3,false,false,false,534.0000000000103,2.2,3.9512364767085084,1.5004051615804455,48.907868289550606,49.89815882957121,27.413058982209396,48.832060862866186,49.8955115758982,31.36356729393073
3116,2,stem5,stem4,false,false,false,433.8000000000107,2.5,2.34222132338163,1.5004051615804455,48.832060862866186,49.8955115758982,31.36356729393073,48.42556200789545,49.90899653176324,33.67020501246747
3116,2,stem6,stem5,false,false,false,333.6000000000069,2.8,1.3154398086788794,1.5004051615804455,48.42556200789545,49.90899653176324,33.67020501246747,48.414092844946005,49.90851583141113,34.98559473322917
3116,2,stem7,stem6,false,false,false,233.40000000000313,3.0999999999999996,0.6726879758149295,1.2009416800457373,48.414092844946005,49.90851583141113,34.98559473322917,48.401320804195,49.90660703713162,35.65815874080424
3116,2,stem8,stem7,false,false,false,133.19999999999933,3.3999999999999995,0.28083242877282144,0.7194806734702812,48.401320804195,49.90660703713162,35.65815874080424,48.36443818153102,49.89699983353284,35.936392863145265
3116,2,stem9,stem8,false,true,false,33.00000000000004,3.6999999999999993,0.05093897453391488,0.18727754083250764,48.36443818153102,49.89699983353284,35.936392863145265,48.362169358373755,49.89621861507012,35.987275289048135
3117,2,stem0,plant_seed0,true,false,false,935.0999999999495,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3117,2,stem1,stem0,false,false,false,834.8999999999647,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3117,2,stem2,stem1,false,false,false,734.6999999999799,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3117,2,stem3,stem2,false,false,false,634.4999999999951,1.9000000000000001,6.438381133178811,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90781959377539,49.89815015553252,27.415238592785077
3117,2,stem4,stem3,false,false,false,534.3000000000103,2.2,3.9529158350961415,1.5004051615804455,48.90781959377539,49.89815015553252,27.415238592785077,48.83197994734442,49.89550177672117,31.36742595340865
3117,2,stem5,stem4,false,false,false,434.1000000000107,2.5,2.3435149116587777,1.5004051615804455,48.83197994734442,49.89550177672117,31.36742595340865,48.425256586624286,49.90899418020897,33.675337607709935
3117,2,stem6,stem5,false,false,false,333.9000000000069,2.8,1.3164362431761836,1.5004051615804455,48.425256586624286,49.90899418020897,33.675337607709935,48.41377873588119,49.908513115730415,34.99172372502776
3117,2,stem7,stem6,false,false,false,233.70000000000314,3.0999999999999996,0.6734555165579602,1.20231196122004,48.41377873588119,49.908513115730415,34.99172372502776,48.40099212216025,49.90660214350596,35.66505513189741
3117,2,stem8,stem7,false,false,false,133.49999999999935,3.3999999999999995,0.2814236555858289,0.7209953712829772,48.40099212216025,49.90660214350596,35.66505513189741,48.36403185178461,49.89697471419324,35.943875010926654
3117,2,stem9,stem8,false,true,false,33.30000000000004,3.6999999999999993,0.05139438898271506,0.1889518756382487,48.36403185178461,49.89697471419324,35.943875010926654,48.361742744456784,49.896186511330484,35.995212345711344
3118,2,stem0,plant_seed0,true,false,false,935.3999999999495,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3118,2,stem1,stem0,false,false,false,835.1999999999647,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3118,2,stem2,stem1,false,false,false,734.9999999999799,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3118,2,stem3,stem2,false,false,false,634.7999999999951,1.9000000000000001,6.4405606509569475,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.907770912606715,49.898141484095646,27.417417549575656
3118,2,stem4,stem3,false,false,false,534.6000000000103,2.2,3.954594689751823,1.5004051615804455,48.907770912606715,49.898141484095646,27.417417549575656,48.83189905609366,49.89549198048344,31.371283455462347
3118,2,stem5,stem4,false,false,false,434.4000000000107,2.5,2.344808111917649,1.5004051615804455,48.83189905609366,49.89549198048344,31.371283455462347,48.42495125696575,49.90899182936005,33.68046866340477
3118,2,stem6,stem5,false,false,false,334.2000000000069,2.8,1.3174323787879736,1.5004051615804455,48.42495125696575,49.90899182936005,33.68046866340477,48.41346472103495,49.90851040086427,34.99785087840459
3118,2,stem7,stem6,false,false,false,234.00000000000315,3.0999999999999996,0.6742228270733034,1.2036818313716457,48.41346472103495,49.90851040086427,34.99785087840459,48.40066353871531,49.90659725134815,35.67194945438355
3118,2,stem8,stem7,false,false,false,133.79999999999936,3.3999999999999995,0.28201470505739507,0.7225096147544842,48.40066353871531,49.90659725134815,35.67194945438355,48.36362564391883,49.89694960238832,35.951354914400355
3118,2,stem9,stem8,false,true,false,33.60000000000004,3.6999999999999993,0.05184966682767231,0.19062570821888591,48.36362564391883,49.89694960238832,35.951354914400355,48.36131625850478,49.89615441722053,36.003147021614666
3119,2,stem0,plant_seed0,true,false,false,935.6999999999495,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3119,2,stem1,stem0,false,false,false,835.4999999999646,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3119,2,stem2,stem1,false,false,false,735.2999999999798,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3119,2,stem3,stem2,false,false,false,635.099999999995,1.9000000000000001,6.442739514977823,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.9077222460402,49.89813281525982,27.419595852777245
3119,2,stem4,stem3,false,false,false,534.9000000000102,2.2,3.956273040826648,1.5004051615804455,48.9077222460402,49.89813281525982,27.419595852777245,48.83181818910665,49.89548218718416,31.375139800439005
3119,2,stem5,stem4,false,false,false,434.70000000001073,2.5,2.3461009242746305,1.5004051615804455,48.83181818910665,49.89548218718416,31.375139800439005,48.42464601889238,49.90898947921628,33.68559818001377
3119,2,stem6,stem5,false,false,false,334.50000000000693,2.8,1.3184282156039024,1.5004051615804455,48.42464601889238,49.90898947921628,33.68559818001377,48.41315080037904,49.90850768681248,35.003976193911114
3119,2,stem7,stem6,false,false,false,234.30000000000317,3.0999999999999996,0.674989907430018,1.2050512906238449,48.41315080037904,49.90850768681248,35.003976193911114,48.400335053830624,49.90659236065778,35.67884170888318
3119,2,stem8,stem7,false,false,false,134.09999999999937,3.3999999999999995,0.28260557724071417,0.7240234040210833,48.400335053830624,49.90659236065778,35.67884170888318,48.363219557897146,49.89692449811581,35.95883257423961
3119,2,stem9,stem8,false,true,false,33.900000000000034,3.6999999999999993,0.05230480810976144,0.19229903872506357,48.363219557897146,49.89692449811581,35.95883257423961,48.36088990047939,49.89612233273737,36.01107931747228
3120,2,stem0,plant_seed0,true,false,false,935.9999999999494,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3120,2,stem1,stem0,false,false,false,835.7999999999646,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3120,2,stem2,stem1,false,false,false,735.5999999999798,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3120,2,stem3,stem2,false,false,false,635.399999999995,1.9000000000000001,6.444917725437528,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90767359407147,49.898124149024255,27.421773502585886
3120,2,stem4,stem3,false,false,false,535.2000000000102,2.2,3.957950888471668,1.5004051615804455,48.90767359407147,49.898124149024255,27.421773502585886,48.83173734637609,49.89547239682242,31.37899498868568
3120,2,stem5,stem4,false,false,false,435.00000000001074,2.5,2.3473933488460754,1.5004051615804455,48.83173734637609,49.89547239682242,31.37899498868568,48.4243408723767,49.90898712977746,33.69072615799858
3120,2,stem6,stem5,false,false,false,334.80000000000695,2.8,1.3194237537135938,1.5004051615804455,48.4243408723767,49.90898712977746,33.69072615799858,48.412836973885206,49.908504973574786,35.010099672098576
3120,2,stem7,stem6,false,false,false,234.60000000000318,3.0999999999999996,0.6757567576971407,1.2064203390998878,48.412836973885206,49.908504973574786,35.010099672098576,48.400006667476625,49.906587471434406,35.685731896016556
3120,2,stem8,stem7,false,false,false,134.39999999999938,3.3999999999999995,0.283196272188965,0.7255367392190166,48.400006667476625,49.906587471434406,35.685731896016556,48.36281359368299,49.89689940137346,35.96630799111733
3120,2,stem9,stem8,false,true,false,34.20000000000003,3.6999999999999993,0.05275981286994525,0.19397186730738175,48.36281359368299,49.89689940137346,35.96630799111733,48.36046367034222,49.896090257878114,36.01900923399801
3121,2,stem0,plant_seed0,true,false,false,936.2999999999494,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3121,2,stem1,stem0,false,false,false,836.0999999999646,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3121,2,stem2,stem1,false,false,false,735.8999999999797,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3121,2,stem3,stem2,false,false,false,635.6999999999949,1.9000000000000001,6.447095282532105,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90762495669613,49.89811548538817,27.423950499197566
3121,2,stem4,stem3,false,false,false,535.5000000000101,2.2,3.959628232837891,1.5004051615804455,48.90762495669613,49.89811548538817,27.423950499197566,48.83165652789471,49.89546260939734,31.38284902054935
3121,2,stem5,stem4,false,false,false,435.30000000001075,2.5,2.3486853857483028,1.5004051615804455,48.83165652789471,49.89546260939734,31.38284902054935,48.42403581739124,49.908984781043344,33.695852597820746
3121,2,stem6,stem5,false,false,false,335.10000000000696,2.8,1.3204189932066472,1.5004051615804455,48.42403581739124,49.908984781043344,33.695852597820746,48.41252324152519,49.90850226115092,35.01622131351812
3121,2,stem7,stem6,false,false,false,234.9000000000032,3.0999999999999996,0.6765233779436881,1.207788976922989,48.41252324152519,49.90850226115092,35.01622131351812,48.39967837962375,49.90658258367756,35.69262001640383
3121,2,stem8,stem7,false,false,false,134.6999999999994,3.3999999999999995,0.28378678995531004,0.7270496204844841,48.39967837962375,49.90658258367756,35.69262001640383,48.362407751239836,49.89687431215899,35.97378116570638
3121,2,stem9,stem8,false,true,false,34.50000000000003,3.6999999999999993,0.05321468114917417,0.19564419411639491,48.362407751239836,49.89687431215899,35.97378116570638,48.360037568054906,49.89605819263986,36.02693677190562
3122,2,stem0,plant_seed0,true,false,false,936.5999999999493,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3122,2,stem1,stem0,false,false,false,836.3999999999645,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3122,2,stem2,stem1,false,false,false,736.1999999999797,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3122,2,stem3,stem2,false,false,false,635.9999999999949,1.9000000000000001,6.4492721864575335,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90757633390982,49.898106824350776,27.42612684280822
3122,2,stem4,stem3,false,false,false,535.8000000000101,2.2,3.9613050740762774,1.5004051615804455,48.90757633390982,49.898106824350776,27.42612684280822,48.831575733655235,49.89545282490805,31.386701896376877
3122,2,stem5,stem4,false,false,false,435.60000000001077,2.5,2.349977035097594,1.5004051615804455,48.831575733655235,49.89545282490805,31.386701896376877,48.42373085390855,49.90898243301375,33.70097749994163
3122,2,stem6,stem5,false,false,false,335.40000000000697,2.8,1.3214139341726343,1.5004051615804455,48.42373085390855,49.90898243301375,33.70097749994163,48.412209603270774,49.908499549540664,35.02234111872069
3122,2,stem7,stem6,false,false,false,235.2000000000032,3.0999999999999996,0.6772897682386558,1.2091572042163254,48.412209603270774,49.908499549540664,35.02234111872069,48.399350190242465,49.90657769738682,35.699506070664924
3122,2,stem8,stem7,false,false,false,134.9999999999994,3.3999999999999995,0.2843771305928957,0.7285620479536442,48.399350190242465,49.90657769738682,35.699506070664924,48.36200203053115,49.89684923047015,35.9812520986793
3122,2,stem9,stem8,false,true,false,34.800000000000026,3.6999999999999993,0.05366941298838624,0.19731601930261222,48.36200203053115,49.89684923047015,35.9812520986793,48.35961159357911,49.89602613701974,36.03486193190855
3123,2,stem0,plant_seed0,true,false,false,936.8999999999493,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3123,2,stem1,stem0,false,false,false,836.6999999999645,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3123,2,stem2,stem1,false,false,false,736.4999999999797,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3123,2,stem3,stem2,false,false,false,636.2999999999948,1.9000000000000001,6.451448437409738,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.907527725708164,49.898098165911314,27.428302533613717
3123,2,stem4,stem3,false,false,false,536.10000000001,2.2,3.9629814123377423,1.5004051615804455,48.907527725708164,49.898098165911314,27.428302533613717,48.83149496365041,49.89544304335367,31.390553616515017
3123,2,stem5,stem4,false,false,false,435.9000000000108,2.5,2.3512682970102006,1.5004051615804455,48.83149496365041,49.89544304335367,31.390553616515017,48.42342598190119,49.90898008568846,33.706100864822474
3123,2,stem6,stem5,false,false,false,335.700000000007,2.8,1.3224085767010993,1.5004051615804455,48.42342598190119,49.90898008568846,33.706100864822474,48.41189605909373,49.90849683874378,35.02845908825706
3123,2,stem7,stem6,false,false,false,235.5000000000032,3.0999999999999996,0.6780559286510192,1.2105250211030383,48.41189605909373,49.90849683874378,35.02845908825706,48.39902209930323,49.90657281256176,35.70639005941958
3123,2,stem8,stem7,false,false,false,135.29999999999941,3.3999999999999995,0.28496729415485283,0.7300740217626165,48.39902209930323,49.90657281256176,35.70639005941958,48.361596431520425,49.8968241563047,35.98872079070849
3123,2,stem9,stem8,false,true,false,35.10000000000002,3.6999999999999993,0.0541240084285077,0.1989873430164992,48.361596431520425,49.8968241563047,35.98872079070849,48.35918574687649,49.89599409101486,36.042784714720085
3124,2,stem0,plant_seed0,true,false,false,937.1999999999492,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3124,2,stem1,stem0,false,false,false,836.9999999999644,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3124,2,stem2,stem1,false,false,false,736.7999999999796,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3124,2,stem3,stem2,false,false,false,636.5999999999948,1.9000000000000001,6.453624035584577,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90747913208677,49.89808951006899,27.430477571809867
3124,2,stem4,stem3,false,false,false,536.40000000001,2.2,3.964657247773156,1.5004051615804455,48.90747913208677,49.89808951006899,27.430477571809867,48.83141421787293,49.89543326473332,31.394404181310424
3124,2,stem5,stem4,false,false,false,436.2000000000108,2.5,2.3525591716023335,1.5004051615804455,48.83141421787293,49.89543326473332,31.394404181310424,48.42312120134171,49.90897773906727,33.71122269292438
3124,2,stem6,stem5,false,false,false,336.000000000007,2.8,1.3234029208815603,1.5004051615804455,48.42312120134171,49.90897773906727,33.71122269292438,48.411582608965816,49.908494128760005,35.034575222677844
3124,2,stem7,stem6,false,false,false,235.80000000000322,3.0999999999999996,0.6788218592497328,1.2118924277062308,48.411582608965816,49.908494128760005,35.034575222677844,48.39869410677651,49.90656792920192,35.713271983287356
3124,2,stem8,stem7,false,false,false,135.59999999999943,3.3999999999999995,0.2855572806942962,0.7315855420474782,48.39869410677651,49.90656792920192,35.713271983287356,48.36119095417115,49.89679908966037,35.99618724246613
3124,2,stem9,stem8,false,true,false,35.40000000000002,3.6999999999999993,0.05457846751045167,0.20065816540847337,48.36119095417115,49.89679908966037,35.99618724246613,48.358760027908716,49.895962054622345,36.05070512105326
3125,2,stem0,plant_seed0,true,false,false,937.4999999999492,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3125,2,stem1,stem0,false,false,false,837.2999999999644,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3125,2,stem2,stem1,false,false,false,737.0999999999796,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3125,2,stem3,stem2,false,false,false,636.8999999999947,1.9000000000000001,6.455798981177855,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90743055304129,49.898080856823036,27.432651957592427
3125,2,stem4,stem3,false,false,false,536.7000000000099,2.2,3.966332580533345,1.5004051615804455,48.90743055304129,49.898080856823036,27.432651957592427,48.83133349631557,49.89542348904612,31.39825359110965
3125,2,stem5,stem4,false,false,false,436.5000000000108,2.5,2.353849658990172,1.5004051615804455,48.83133349631557,49.89542348904612,31.39825359110965,48.42281651220269,49.90897539314996,33.71634298470831
3125,2,stem6,stem5,false,false,false,336.300000000007,2.8,1.3243969668035078,1.5004051615804455,48.42281651220269,49.90897539314996,33.71634298470831,48.41126925285885,49.90849141958911,35.040689522533505
3125,2,stem7,stem6,false,false,false,236.10000000000323,3.0999999999999996,0.67958756010373,1.2132594241489691,48.41126925285885,49.90849141958911,35.040689522533505,48.3983662126328,49.90656304730688,35.720151842887624
3125,2,stem8,stem7,false,false,false,135.89999999999944,3.3999999999999995,0.28614709026432433,0.7330966089442656,48.3983662126328,49.90656304730688,35.720151842887624,48.360785598446846,49.896774030534914,36.00365145462419
3125,2,stem9,stem8,false,true,false,35.70000000000002,3.6999999999999993,0.05503279027511964,0.2023284866289093,48.360785598446846,49.896774030534914,36.00365145462419,48.35833443663749,49.89593002783931,36.058623151620914
3126,2,stem0,plant_seed0,true,false,false,937.7999999999491,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3126,2,stem1,stem0,false,false,false,837.5999999999643,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3126,2,stem2,stem1,false,false,false,737.3999999999795,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3126,2,stem3,stem2,false,false,false,637.1999999999947,1.9000000000000001,6.457973274385318,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90738198856732,49.89807220617266,27.434825691157087
3126,2,stem4,stem3,false,false,false,537.0000000000099,2.2,3.9680074107690877,1.5004051615804455,48.90738198856732,49.89807220617266,27.434825691157087,48.831252798971036,49.89541371629117,31.402101846259143
3126,2,stem5,stem4,false,false,false,436.8000000000108,2.5,2.355139759289861,1.5004051615804455,48.831252798971036,49.89541371629117,31.402101846259143,48.422511914456685,49.90897304793631,33.72146174063511
3126,2,stem6,stem5,false,false,false,336.600000000007,2.8,1.3253907145564066,1.5004051615804455,48.422511914456685,49.90897304793631,33.72146174063511,48.4109559907446,49.90848871123084,35.04680198837433
3126,2,stem7,stem6,false,false,false,236.40000000000325,3.0999999999999996,0.6803530312819241,1.2146260105542834,48.4109559907446,49.90848871123084,35.04680198837433,48.39803841684256,49.906558166876174,35.72702963883958
3126,2,stem8,stem7,false,false,false,136.19999999999945,3.3999999999999995,0.2867367229180201,0.7346072225889752,48.39803841684256,49.906558166876174,35.72702963883958,48.360380364311,49.89674897892605,36.01111342785447
3126,2,stem9,stem8,false,true,false,36.000000000000014,3.6999999999999993,0.05548697676340087,0.20399830682813672,48.360380364311,49.89674897892605,36.01111342785447,48.35790897302447,49.895898010662854,36.06653880713568
3127,2,stem0,plant_seed0,true,false,false,938.0999999999491,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3127,2,stem1,stem0,false,false,false,837.8999999999643,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3127,2,stem2,stem1,false,false,false,737.6999999999795,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3127,2,stem3,stem2,false,false,false,637.4999999999947,1.9000000000000001,6.460146915402652,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.90733343866052,49.89806355811709,27.43699877269949
3127,2,stem4,stem3,false,false,false,537.3000000000098,2.2,3.969681738631119,1.5004051615804455,48.90733343866052,49.89806355811709,27.43699877269949,48.831172125832076,49.89540394646762,31.405948947105248
3127,2,stem5,stem4,false,false,false,437.1000000000108,2.5,2.3564294726175086,1.5004051615804455,48.831172125832076,49.89540394646762,31.405948947105248,48.422207408076304,49.90897070342612,33.72657896116544
3127,2,stem6,stem5,false,false,false,336.900000000007,2.8,1.3263841642296934,1.5004051615804455,48.422207408076304,49.90897070342612,33.72657896116544,48.410642822594895,49.908486003684956,35.052912620750426
3127,2,stem7,stem6,false,false,false,236.70000000000326,3.0999999999999996,0.6811182728532077,1.2159921870451664,48.410642822594895,49.908486003684956,35.052912620750426,48.39771071937631,49.90655328790939,35.73390537176222
3127,2,stem8,stem7,false,false,false,136.49999999999946,3.3999999999999995,0.2873261787084508,0.7361173831175625,48.39771071937631,49.90655328790939,35.73390537176222,48.359975251727164,49.896723934831556,36.01857316282853
3127,2,stem9,stem8,false,true,false,36.30000000000001,3.6999999999999993,0.05594102701617176,0.205667626156438,48.359975251727164,49.896723934831556,36.01857316282853,48.35748363703141,49.89586600309013,36.07445208830996
3128,2,stem0,plant_seed0,true,false,false,938.399999999949,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3128,2,stem1,stem0,false,false,false,838.1999999999642,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3128,2,stem2,stem1,false,false,false,737.9999999999794,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3128,2,stem3,stem2,false,false,false,637.7999999999946,1.9000000000000001,6.4623199044254855,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.9072849033165,49.898054912655546,27.439171202415206
3128,2,stem4,stem3,false,false,false,537.6000000000098,2.2,3.9713555642701306,1.5004051615804455,48.9072849033165,49.898054912655546,27.439171202415206,48.83109147689142,49.895394179574566,31.409794893994203
3128,2,stem5,stem4,false,false,false,437.40000000001083,2.5,2.357718799089189,1.5004051615804455,48.83109147689142,49.895394179574566,31.409794893994203,48.42190299303414,49.90896835961918,33.73169464675987
3128,2,stem6,stem5,false,false,false,337.20000000000704,2.8,1.3273773159127797,1.5004051615804455,48.42190299303414,49.90896835961918,33.73169464675987,48.41032974838154,49.90848329695121,35.05902142021177
3128,2,stem7,stem6,false,false,false,237.00000000000327,3.0999999999999996,0.6818832848864524,1.2173579537445745,48.41032974838154,49.90848329695121,35.05902142021177,48.397383120204566,49.90654841040607,35.74077904227437
3128,2,stem8,stem7,false,false,false,136.79999999999947,3.3999999999999995,0.2879154576886671,0.7376270906659413,48.397383120204566,49.90654841040607,35.74077904227437,48.359570260658884,49.896698898249156,36.026030660217764
3128,2,stem9,stem8,false,true,false,36.60000000000001,3.6999999999999993,0.0563949410742972,0.20733644476405322,48.359570260658884,49.896698898249156,36.026030660217764,48.35705842862,49.895834005118225,36.08236299585596
3129,2,stem0,plant_seed0,true,false,false,938.699999999949,1.0,7.004805723336598,0.9978355731248715,50.0,50.0,0.0,50.0,50.0,7.004805723336598
3129,2,stem1,stem0,false,false,false,838.4999999999642,1.3,7.005078025775591,1.4319883622288037,50.0,50.0,7.004805723336598,49.450757035491876,49.979860174767516,13.988289431385324
3129,2,stem2,stem1,false,false,false,738.2999999999794,1.6,7.001835534856741,1.5004051615804455,49.450757035491876,49.979860174767516,13.988289431385324,49.05162567835366,49.923765920679415,20.97851463888686
3129,2,stem3,stem2,false,false,false,638.0999999999946,1.9000000000000001,6.464492241649387,1.5004051615804455,49.05162567835366,49.923765920679415,20.97851463888686,48.907236382530904,49.89804626978726,27.44134298049976
3129,2,stem4,stem3,false,false,false,537.9000000000098,2.2,3.973028887836763,1.5004051615804455,48.907236382530904,49.89804626978726,27.44134298049976,48.83101085214183,49.895384415611154,31.413639687272134
3129,2,stem5,stem4,false,false,false,437.70000000001085,2.5,2.359007738820942,1.5004051615804455,48.83101085214183,49.895384415611154,31.413639687272134,48.42159866930279,49.90896601651528,33.736808797878794
3129,2,stem6,stem5,false,false,false,337.50000000000705,2.8,1.3283701696950478,1.5004051615804455,48.42159866930279,49.90896601651528,33.736808797878794,48.41001676807637,49.908480591029374,35.065128387308135
