cycle,hour,int(cycle / 24),r_l,FC,n_L,shadow_loss,prevState'N_L',currentState'N_L',prev_value,value,pl_total,chg,length(leaf_proportion),sum(leaf_proportion),leaf_proportion
9168,0,382,0.0063,1.0,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.15910903408047125,0.1592963461795535,0.00278589582285835,-0.00297320792194059,1,0.063,[0.063]
9169,1,382,0.0063,1.0,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.15910903408047125,0.1592963461795535,0.00278589582285835,-0.00297320792194059,1,0.126,[0.126]
9170,2,382,0.0063,1.0,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.15910903408047125,0.1592963461795535,0.00278589582285835,-0.00297320792194059,1,0.189,[0.189]
9171,3,382,0.0063,1.0,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.15910903408047125,0.1592963461795535,0.00278589582285835,-0.00297320792194059,1,0.252,[0.252]
9172,4,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,0.315945,[0.315945]
9173,5,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,0.37988999999999995,[0.37988999999999995]
9174,6,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,0.4438349999999999,[0.4438349999999999]
9175,7,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,0.5077799999999999,[0.5077799999999999]
9176,8,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,0.5717249999999999,[0.5717249999999999]
9177,9,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,0.63567,[0.63567]
9178,10,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,0.699615,[0.699615]
9179,11,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,0.76356,[0.76356]
9180,12,382,0.0095,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.24352521605094346,0.24381190762481655,0.00278589582285835,-0.00307258739673145,1,0.859985,[0.859985]
9181,13,382,0.0095,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.24352521605094346,0.24381190762481655,0.00278589582285835,-0.00307258739673145,1,0.95641,[0.95641]
9182,14,382,0.0095,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.24352521605094346,0.24381190762481655,0.00278589582285835,-0.00307258739673145,1,1.052835,[1.052835]
9183,15,382,0.0095,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.24352521605094346,0.24381190762481655,0.00278589582285835,-0.00307258739673145,1,1.14926,[1.14926]
9184,16,382,0.0095,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.24352521605094346,0.24381190762481655,0.00278589582285835,-0.00307258739673145,1,1.245685,[1.245685]
9185,17,382,0.0095,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.24352521605094346,0.24381190762481655,0.00278589582285835,-0.00307258739673145,1,1.34211,[1.34211]
9186,18,382,0.0095,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.24352521605094346,0.24381190762481655,0.00278589582285835,-0.00307258739673145,1,1.438535,[1.438535]
9187,19,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,1.5024799999999998,[1.5024799999999998]
9188,20,382,0.0063,1.015,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.1614956695916783,0.16168579137224678,0.00278589582285835,-0.00297601760342684,1,1.5664249999999997,[1.5664249999999997]
9189,21,382,0.0063,1.0,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.15910903408047125,0.1592963461795535,0.00278589582285835,-0.00297320792194059,1,1.6294249999999997,[1.6294249999999997]
9190,22,382,0.0063,1.0,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.15910903408047125,0.1592963461795535,0.00278589582285835,-0.00297320792194059,1,1.6924249999999996,[1.6924249999999996]
9191,23,382,0.0063,1.0,10.0,0.09642499999999998,2.5255402234995437,2.528513431421484,0.15910903408047125,0.1592963461795535,0.00278589582285835,-0.00297320792194059,1,1.7554249999999996,[1.7554249999999996]
9192,0,383,0.0063,1.0,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.1592963461795535,0.15948365827863575,0.00278589582285835,-0.00297320792194062,1,0.063,[0.063]
9193,1,383,0.0063,1.0,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.1592963461795535,0.15948365827863575,0.00278589582285835,-0.00297320792194062,1,0.126,[0.126]
9194,2,383,0.0063,1.0,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.1592963461795535,0.15948365827863575,0.00278589582285835,-0.00297320792194062,1,0.189,[0.189]
9195,3,383,0.0063,1.0,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.1592963461795535,0.15948365827863575,0.00278589582285835,-0.00297320792194062,1,0.252,[0.252]
9196,4,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,0.315945,[0.315945]
9197,5,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,0.37988999999999995,[0.37988999999999995]
9198,6,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,0.4438349999999999,[0.4438349999999999]
9199,7,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,0.5077799999999999,[0.5077799999999999]
9200,8,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,0.5717249999999999,[0.5717249999999999]
9201,9,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,0.63567,[0.63567]
9202,10,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,0.699615,[0.699615]
9203,11,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,0.76356,[0.76356]
9204,12,383,0.0095,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.24381190762481655,0.24409859919868968,0.00278589582285835,-0.00307258739673148,1,0.859985,[0.859985]
9205,13,383,0.0095,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.24381190762481655,0.24409859919868968,0.00278589582285835,-0.00307258739673148,1,0.95641,[0.95641]
9206,14,383,0.0095,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.24381190762481655,0.24409859919868968,0.00278589582285835,-0.00307258739673148,1,1.052835,[1.052835]
9207,15,383,0.0095,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.24381190762481655,0.24409859919868968,0.00278589582285835,-0.00307258739673148,1,1.14926,[1.14926]
9208,16,383,0.0095,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.24381190762481655,0.24409859919868968,0.00278589582285835,-0.00307258739673148,1,1.245685,[1.245685]
9209,17,383,0.0095,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.24381190762481655,0.24409859919868968,0.00278589582285835,-0.00307258739673148,1,1.34211,[1.34211]
9210,18,383,0.0095,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.24381190762481655,0.24409859919868968,0.00278589582285835,-0.00307258739673148,1,1.438535,[1.438535]
9211,19,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,1.5024799999999998,[1.5024799999999998]
9212,20,383,0.0063,1.015,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.16168579137224678,0.16187591315281524,0.00278589582285835,-0.00297601760342681,1,1.5664249999999997,[1.5664249999999997]
9213,21,383,0.0063,1.0,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.1592963461795535,0.15948365827863575,0.00278589582285835,-0.00297320792194062,1,1.6294249999999997,[1.6294249999999997]
9214,22,383,0.0063,1.0,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.1592963461795535,0.15948365827863575,0.00278589582285835,-0.00297320792194062,1,1.6924249999999996,[1.6924249999999996]
9215,23,383,0.0063,1.0,10.0,0.09642499999999998,2.528513431421484,2.5314866393434245,0.1592963461795535,0.15948365827863575,0.00278589582285835,-0.00297320792194062,1,1.7554249999999996,[1.7554249999999996]
9216,0,384,0.0063,1.0,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.15948365827863575,0.159670970377718,0.00278589582285835,-0.00297320792194059,1,0.063,[0.063]
9217,1,384,0.0063,1.0,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.15948365827863575,0.159670970377718,0.00278589582285835,-0.00297320792194059,1,0.126,[0.126]
9218,2,384,0.0063,1.0,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.15948365827863575,0.159670970377718,0.00278589582285835,-0.00297320792194059,1,0.189,[0.189]
9219,3,384,0.0063,1.0,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.15948365827863575,0.159670970377718,0.00278589582285835,-0.00297320792194059,1,0.252,[0.252]
9220,4,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,0.315945,[0.315945]
9221,5,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,0.37988999999999995,[0.37988999999999995]
9222,6,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,0.4438349999999999,[0.4438349999999999]
9223,7,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,0.5077799999999999,[0.5077799999999999]
9224,8,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,0.5717249999999999,[0.5717249999999999]
9225,9,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,0.63567,[0.63567]
9226,10,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,0.699615,[0.699615]
9227,11,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,0.76356,[0.76356]
9228,12,384,0.0095,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.24409859919868968,0.24438529077256277,0.00278589582285835,-0.00307258739673145,1,0.859985,[0.859985]
9229,13,384,0.0095,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.24409859919868968,0.24438529077256277,0.00278589582285835,-0.00307258739673145,1,0.95641,[0.95641]
9230,14,384,0.0095,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.24409859919868968,0.24438529077256277,0.00278589582285835,-0.00307258739673145,1,1.052835,[1.052835]
9231,15,384,0.0095,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.24409859919868968,0.24438529077256277,0.00278589582285835,-0.00307258739673145,1,1.14926,[1.14926]
9232,16,384,0.0095,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.24409859919868968,0.24438529077256277,0.00278589582285835,-0.00307258739673145,1,1.245685,[1.245685]
9233,17,384,0.0095,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.24409859919868968,0.24438529077256277,0.00278589582285835,-0.00307258739673145,1,1.34211,[1.34211]
9234,18,384,0.0095,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.24409859919868968,0.24438529077256277,0.00278589582285835,-0.00307258739673145,1,1.438535,[1.438535]
9235,19,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,1.5024799999999998,[1.5024799999999998]
9236,20,384,0.0063,1.015,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.16187591315281524,0.16206603493338373,0.00278589582285835,-0.00297601760342684,1,1.5664249999999997,[1.5664249999999997]
9237,21,384,0.0063,1.0,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.15948365827863575,0.159670970377718,0.00278589582285835,-0.00297320792194059,1,1.6294249999999997,[1.6294249999999997]
9238,22,384,0.0063,1.0,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.15948365827863575,0.159670970377718,0.00278589582285835,-0.00297320792194059,1,1.6924249999999996,[1.6924249999999996]
9239,23,384,0.0063,1.0,10.0,0.09642499999999998,2.5314866393434245,2.534459847265365,0.15948365827863575,0.159670970377718,0.00278589582285835,-0.00297320792194059,1,1.7554249999999996,[1.7554249999999996]
9240,0,385,0.0063,1.0,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.159670970377718,0.15985828247680026,0.00278589582285835,-0.00297320792194062,1,0.063,[0.063]
9241,1,385,0.0063,1.0,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.159670970377718,0.15985828247680026,0.00278589582285835,-0.00297320792194062,1,0.126,[0.126]
9242,2,385,0.0063,1.0,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.159670970377718,0.15985828247680026,0.00278589582285835,-0.00297320792194062,1,0.189,[0.189]
9243,3,385,0.0063,1.0,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.159670970377718,0.15985828247680026,0.00278589582285835,-0.00297320792194062,1,0.252,[0.252]
9244,4,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,0.315945,[0.315945]
9245,5,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,0.37988999999999995,[0.37988999999999995]
9246,6,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,0.4438349999999999,[0.4438349999999999]
9247,7,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,0.5077799999999999,[0.5077799999999999]
9248,8,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,0.5717249999999999,[0.5717249999999999]
9249,9,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,0.63567,[0.63567]
9250,10,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,0.699615,[0.699615]
9251,11,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,0.76356,[0.76356]
9252,12,385,0.0095,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.24438529077256277,0.2446719823464359,0.00278589582285835,-0.00307258739673148,1,0.859985,[0.859985]
9253,13,385,0.0095,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.24438529077256277,0.2446719823464359,0.00278589582285835,-0.00307258739673148,1,0.95641,[0.95641]
9254,14,385,0.0095,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.24438529077256277,0.2446719823464359,0.00278589582285835,-0.00307258739673148,1,1.052835,[1.052835]
9255,15,385,0.0095,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.24438529077256277,0.2446719823464359,0.00278589582285835,-0.00307258739673148,1,1.14926,[1.14926]
9256,16,385,0.0095,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.24438529077256277,0.2446719823464359,0.00278589582285835,-0.00307258739673148,1,1.245685,[1.245685]
9257,17,385,0.0095,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.24438529077256277,0.2446719823464359,0.00278589582285835,-0.00307258739673148,1,1.34211,[1.34211]
9258,18,385,0.0095,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.24438529077256277,0.2446719823464359,0.00278589582285835,-0.00307258739673148,1,1.438535,[1.438535]
9259,19,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,1.5024799999999998,[1.5024799999999998]
9260,20,385,0.0063,1.015,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.16206603493338373,0.16225615671395222,0.00278589582285835,-0.00297601760342684,1,1.5664249999999997,[1.5664249999999997]
9261,21,385,0.0063,1.0,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.159670970377718,0.15985828247680026,0.00278589582285835,-0.00297320792194062,1,1.6294249999999997,[1.6294249999999997]
9262,22,385,0.0063,1.0,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.159670970377718,0.15985828247680026,0.00278589582285835,-0.00297320792194062,1,1.6924249999999996,[1.6924249999999996]
9263,23,385,0.0063,1.0,10.0,0.09642499999999998,2.534459847265365,2.5374330551873054,0.159670970377718,0.15985828247680026,0.00278589582285835,-0.00297320792194062,1,1.7554249999999996,[1.7554249999999996]
9264,0,386,0.0063,1.0,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.15985828247680026,0.1600455945758825,0.00278589582285835,-0.00297320792194059,1,0.063,[0.063]
9265,1,386,0.0063,1.0,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.15985828247680026,0.1600455945758825,0.00278589582285835,-0.00297320792194059,1,0.126,[0.126]
9266,2,386,0.0063,1.0,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.15985828247680026,0.1600455945758825,0.00278589582285835,-0.00297320792194059,1,0.189,[0.189]
9267,3,386,0.0063,1.0,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.15985828247680026,0.1600455945758825,0.00278589582285835,-0.00297320792194059,1,0.252,[0.252]
9268,4,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,0.315945,[0.315945]
9269,5,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,0.37988999999999995,[0.37988999999999995]
9270,6,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,0.4438349999999999,[0.4438349999999999]
9271,7,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,0.5077799999999999,[0.5077799999999999]
9272,8,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,0.5717249999999999,[0.5717249999999999]
9273,9,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,0.63567,[0.63567]
9274,10,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,0.699615,[0.699615]
9275,11,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,0.76356,[0.76356]
9276,12,386,0.0095,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.2446719823464359,0.24495867392030898,0.00278589582285835,-0.00307258739673145,1,0.859985,[0.859985]
9277,13,386,0.0095,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.2446719823464359,0.24495867392030898,0.00278589582285835,-0.00307258739673145,1,0.95641,[0.95641]
9278,14,386,0.0095,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.2446719823464359,0.24495867392030898,0.00278589582285835,-0.00307258739673145,1,1.052835,[1.052835]
9279,15,386,0.0095,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.2446719823464359,0.24495867392030898,0.00278589582285835,-0.00307258739673145,1,1.14926,[1.14926]
9280,16,386,0.0095,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.2446719823464359,0.24495867392030898,0.00278589582285835,-0.00307258739673145,1,1.245685,[1.245685]
9281,17,386,0.0095,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.2446719823464359,0.24495867392030898,0.00278589582285835,-0.00307258739673145,1,1.34211,[1.34211]
9282,18,386,0.0095,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.2446719823464359,0.24495867392030898,0.00278589582285835,-0.00307258739673145,1,1.438535,[1.438535]
9283,19,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,1.5024799999999998,[1.5024799999999998]
9284,20,386,0.0063,1.015,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.16225615671395222,0.1624462784945207,0.00278589582285835,-0.00297601760342684,1,1.5664249999999997,[1.5664249999999997]
9285,21,386,0.0063,1.0,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.15985828247680026,0.1600455945758825,0.00278589582285835,-0.00297320792194059,1,1.6294249999999997,[1.6294249999999997]
9286,22,386,0.0063,1.0,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.15985828247680026,0.1600455945758825,0.00278589582285835,-0.00297320792194059,1,1.6924249999999996,[1.6924249999999996]
9287,23,386,0.0063,1.0,10.0,0.09642499999999998,2.5374330551873054,2.540406263109246,0.15985828247680026,0.1600455945758825,0.00278589582285835,-0.00297320792194059,1,1.7554249999999996,[1.7554249999999996]
9288,0,387,0.0063,1.0,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1600455945758825,0.16023290667496473,0.00278589582285835,-0.00297320792194059,1,0.063,[0.063]
9289,1,387,0.0063,1.0,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1600455945758825,0.16023290667496473,0.00278589582285835,-0.00297320792194059,1,0.126,[0.126]
9290,2,387,0.0063,1.0,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1600455945758825,0.16023290667496473,0.00278589582285835,-0.00297320792194059,1,0.189,[0.189]
9291,3,387,0.0063,1.0,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1600455945758825,0.16023290667496473,0.00278589582285835,-0.00297320792194059,1,0.252,[0.252]
9292,4,387,0.0063,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1624462784945207,0.1626364002750892,0.00278589582285835,-0.00297601760342684,1,0.315945,[0.315945]
9293,5,387,0.0063,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1624462784945207,0.1626364002750892,0.00278589582285835,-0.00297601760342684,1,0.37988999999999995,[0.37988999999999995]
9294,6,387,0.0063,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1624462784945207,0.1626364002750892,0.00278589582285835,-0.00297601760342684,1,0.4438349999999999,[0.4438349999999999]
9295,7,387,0.0063,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1624462784945207,0.1626364002750892,0.00278589582285835,-0.00297601760342684,1,0.5077799999999999,[0.5077799999999999]
9296,8,387,0.0063,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1624462784945207,0.1626364002750892,0.00278589582285835,-0.00297601760342684,1,0.5717249999999999,[0.5717249999999999]
9297,9,387,0.0063,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1624462784945207,0.1626364002750892,0.00278589582285835,-0.00297601760342684,1,0.63567,[0.63567]
9298,10,387,0.0063,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1624462784945207,0.1626364002750892,0.00278589582285835,-0.00297601760342684,1,0.699615,[0.699615]
9299,11,387,0.0063,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.1624462784945207,0.1626364002750892,0.00278589582285835,-0.00297601760342684,1,0.76356,[0.76356]
9300,12,387,0.0095,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.24495867392030898,0.2452453654941821,0.00278589582285835,-0.00307258739673148,1,0.859985,[0.859985]
9301,13,387,0.0095,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.24495867392030898,0.2452453654941821,0.00278589582285835,-0.00307258739673148,1,0.95641,[0.95641]
9302,14,387,0.0095,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.24495867392030898,0.2452453654941821,0.00278589582285835,-0.00307258739673148,1,1.052835,[1.052835]
9303,15,387,0.0095,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.24495867392030898,0.2452453654941821,0.00278589582285835,-0.00307258739673148,1,1.14926,[1.14926]
9304,16,387,0.0095,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.24495867392030898,0.2452453654941821,0.00278589582285835,-0.00307258739673148,1,1.245685,[1.245685]
9305,17,387,0.0095,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.24495867392030898,0.2452453654941821,0.00278589582285835,-0.00307258739673148,1,1.34211,[1.34211]
9306,18,387,0.0095,1.015,10.0,0.09642499999999998,2.540406263109246,2.5433794710311863,0.24495867392030898,0.2452453654941821,0.00278589582285835,-0.00307258739673148,1,1.438535,[1.438535]
