cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',LAI,shadow_loss,length(leaf_aging),leaf_aging
1104,46,1.4087076245645869,1.0040779498799364,1.5265423617275182,0.0,0.2,0.005,0.001,1.377221478468869,0.9772049715799009,1.5235691538055776,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02718466713803521,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002228751848122,0.09642499999999998,1,[1.3929479114291774]
1128,47,1.4401937706603047,1.0312626170179715,1.529515569649459,0.0,0.2,0.005,0.001,1.4087076245645869,1.0040779498799364,1.5265423617275182,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.02747529670916321,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002233092731688,0.09642499999999998,1,[1.3929479114291774]
1152,48,1.4716799167560226,1.0587379137271347,1.5324887775713996,0.0,0.2,0.005,0.001,1.4401937706603047,1.0312626170179715,1.529515569649459,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02774628988349723,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002237433615254,0.09642499999999998,1,[1.3929479114291774]
1176,49,1.5031660628517405,1.086484203610632,1.5354619854933402,0.0,0.2,0.005,0.001,1.4716799167560226,1.0587379137271347,1.5324887775713996,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.02799897339485018,-0.00297320792194062,0.0,0.0,0.0,0.0,0.0000224177449882,0.09642499999999998,1,[1.3929479114291774]
1200,50,1.5346522089474584,1.1144831770054822,1.538435193415281,0.0,0.2,0.005,0.001,1.5031660628517405,1.086484203610632,1.5354619854933402,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02823458433622007,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002246115382386,0.09642499999999998,1,[1.3929479114291774]
1224,51,1.5661383550431762,1.1427177613417023,1.5414084013372216,0.0,0.2,0.005,0.001,1.5346522089474584,1.1144831770054822,1.538435193415281,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02845427621637472,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002250456265952,0.09642499999999998,1,[1.3929479114291774]
1248,52,1.597624501138894,1.171172037558077,1.5443816092591622,0.0,0.2,0.005,0.001,1.5661383550431762,1.1427177613417023,1.5414084013372216,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.02865912460722309,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002254797149518,0.09642499999999998,1,[1.3929479114291774]
1272,53,1.629110647234612,1.1998311621653,1.547354817181103,0.0,0.2,0.005,0.001,1.597624501138894,1.171172037558077,1.5443816092591622,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02885013240962171,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002259138033084,0.09642499999999998,1,[1.3929479114291774]
1296,54,1.6605967933303298,1.2286812945749217,1.5503280251030436,0.0,0.2,0.005,0.001,1.629110647234612,1.1998311621653,1.547354817181103,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.02902823476339689,-0.00297320792194062,0.0,0.0,0.0,0.0,0.0000226347891665,0.09642499999999998,1,[1.3929479114291774]
1320,55,1.6920829394260477,1.2577095293383187,1.5533012330249842,0.0,0.2,0.005,0.001,1.6605967933303298,1.2286812945749217,1.5503280251030436,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02919430362562093,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002267819800216,0.09642499999999998,1,[1.3929479114291774]
1344,56,1.7235690855217656,1.2869038329639397,1.556274440946925,0.0,0.2,0.005,0.001,1.6920829394260477,1.2577095293383187,1.5533012330249842,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02934915203955715,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002272160683783,0.09642499999999998,1,[1.3929479114291774]
1368,57,1.7550552316174834,1.316252985003497,1.5592476488688656,0.0,0.2,0.005,0.001,1.7235690855217656,1.2869038329639397,1.556274440946925,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.02949353811517325,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002276501567349,0.09642499999999998,1,[1.3929479114291774]
1392,58,1.7865413777132013,1.3457465231186703,1.5622208567908062,0.0,0.2,0.005,0.001,1.7550552316174834,1.316252985003497,1.5592476488688656,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02962816874071138,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002280842450915,0.09642499999999998,1,[1.3929479114291774]
1416,59,1.8180275238089192,1.3753746918593817,1.565194064712747,0.0,0.2,0.005,0.001,1.7865413777132013,1.3457465231186703,1.5622208567908062,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.02975370304348568,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002285183334481,0.09642499999999998,1,[1.3929479114291774]
1440,60,1.849513669904637,1.4051283949028672,1.5681672726346876,0.0,0.2,0.005,0.001,1.8180275238089192,1.3753746918593817,1.565194064712747,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02987075561685108,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002289524218047,0.09642499999999998,1,[1.3929479114291774]
1464,61,1.880999816000355,1.4349991505197184,1.5711404805566282,0.0,0.2,0.005,0.001,1.849513669904637,1.4051283949028672,1.5681672726346876,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.02997989952914172,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002293865101613,0.09642499999999998,1,[1.3929479114291774]
1488,62,1.9124859620960728,1.4649790500488602,1.574113688478569,0.0,0.2,0.005,0.001,1.880999816000355,1.4349991505197184,1.5711404805566282,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03008166912931032,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002298205985179,0.09642499999999998,1,[1.3929479114291774]
1512,63,1.9439721081917907,1.4950607191781704,1.5770868964005096,0.0,0.2,0.005,0.001,1.9124859620960728,1.4649790500488602,1.574113688478569,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03017656266300463,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002302546868745,0.09642499999999998,1,[1.3929479114291774]
1536,64,1.9754582542875085,1.525237281841175,1.5800601043224503,0.0,0.2,0.005,0.001,1.9439721081917907,1.4950607191781704,1.5770868964005096,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.0302650447118883,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002306887752311,0.09642499999999998,1,[1.3929479114291774]
1560,65,2.0069444003832264,1.5555023265530634,1.583033312244391,0.0,0.2,0.005,0.001,1.9754582542875085,1.525237281841175,1.5800601043224503,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03034754846814924,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002311228635877,0.09642499999999998,1,[1.3929479114291774]
1584,66,2.0384305464789443,1.5858498750212127,1.5860065201663316,0.0,0.2,0.005,0.001,2.0069444003832264,1.5555023265530634,1.583033312244391,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03042447785533049,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002315569519443,0.09642499999999998,1,[1.3929479114291774]
1608,67,2.069916692574662,1.616274352876543,1.5889797280882723,0.0,0.2,0.005,0.001,2.0384305464789443,1.5858498750212127,1.5860065201663316,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03049620950586732,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002319910403009,0.09642499999999998,1,[1.3929479114291774]
1632,68,2.10140283867038,1.6467705623824105,1.591952936010213,0.0,0.2,0.005,0.001,2.069916692574662,1.616274352876543,1.5889797280882723,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03056309460501173,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002324251286575,0.09642499999999998,1,[1.3929479114291774]
1656,69,2.132888984766098,1.6773336569874222,1.5949261439321536,0.0,0.2,0.005,0.001,2.10140283867038,1.6467705623824105,1.591952936010213,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03062546061017231,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002328592170141,0.09642499999999998,1,[1.3929479114291774]
1680,70,2.1643751308618158,1.7079591175975946,1.5978993518540943,0.0,0.2,0.005,0.001,2.132888984766098,1.6773336569874222,1.5949261439321536,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.0306836128540868,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002332933053707,0.09642499999999998,1,[1.3929479114291774]
1704,71,2.1958612769575336,1.7386427304516814,1.600872559776035,0.0,0.2,0.005,0.001,2.1643751308618158,1.7079591175975946,1.5978993518540943,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03073783603967616,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002337273937273,0.09642499999999998,1,[1.3929479114291774]
1728,72,2.2273474230532515,1.7693805664913576,1.6038457676979756,0.0,0.2,0.005,0.001,2.1958612769575336,1.7386427304516814,1.600872559776035,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03078839563389892,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002341614820839,0.09642499999999998,1,[1.3929479114291774]
1752,73,2.2588335691489694,1.8001689621252566,1.6068189756199163,0.0,0.2,0.005,0.001,2.2273474230532515,1.7693805664913576,1.6038457676979756,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03083553916742954,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002345955704405,0.09642499999999998,1,[1.3929479114291774]
1776,74,2.2903197152446872,1.831004501292686,1.609792183541857,0.0,0.2,0.005,0.001,2.2588335691489694,1.8001689621252566,1.6068189756199163,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03087949744652413,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002350296587971,0.09642499999999998,1,[1.3929479114291774]
1800,75,2.321805861340405,1.8618839987392102,1.6127653914637976,0.0,0.2,0.005,0.001,2.2903197152446872,1.831004501292686,1.609792183541857,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03092048568300629,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002354637471537,0.09642499999999998,1,[1.3929479114291774]
1824,76,2.353292007436123,1.8928044844222165,1.6157385993857383,0.0,0.2,0.005,0.001,2.321805861340405,1.8618839987392102,1.6127653914637976,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.0309587045479055,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002358978355103,0.09642499999999998,1,[1.3929479114291774]
1848,77,2.384778153531841,1.9237631889701219,1.618711807307679,0.0,0.2,0.005,0.001,2.353292007436123,1.8928044844222165,1.6157385993857383,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03099434115390633,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002363319238669,0.09642499999999998,1,[1.3929479114291774]
1872,78,2.4162642996275587,1.9547575301240283,1.6216850152296196,0.0,0.2,0.005,0.001,2.384778153531841,1.9237631889701219,1.618711807307679,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03102756997141852,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002367660122235,0.09642499999999998,1,[1.3929479114291774]
1896,79,2.4477504457232766,1.9857851000954467,1.6246582231515603,0.0,0.2,0.005,0.001,2.4162642996275587,1.9547575301240283,1.6216850152296196,0.0,0.2,0.005,0.001,-0.03148614609571791,-0.03105855368275263,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002372001005801,0.09642499999999998,1,[1.3929479114291774]
1920,80,2.4792365918189945,2.0168436537781993,1.627631431073501,0.0,0.2,0.005,0.001,2.4477504457232766,1.9857851000954467,1.6246582231515603,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03108744397858351,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002376341889367,0.09642499999999998,1,[1.3929479114291774]
1944,81,2.5107227379147123,2.047931097756783,1.6306046389954416,0.0,0.2,0.005,0.001,2.4792365918189945,2.0168436537781993,1.627631431073501,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03111438230060032,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002380682772933,0.09642499999999998,1,[1.3929479114291774]
1968,82,2.54220888401043,2.079045480057383,1.6335778469173823,0.0,0.2,0.005,0.001,2.5107227379147123,2.047931097756783,1.6306046389954416,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03113950053397976,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002385023656499,0.09642499999999998,1,[1.3929479114291774]
1992,83,2.573695030106148,2.1101849805913626,1.636551054839323,0.0,0.2,0.005,0.001,2.54220888401043,2.079045480057383,1.6335778469173823,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03116292165307219,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002389364540065,0.09642499999999998,1,[1.3929479114291774]
2016,84,2.605181176201866,2.141347902244435,1.6395242627612636,0.0,0.2,0.005,0.001,2.573695030106148,2.1101849805913626,1.636551054839323,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03118476032346171,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002393705423631,0.09642499999999998,1,[1.3929479114291774]
2040,85,2.636667322297584,2.1725326625678965,1.6424974706832043,0.0,0.2,0.005,0.001,2.605181176201866,2.141347902244435,1.6395242627612636,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03120512346334836,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002398046307197,0.09642499999999998,1,[1.3929479114291774]
2064,86,2.6681534683933017,2.203737786031245,1.645470678605145,0.0,0.2,0.005,0.001,2.636667322297584,2.1725326625678965,1.6424974706832043,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03122411076700055,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002402387190764,0.09642499999999998,1,[1.3929479114291774]
2088,87,2.6996396144890196,2.234961896798245,1.6484438865270856,0.0,0.2,0.005,0.001,2.6681534683933017,2.203737786031245,1.645470678605145,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03124181519283983,-0.00297320792194061,0.0,0.0,0.0,0.0,0.0000240672807433,0.09642499999999998,1,[1.3929479114291774]
2112,88,2.7311257605847374,2.266203711991085,1.6514170944490263,0.0,0.2,0.005,0.001,2.6996396144890196,2.234961896798245,1.6484438865270856,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03125832341854903,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002411068957896,0.09642499999999998,1,[1.3929479114291774]
2136,89,2.7626119066804553,2.2974620354096342,1.654390302370967,0.0,0.2,0.005,0.001,2.7311257605847374,2.266203711991085,1.6514170944490263,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03127371626543032,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002415409841462,0.09642499999999998,1,[1.3929479114291774]
2160,90,2.794098052776173,2.3287357516750644,1.6573635102929076,0.0,0.2,0.005,0.001,2.7626119066804553,2.2974620354096342,1.654390302370967,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03128806909409196,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002419750725028,0.09642499999999998,1,[1.3929479114291774]
2184,91,2.825584198871891,2.360023820769156,1.6603367182148483,0.0,0.2,0.005,0.001,2.794098052776173,2.3287357516750644,1.6573635102929076,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03130145217340008,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002424091608594,0.09642499999999998,1,[1.3929479114291774]
2208,92,2.857070344967609,2.3913252729425563,1.663309926136789,0.0,0.2,0.005,0.001,2.825584198871891,2.360023820769156,1.6603367182148483,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03131393102450253,-0.00297320792194061,0.0,0.0,0.0,0.0,0.0000242843249216,0.09642499999999998,1,[1.3929479114291774]
2232,93,2.888556491063327,2.4226392039670586,1.6662831340587296,0.0,0.2,0.005,0.001,2.857070344967609,2.3913252729425563,1.663309926136789,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03132556674160855,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002432773375726,0.09642499999999998,1,[1.3929479114291774]
2256,94,2.9200426371590447,2.453964770708667,1.6692563419806703,0.0,0.2,0.005,0.001,2.888556491063327,2.4226392039670586,1.6662831340587296,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03133641629109513,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002437114259292,0.09642499999999998,1,[1.3929479114291774]
2280,95,2.9515287832547625,2.485301186999762,1.672229549902611,0.0,0.2,0.005,0.001,2.9200426371590447,2.453964770708667,1.6692563419806703,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.031346532790404,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002441455142858,0.09642499999999998,1,[1.3929479114291774]
2304,96,2.9830149293504804,2.516647719790166,1.6752027578245516,0.0,0.2,0.005,0.001,2.9515287832547625,2.485301186999762,1.672229549902611,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03135596576809527,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002445796026424,0.09642499999999998,1,[1.3929479114291774]
2328,97,3.0145010754461983,2.5480036855582613,1.6781759657464923,0.0,0.2,0.005,0.001,2.9830149293504804,2.516647719790166,1.6752027578245516,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03136476140633004,-0.00297320792194062,0.0,0.0,0.0,0.0,0.0000245013690999,0.09642499999999998,1,[1.3929479114291774]
2352,98,3.045987221541916,2.579368446964591,1.681149173668433,0.0,0.2,0.005,0.001,3.0145010754461983,2.5480036855582613,1.6781759657464923,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03137296276697027,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002454477793556,0.09642499999999998,1,[1.3929479114291774]
2376,99,3.077473367637634,2.6107414097315615,1.6841223815903736,0.0,0.2,0.005,0.001,3.045987221541916,2.579368446964591,1.681149173668433,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03138061000240169,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002458818677122,0.09642499999999998,1,[1.3929479114291774]
2400,100,3.108959513733352,2.6421220197339634,1.6870955895123143,0.0,0.2,0.005,0.001,3.077473367637634,2.6107414097315615,1.6841223815903736,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.0313877405521128,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002463159560688,0.09642499999999998,1,[1.3929479114291774]
2424,101,3.1404456598290698,2.673509760286076,1.690068797434255,0.0,0.2,0.005,0.001,3.108959513733352,2.6421220197339634,1.6870955895123143,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.0313943893259917,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002467500444254,0.09642499999999998,1,[1.3929479114291774]
2448,102,3.1719318059247876,2.7049041496120676,1.6930420053561956,0.0,0.2,0.005,0.001,3.1404456598290698,2.673509760286076,1.690068797434255,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03140058887523883,-0.00297320792194062,0.0,0.0,0.0,0.0,0.0000247184132782,0.09642499999999998,1,[1.3929479114291774]
2472,103,3.2034179520205055,2.7363047384873065,1.6960152132781363,0.0,0.2,0.005,0.001,3.1719318059247876,2.7049041496120676,1.6930420053561956,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03140636955173159,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002476182211386,0.09642499999999998,1,[1.3929479114291774]
2496,104,3.2349040981162234,2.767711108039038,1.698988421200077,0.0,0.2,0.005,0.001,3.2034179520205055,2.7363047384873065,1.6960152132781363,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03141175965662177,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002480523094952,0.09642499999999998,1,[1.3929479114291774]
2520,105,3.2663902442119412,2.79912286769566,1.7019616291220176,0.0,0.2,0.005,0.001,3.2349040981162234,2.767711108039038,1.698988421200077,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03141678557889291,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002484863978518,0.09642499999999998,1,[1.3929479114291774]
2544,106,3.297876390307659,2.8305396532745526,1.7049348370439583,0.0,0.2,0.005,0.001,3.2663902442119412,2.79912286769566,1.7019616291220176,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03142147192455594,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002489204862084,0.09642499999999998,1,[1.3929479114291774]
2568,107,3.329362536403377,2.8619611251991084,1.707908044965899,0.0,0.2,0.005,0.001,3.297876390307659,2.8305396532745526,1.7049348370439583,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03142584163711593,-0.00297320792194062,0.0,0.0,0.0,0.0,0.0000249354574565,0.09642499999999998,1,[1.3929479114291774]
2592,108,3.360848682499095,2.8933869668362244,1.7108812528878397,0.0,0.2,0.005,0.001,3.329362536403377,2.8619611251991084,1.707908044965899,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03142991610989915,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002497886629216,0.09642499999999998,1,[1.3929479114291774]
2616,109,3.3923348285948127,2.9248168829461236,1.7138544608097803,0.0,0.2,0.005,0.001,3.360848682499095,2.8933869668362244,1.7108812528878397,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03143371529079106,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002502227512782,0.09642499999999998,1,[1.3929479114291774]
2640,110,3.4238209746905306,2.9562505982369145,1.716827668731721,0.0,0.2,0.005,0.001,3.3923348285948127,2.9248168829461236,1.7138544608097803,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03143725777989764,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002506568396348,0.09642499999999998,1,[1.3929479114291774]
2664,111,3.4553071207862485,2.9876878560168123,1.7198008766536617,0.0,0.2,0.005,0.001,3.4238209746905306,2.9562505982369145,1.716827668731721,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03144056092060804,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002510909279914,0.09642499999999998,1,[1.3929479114291774]
2688,112,3.4867932668819663,3.0191284169374204,1.7227740845756023,0.0,0.2,0.005,0.001,3.4553071207862485,2.9876878560168123,1.7198008766536617,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03144364088450469,-0.00297320792194062,0.0,0.0,0.0,0.0,0.0000251525016348,0.09642499999999998,1,[1.3929479114291774]
2712,113,3.518279412977684,3.050572057821925,1.725747292497543,0.0,0.2,0.005,0.001,3.4867932668819663,3.0191284169374204,1.7227740845756023,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03144651275053661,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002519591047046,0.09642499999999998,1,[1.3929479114291774]
2736,114,3.549765559073402,3.0820185705724614,1.7287205004194837,0.0,0.2,0.005,0.001,3.518279412977684,3.050572057821925,1.725747292497543,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03144919057884304,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002523931930612,0.09642499999999998,1,[1.3929479114291774]
2760,115,3.58125170516912,3.1134677611513046,1.7316937083414243,0.0,0.2,0.005,0.001,3.549765559073402,3.0820185705724614,1.7287205004194837,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03145168747958949,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002528272814178,0.09642499999999998,1,[1.3929479114291774]
2784,116,3.612737851264838,3.144919448630894,1.734666916263365,0.0,0.2,0.005,0.001,3.58125170516912,3.1134677611513046,1.7316937083414243,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03145401567715259,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002532613697745,0.09642499999999998,1,[1.3929479114291774]
2808,117,3.6442239973605557,3.1763734643080466,1.7376401241853057,0.0,0.2,0.005,0.001,3.612737851264838,3.144919448630894,1.734666916263365,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03145618656996871,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002536954581311,0.09642499999999998,1,[1.3929479114291774]
2832,118,3.6757101434562736,3.2078296508780153,1.7406133321072463,0.0,0.2,0.005,0.001,3.6442239973605557,3.1763734643080466,1.7376401241853057,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03145821078633831,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002541295464877,0.09642499999999998,1,[1.3929479114291774]
2856,119,3.7071962895519914,3.2392878616643537,1.743586540029187,0.0,0.2,0.005,0.001,3.6757101434562736,3.2078296508780153,1.7406133321072463,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03146009823646051,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002545636348443,0.09642499999999998,1,[1.3929479114291774]
2880,120,3.7386824356477093,3.270747959900814,1.7465597479511277,0.0,0.2,0.005,0.001,3.7071962895519914,3.2392878616643537,1.743586540029187,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03146185816095143,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002549977232009,0.09642499999999998,1,[1.3929479114291774]
2904,121,3.770168581743427,3.3022098180617654,1.7495329558730683,0.0,0.2,0.005,0.001,3.7386824356477093,3.270747959900814,1.7465597479511277,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03146349917608462,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002554318115575,0.09642499999999998,1,[1.3929479114291774]
2928,122,3.801654727839145,3.33367331723785,1.752506163795009,0.0,0.2,0.005,0.001,3.770168581743427,3.3022098180617654,1.7495329558730683,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03146502931597492,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002558658999141,0.09642499999999998,1,[1.3929479114291774]
2952,123,3.833140873934863,3.3651383465538247,1.7554793717169497,0.0,0.2,0.005,0.001,3.801654727839145,3.33367331723785,1.752506163795009,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03146645607191184,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002562999882707,0.09642499999999998,1,[1.3929479114291774]
2976,124,3.864627020030581,3.3966048026257365,1.7584525796388903,0.0,0.2,0.005,0.001,3.833140873934863,3.3651383465538247,1.7554793717169497,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03146778642903564,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002567340766273,0.09642499999999998,1,[1.3929479114291774]
3000,125,3.8961131661262987,3.4280725890547723,1.761425787560831,0.0,0.2,0.005,0.001,3.864627020030581,3.3966048026257365,1.7584525796388903,0.0,0.2,0.005,0.001,-0.03148614609571796,-0.03146902690053544,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002571681649839,0.09642499999999998,1,[1.3929479114291774]
3024,126,3.9275993122220165,3.459541615955308,1.7643989954827717,0.0,0.2,0.005,0.001,3.8961131661262987,3.4280725890547723,1.761425787560831,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.0314701835595364,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002576022533405,0.09642499999999998,1,[1.3929479114291774]
3048,127,3.9590854583177344,3.4910117995148444,1.7673722034047123,0.0,0.2,0.005,0.001,3.9275993122220165,3.459541615955308,1.7643989954827717,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03147126206883288,-0.00297320792194062,0.0,0.0,0.0,0.0,0.00002580363416971,0.09642499999999998,1,[1.3929479114291774]
3072,128,3.9905716044134523,3.522483061583677,1.770345411326653,0.0,0.2,0.005,0.001,3.9590854583177344,3.4910117995148444,1.7673722034047123,0.0,0.2,0.005,0.001,-0.03148614609571785,-0.03147226770861231,-0.00297320792194061,0.0,0.0,0.0,0.0,0.00002584704300537,0.09642499999999998,1,[1.3929479114291774]
