cycle,hour,SUPPLY,DEMAND,RC,xroot,dALp,FC,r_l,r_f,f_n_t,genr,sla,sum_nodes,L_dem,S_dem,F_dem,g_f,g_s,g_l,d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',length(leaf_proportion),leaf_proportion
25,1,-0.00295010860402994,0.02010372576927329,0.0,1.0,0.00053735751579203,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00053735751579203,0.01612000899707329,0.0035712167722,0.0004125,0.0,0.0,0.0,-0.03015,0.061425,-0.00296140725969842,0.0,0.0,0.0,0.0,1,[0.126]
26,2,-0.00295010860402994,0.02010372576927329,0.0,1.0,0.00053735751579203,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00053735751579203,0.01612000899707329,0.0035712167722,0.0004125,0.0,0.0,0.0,-0.03015,0.061425,-0.00296140725969842,0.0,0.0,0.0,0.0,1,[0.189]
27,3,-0.00295010860402994,0.02010372576927329,0.0,1.0,0.00053735751579203,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00053735751579203,0.01612000899707329,0.0035712167722,0.0004125,0.0,0.0,0.0,-0.03015,0.061425,-0.00296140725969842,0.0,0.0,0.0,0.0,1,[0.252]
28,4,-0.0024119381182706,0.06553126377323254,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00054541787852891,0.05330370631293949,0.01180886996029305,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[0.315945]
29,5,-0.0024119381182706,0.06553126377323254,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00054541787852891,0.05330370631293949,0.01180886996029305,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[0.37988999999999995]
30,6,-0.00251288993234896,0.06186598630089827,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00054541787852891,0.05030316655360184,0.01114413224729643,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[0.4438349999999999]
31,7,-0.00251288993234896,0.06186598630089827,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00054541787852891,0.05030316655360184,0.01114413224729643,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[0.5077799999999999]
32,8,-0.00261729628662688,0.05820070882856398,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00054541787852891,0.04730262679426418,0.0104793945342998,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[0.5717249999999999]
33,9,-0.00261729628662688,0.05820070882856398,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00054541787852891,0.04730262679426418,0.0104793945342998,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[0.63567]
34,10,-0.00261729628662688,0.05820070882856398,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00054541787852891,0.04730262679426418,0.0104793945342998,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[0.699615]
35,11,-0.00261729628662688,0.05820070882856398,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00054541787852891,0.04730262679426418,0.0104793945342998,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[0.76356]
36,12,-0.00283694951424066,0.05087015388389542,0.0,1.0,0.00054541787852891,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00054541787852891,0.04130154727558888,0.00914991910830654,0.0004186875,0.0,0.0,0.0,-0.03530225,0.09401437499999998,-0.00305452582757749,0.0,0.0,0.0,0.0,1,[0.859985]
37,13,-0.00283694951424066,0.05087015388389542,0.0,1.0,0.00054541787852891,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00054541787852891,0.04130154727558888,0.00914991910830654,0.0004186875,0.0,0.0,0.0,-0.03530225,0.09401437499999998,-0.00305452582757749,0.0,0.0,0.0,0.0,1,[0.95641]
38,14,-0.00283694951424066,0.05087015388389542,0.0,1.0,0.00054541787852891,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00054541787852891,0.04130154727558888,0.00914991910830654,0.0004186875,0.0,0.0,0.0,-0.03530225,0.09401437499999998,-0.00305452582757749,0.0,0.0,0.0,0.0,1,[1.052835]
39,15,-0.00283694951424066,0.05087015388389542,0.0,1.0,0.00054541787852891,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00054541787852891,0.04130154727558888,0.00914991910830654,0.0004186875,0.0,0.0,0.0,-0.03530225,0.09401437499999998,-0.00305452582757749,0.0,0.0,0.0,0.0,1,[1.14926]
40,16,-0.00283694951424066,0.05087015388389542,0.0,1.0,0.00054541787852891,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00054541787852891,0.04130154727558888,0.00914991910830654,0.0004186875,0.0,0.0,0.0,-0.03530225,0.09401437499999998,-0.00305452582757749,0.0,0.0,0.0,0.0,1,[1.245685]
41,17,-0.00283694951424066,0.05087015388389542,0.0,1.0,0.00054541787852891,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00054541787852891,0.04130154727558888,0.00914991910830654,0.0004186875,0.0,0.0,0.0,-0.03530225,0.09401437499999998,-0.00305452582757749,0.0,0.0,0.0,0.0,1,[1.34211]
42,18,-0.00283694951424066,0.05087015388389542,0.0,1.0,0.00054541787852891,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00054541787852891,0.04130154727558888,0.00914991910830654,0.0004186875,0.0,0.0,0.0,-0.03530225,0.09401437499999998,-0.00305452582757749,0.0,0.0,0.0,0.0,1,[1.438535]
43,19,-0.00261729628662688,0.05820070882856398,0.0,1.0,0.00054541787852891,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00054541787852891,0.04730262679426418,0.0104793945342998,0.0004186875,0.0,0.0,0.0,-0.03022725,0.06234637499999999,-0.00296403993125103,0.0,0.0,0.0,0.0,1,[1.5024799999999998]
