cycle,hour_cyc,stp,LVSN
0,0,0,[18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
0,0,1,[18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
24,0,1,[13.132257750041834,4.867742250000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
48,0,1,[36.77488460757182,7.102716209740754,1.3163841451352827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
72,0,1,[54.02383292869161,15.126964418587262,2.881182648658049,0.3559899289169528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
96,0,1,[66.7692483701435,25.529856593184864,6.156293273903722,1.031347832772926,0.09520881725488266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
120,0,1,[76.21851878157247,36.48971091536208,11.305046020529623,2.393362475173216,0.3439987919197518,0.02530286510877493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
144,0,1,[83.22790794136793,47.0109063061719,17.97458367952296,4.753402176276463,0.8867222436515563,0.10970162500927808,0.00670084007184983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
168,0,1,[61.521760960220575,56.580509403002154,25.646838984570334,8.246829399535825,1.9084134546031344,0.3150134559929326,0.03391669411856558,0.00177056015152347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
192,0,1,[45.26812589249306,57.8861090183079,33.820271915605794,12.84433785614346,3.5831781014794437,0.7360287394942531,0.10818933940227574,0.01026435563125883,0.00046782533249653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
216,0,1,[33.307192436459864,54.55212944112892,40.17905434605412,18.38669237264502,6.030202889448303,1.4883151969564308,0.2740798558805009,0.03613853003241296,0.00305630810487141,0.0001236108884184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
240,0,1,[24.50661810669702,48.93869777549724,43.97677212010368,24.144767096215983,9.295089451633793,2.688392946736222,0.5949105136332976,0.09900844453413629,0.01179743979646944,0.00089850117954655,0.00003266101825165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
264,0,1,[18.03137056612938,42.48314511185347,45.287834167039584,29.384867594940406,13.218737269267216,4.434043656714113,1.1480597453201589,0.23003789296736313,0.03484071902464909,0.00377826717462942,0.00026143715337022,0.00000862983938453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
288,0,1,[13.26704170570309,36.02238858030711,44.54676676113963,33.586820093705796,17.490224064473548,6.755174441263287,2.0162970169502974,0.47260170638710514,0.08641658375919102,0.01198572624066082,0.00119066961000442,0.00007542771133454,0.00000228021451227,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
312,0,1,[9.76156498894737,30.00986970676754,42.294417676773655,36.482705907007855,21.743338198871253,9.591636958122141,3.2684242690675323,0.8804837413612363,0.18845613302538664,0.03165217817698997,0.00404298744503542,0.00037010188181701,0.00002160757118231,0.00000060248841146,0.0,0.0,0.0,0.0,0.0,0.0]
336,0,1,[7.1823209082570685,24.659772652921056,39.04853982091922,38.0183022174419,25.63783943489132,12.802413460815618,4.939171625451534,1.511435999344513,0.37130674299668104,0.07308361594706503,0.01133801051252794,0.00134056802724183,0.00011368828660971,0.00000615254472552,0.00000015919216547,0.0,0.0,0.0,0.0,0.0]
360,0,1,[5.284576160452044,20.04180268501665,35.2466758176459,38.29051617529858,28.909060328751437,16.193846750948346,7.016832326598502,2.4171275389656146,0.672556761721576,0.1518814558478465,0.0276527087713186,0.00398213670827099,0.00043785990380209,0.00003456611632352,0.00000174278241271,0.00000004206246139,0.0,0.0,0.0,0.0]
384,0,1,[3.888261963287084,16.142582713157324,31.229176669710007,37.48625914949807,31.387870282714132,19.55351698752686,9.441623859472378,3.632481978550886,1.1335150051712408,0.28945659899126375,0.0604769803831654,0.01023648044826408,0.00137434447146652,0.00014112619304563,0.00001041550956201,0.00000049143424475,0.00000001111393047,0.0,0.0,0.0]
408,0,1,[2.8608881083682425,12.904691627733747,27.242929771297103,35.832985010882076,32.9992136896847,22.68044240578358,12.113433197940218,5.167399261534165,1.7938031640199936,0.5124774619775634,0.12097899277277116,0.0235112486044806,0.00371593742164193,0.00046697260686034,0.00004495246721637,0.00000311361752661,0.0000001380262984,0.0000000029365721,0.0,0.0]
432,0,1,[2.104971538935765,10.250873228256667,23.454416771405572,33.563282442190726,33.74796534114862,25.406914009933644,14.905495329497127,7.002711215644463,2.6851897168060006,0.8510350330458096,0.2244224580834529,0.04926460910487346,0.00894634251062064,0.00132542852827463,0.00015646050392554,0.00001416846431902,0.00000092425023593,0.00000003863057991,0.00000000077591413,0.0]
