cycle,hour,SUPPLY,DEMAND,RC,xroot,dALp,FC,r_l,r_f,f_n_t,genr,sla,sum_nodes,L_dem,S_dem,F_dem,g_f,g_s,g_l,d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L'
15,15,0.732178660979105,0.3802746517255255,1.9253943371107909,1.0,0.0015449814870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00463494446127809,0.3509792863840958,0.02929536534142968,0.0,0.0,0.05640513053198044,0.6757735304471246,-0.025,0.19284999999999997,-0.02,0.0,0.05640513053198037,0.6757735304471246,0.00297469860618929
16,16,0.732178660979105,0.3802746517255255,1.9253943371107909,1.0,0.0015449814870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00463494446127809,0.3509792863840958,0.02929536534142968,0.0,0.0,0.05640513053198044,0.6757735304471246,-0.025,0.19284999999999997,-0.02,0.0,0.05640513053198037,0.6757735304471246,0.00297469860618929
17,17,0.732178660979105,0.3802746517255255,1.9253943371107909,1.0,0.0015449814870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00463494446127809,0.3509792863840958,0.02929536534142968,0.0,0.0,0.05640513053198044,0.6757735304471246,-0.025,0.19284999999999997,-0.02,0.0,0.05640513053198037,0.6757735304471246,0.00297469860618929
18,18,0.732178660979105,0.3802746517255255,1.9253943371107909,1.0,0.0015449814870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00463494446127809,0.3509792863840958,0.02929536534142968,0.0,0.0,0.05640513053198044,0.6757735304471246,-0.025,0.19284999999999997,-0.02,0.0,0.05640513053198037,0.6757735304471246,0.00297469860618929
19,19,0.7338751696476667,0.43552823360017456,1.9253943371107909,1.0,0.0015449814870927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00463494446127809,0.4019762767134089,0.03355195688676563,0.0,0.0,0.06460074778876394,0.7739628468368778,-0.025,0.12788999999999998,-0.02,0.0,0.06460074778876401,0.7739628468368778,0.00297469860618929
20,20,0.7338751696476667,0.43552823360017456,1.6850231811179937,1.0,0.0015449814870927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00463494446127809,0.4019762767134089,0.03355195688676563,0.0,0.0,0.05653582512607159,0.6773393445215952,-0.025,0.12788999999999998,-0.02,0.0,0.05653582512607169,0.6773393445215952,0.00260332962014934
21,21,-0.02437149133143832,0.13171164877159716,1.6850231811179937,1.0,0.00152214924836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00456644774510157,0.12156492757159715,0.0101467212,0.0,0.0,0.01709746043434139,0.20483972096907113,-0.025,0.126,-0.02,0.0,0.01709746043434146,0.20483972096907113,0.00256485676862004
22,22,-0.02437149133143832,0.13171164877159716,0.0,1.0,0.00152214924836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00456644774510157,0.12156492757159715,0.0101467212,0.0,0.0,0.0,0.0,-0.025,0.126,-0.02,0.0,0.0,0.0,0.0
23,23,-0.02437149133143832,0.13171164877159716,0.0,1.0,0.00152214924836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00456644774510157,0.12156492757159715,0.0101467212,0.0,0.0,0.0,0.0,-0.025,0.126,-0.02,0.0,0.0,0.0,0.0
24,0,-0.02278539165714183,0.14808612178925348,0.0,1.0,0.00152984924836719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00458954774510156,0.13768031295605349,0.0099933088332,0.0004125,0.0,0.0,0.0,-0.03015,0.12285,-0.02251999999999997,0.0,0.0,0.0,0.0
25,1,-0.02278539165714183,0.14808612178925348,0.0,1.0,0.00152984924836719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00458954774510156,0.13768031295605349,0.0099933088332,0.0004125,0.0,0.0,0.0,-0.03015,0.12285,-0.02251999999999997,0.0,0.0,0.0,0.0
26,2,-0.02278539165714183,0.14808612178925348,0.0,1.0,0.00152984924836719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00458954774510156,0.13768031295605349,0.0099933088332,0.0004125,0.0,0.0,0.0,-0.03015,0.12285,-0.02251999999999997,0.0,0.0,0.0,0.0
27,3,-0.02278539165714183,0.14808612178925348,0.0,1.0,0.00152984924836719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00458954774510156,0.13768031295605349,0.0099933088332,0.0004125,0.0,0.0,0.0,-0.03015,0.12285,-0.02251999999999997,0.0,0.0,0.0,0.0
28,4,0.7392767460489807,0.48872805305008177,0.0,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00465839096127809,0.455264694220425,0.03304467132965676,0.0004186875,0.0,0.0,0.0,-0.03022725,0.12469274999999998,-0.02255779999999994,0.0,0.0,0.0,0.0
29,5,0.7392767460489807,0.48872805305008177,1.512654617297412,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00465839096127809,0.455264694220425,0.03304467132965676,0.0004186875,0.00063332958007971,0.04998517466388071,0.6886582418050202,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00063332958007971,0.04998517466388064,0.6886582418050202,0.00234884553225128
30,6,0.7384970369158553,0.4612404397575276,1.512654617297412,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00465839096127809,0.4296372114331826,0.03118454082434496,0.0004186875,0.00063332958007971,0.04717143966624505,0.6498927116371881,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00063332958007971,0.04717143966624504,0.6498927116371881,0.00234884553225128
31,7,0.7384970369158553,0.4612404397575276,1.6011107727329383,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00465839096127809,0.4296372114331826,0.03118454082434496,0.0004186875,0.00067036506665862,0.04992990425658882,0.6878967675926079,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00067036506665862,0.04992990425658883,0.6878967675926079,0.00248619998390137
32,8,0.7376906463746843,0.4337528264649733,1.6011107727329383,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00465839096127809,0.40400972864594015,0.02932441031903316,0.0004186875,0.00067036506665862,0.04695162926584493,0.646864328823926,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00067036506665862,0.04695162926584495,0.646864328823926,0.00248619998390137
33,9,0.7376906463746843,0.4337528264649733,1.7007166325272458,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00465839096127809,0.40400972864594015,0.02932441031903316,0.0004186875,0.00071206879508125,0.04987251236863329,0.6871060652109697,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00071206879508125,0.04987251236863322,0.6871060652109697,0.00264086766288674
34,10,0.7376906463746843,0.4337528264649733,1.7007166325272458,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00465839096127809,0.40400972864594015,0.02932441031903316,0.0004186875,0.00071206879508125,0.04987251236863329,0.6871060652109697,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00071206879508125,0.04987251236863322,0.6871060652109697,0.00264086766288674
35,11,0.7376906463746843,0.4337528264649733,1.7007166325272458,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00465839096127809,0.40400972864594015,0.02932441031903316,0.0004186875,0.00071206879508125,0.04987251236863329,0.6871060652109697,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00071206879508125,0.04987251236863322,0.6871060652109697,0.00264086766288674
36,12,0.7359941377061225,0.3787775998798647,1.7007166325272458,1.0,0.0015527969870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00465839096127809,0.35275476307145515,0.02560414930840954,0.0004186875,0.00071206879508125,0.04354540259052309,0.5999358927588316,-0.03530225,0.18802874999999997,-0.023857,0.00071206879508125,0.04354540259052309,0.5999358927588316,0.00264086766288674
37,13,0.7359941377061225,0.3787775998798647,1.9430772515047212,1.0,0.0015527969870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00465839096127809,0.35275476307145515,0.02560414930840954,0.0004186875,0.00081354215673938,0.04975084006530093,0.6854297554840822,-0.03530225,0.18802874999999997,-0.023857,0.00081354215673938,0.04975084006530084,0.6854297554840822,0.00301720450182489
38,14,0.7359941377061225,0.3787775998798647,1.9430772515047212,1.0,0.0015527969870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00465839096127809,0.35275476307145515,0.02560414930840954,0.0004186875,0.00081354215673938,0.04975084006530093,0.6854297554840822,-0.03530225,0.18802874999999997,-0.023857,0.00081354215673938,0.04975084006530084,0.6854297554840822,0.00301720450182489
39,15,0.7359941377061225,0.3787775998798647,1.9430772515047212,1.0,0.0015527969870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00465839096127809,0.35275476307145515,0.02560414930840954,0.0004186875,0.00081354215673938,0.04975084006530093,0.6854297554840822,-0.03530225,0.18802874999999997,-0.023857,0.00081354215673938,0.04975084006530084,0.6854297554840822,0.00301720450182489
40,16,0.7359941377061225,0.3787775998798647,1.9430772515047212,1.0,0.0015527969870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00465839096127809,0.35275476307145515,0.02560414930840954,0.0004186875,0.00081354215673938,0.04975084006530093,0.6854297554840822,-0.03530225,0.18802874999999997,-0.023857,0.00081354215673938,0.04975084006530084,0.6854297554840822,0.00301720450182489
41,17,0.7359941377061225,0.3787775998798647,1.9430772515047212,1.0,0.0015527969870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00465839096127809,0.35275476307145515,0.02560414930840954,0.0004186875,0.00081354215673938,0.04975084006530093,0.6854297554840822,-0.03530225,0.18802874999999997,-0.023857,0.00081354215673938,0.04975084006530084,0.6854297554840822,0.00301720450182489
42,18,0.7359941377061225,0.3787775998798647,1.9430772515047212,1.0,0.0015527969870927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00465839096127809,0.35275476307145515,0.02560414930840954,0.0004186875,0.00081354215673938,0.04975084006530093,0.6854297554840822,-0.03530225,0.18802874999999997,-0.023857,0.00081354215673938,0.04975084006530084,0.6854297554840822,0.00301720450182489
43,19,0.7376906463746843,0.4337528264649733,1.9430772515047212,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00465839096127809,0.40400972864594015,0.02932441031903316,0.0004186875,0.00081354215673938,0.05697959460470364,0.7850221131185217,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00081354215673938,0.05697959460470359,0.7850221131185217,0.00301720450182489
44,20,0.7376906463746843,0.4337528264649733,1.7007166325272458,1.0,0.0015527969870927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00465839096127809,0.40400972864594015,0.02932441031903316,0.0004186875,0.00071206879508125,0.04987251236863329,0.6871060652109697,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00071206879508125,0.04987251236863322,0.6871060652109697,0.00264086766288674
45,21,-0.02437149133143832,0.13146061470039713,1.7007166325272458,1.0,0.00152984924836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00458954774510156,0.12217988037159713,0.0088682343288,0.0004125,0.00070154561091749,0.01508235362413926,0.2077933547081644,-0.03015,0.12285,-0.02251999999999997,0.00070154561091749,0.01508235362413934,0.2077933547081644,0.00260184006195738
46,22,-0.02437149133143832,0.13146061470039713,0.0,1.0,0.00152984924836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00458954774510156,0.12217988037159713,0.0088682343288,0.0004125,0.0,0.0,0.0,-0.03015,0.12285,-0.02251999999999997,0.0,0.0,0.0,0.0
47,23,-0.02437149133143832,0.13146061470039713,0.0,1.0,0.00152984924836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00458954774510156,0.12217988037159713,0.0088682343288,0.0004125,0.0,0.0,0.0,-0.03015,0.12285,-0.02251999999999997,0.0,0.0,0.0,0.0
48,0,-0.02278539165714183,0.1479592142158235,0.0,1.0,0.00153851944836719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00461555834510157,0.1384605962752535,0.00858864294057,0.000909975,0.0,0.0,0.0,-0.0312109,0.10317509999999999,-0.02283752000000004,0.0,0.0,0.0,0.0
49,1,-0.02278539165714183,0.1479592142158235,0.0,1.0,0.00153851944836719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00461555834510157,0.1384605962752535,0.00858864294057,0.000909975,0.0,0.0,0.0,-0.0312109,0.10317509999999999,-0.02283752000000004,0.0,0.0,0.0,0.0
50,2,-0.02278539165714183,0.1479592142158235,0.0,1.0,0.00153851944836719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00461555834510157,0.1384605962752535,0.00858864294057,0.000909975,0.0,0.0,0.0,-0.0312109,0.10317509999999999,-0.02283752000000004,0.0,0.0,0.0,0.0
51,3,-0.02278539165714183,0.1479592142158235,0.0,1.0,0.00153851944836719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00461555834510157,0.1384605962752535,0.00858864294057,0.000909975,0.0,0.0,0.0,-0.0312109,0.10317509999999999,-0.02283752000000004,0.0,0.0,0.0,0.0
52,4,0.7435727295970576,0.4871683570022919,0.0,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00468479172027809,0.4578448412225188,0.02839989115477309,0.000923624625,0.0,0.0,0.0,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.0,0.0,0.0,0.0
53,5,0.7435727295970576,0.4871683570022919,1.5263157364581448,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00468479172027809,0.4578448412225188,0.02839989115477309,0.000923624625,0.00140974279971775,0.04334720078322864,0.6988157860141111,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00140974279971775,0.04334720078322873,0.6988157860141111,0.00238349044156309
54,6,0.7427930204639321,0.45979696478237814,1.5263157364581448,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00468479172027809,0.4320721183722446,0.02680122178513355,0.000923624625,0.00140974279971775,0.04090712656695418,0.6594784735563631,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00140974279971775,0.04090712656695428,0.6594784735563631,0.00238349044156309
55,7,0.7427930204639321,0.45979696478237814,1.6154804780312024,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00468479172027809,0.4320721183722446,0.02680122178513355,0.000923624625,0.00149209755071639,0.04329685058126782,0.698004072331948,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00149209755071639,0.04329685058126787,0.698004072331948,0.00252272985591715
56,8,0.741986629922761,0.4324255725624644,1.6154804780312024,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00468479172027809,0.40629939552197036,0.025202552415494,0.000923624625,0.00149209755071639,0.04071423142378867,0.6563687417016213,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00149209755071639,0.04071423142378872,0.6563687417016213,0.00252272985591715
57,9,0.741986629922761,0.4324255725624644,1.7158713013337807,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00468479172027809,0.40629939552197036,0.025202552415494,0.000923624625,0.00158482098724268,0.04324433641010651,0.6971574725254118,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00158482098724268,0.0432443364101065,0.6971574725254118,0.00267949988851709
58,10,0.741986629922761,0.4324255725624644,1.7158713013337807,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00468479172027809,0.40629939552197036,0.025202552415494,0.000923624625,0.00158482098724268,0.04324433641010651,0.6971574725254118,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00158482098724268,0.0432443364101065,0.6971574725254118,0.00267949988851709
59,11,0.741986629922761,0.4324255725624644,1.7158713013337807,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00468479172027809,0.40629939552197036,0.025202552415494,0.000923624625,0.00158482098724268,0.04324433641010651,0.6971574725254118,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00158482098724268,0.0432443364101065,0.6971574725254118,0.00267949988851709
60,12,0.7402901212541994,0.3776827881226367,1.7158713013337807,1.0,0.0015615972400927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00468479172027809,0.35475394982142183,0.02200521367621491,0.000923624625,0.00158482098724268,0.03775811462673478,0.6087121215333818,-0.03742451350000001,0.15791522249999998,-0.02434298200000005,0.00158482098724268,0.03775811462673473,0.6087121215333818,0.00267949988851709
61,13,0.7402901212541994,0.3776827881226367,1.9600843473275278,1.0,0.0015615972400927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00468479172027809,0.35475394982142183,0.02200521367621491,0.000923624625,0.00181038217026876,0.04313207488634648,0.6953476641975842,-0.03742451350000001,0.15791522249999998,-0.02434298200000005,0.00181038217026876,0.04313207488634641,0.6953476641975842,0.00306086230713556
62,14,0.7402901212541994,0.3776827881226367,1.9600843473275278,1.0,0.0015615972400927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00468479172027809,0.35475394982142183,0.02200521367621491,0.000923624625,0.00181038217026876,0.04313207488634648,0.6953476641975842,-0.03742451350000001,0.15791522249999998,-0.02434298200000005,0.00181038217026876,0.04313207488634641,0.6953476641975842,0.00306086230713556
63,15,0.7402901212541994,0.3776827881226367,1.9600843473275278,1.0,0.0015615972400927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00468479172027809,0.35475394982142183,0.02200521367621491,0.000923624625,0.00181038217026876,0.04313207488634648,0.6953476641975842,-0.03742451350000001,0.15791522249999998,-0.02434298200000005,0.00181038217026876,0.04313207488634641,0.6953476641975842,0.00306086230713556
64,16,0.7402901212541994,0.3776827881226367,1.9600843473275278,1.0,0.0015615972400927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00468479172027809,0.35475394982142183,0.02200521367621491,0.000923624625,0.00181038217026876,0.04313207488634648,0.6953476641975842,-0.03742451350000001,0.15791522249999998,-0.02434298200000005,0.00181038217026876,0.04313207488634641,0.6953476641975842,0.00306086230713556
65,17,0.7402901212541994,0.3776827881226367,1.9600843473275278,1.0,0.0015615972400927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00468479172027809,0.35475394982142183,0.02200521367621491,0.000923624625,0.00181038217026876,0.04313207488634648,0.6953476641975842,-0.03742451350000001,0.15791522249999998,-0.02434298200000005,0.00181038217026876,0.04313207488634641,0.6953476641975842,0.00306086230713556
66,18,0.7402901212541994,0.3776827881226367,1.9600843473275278,1.0,0.0015615972400927,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00468479172027809,0.35475394982142183,0.02200521367621491,0.000923624625,0.00181038217026876,0.04313207488634648,0.6953476641975842,-0.03742451350000001,0.15791522249999998,-0.02434298200000005,0.00181038217026876,0.04313207488634641,0.6953476641975842,0.00306086230713556
67,19,0.741986629922761,0.4324255725624644,1.9600843473275278,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00468479172027809,0.40629939552197036,0.025202552415494,0.000923624625,0.00181038217026876,0.04939912850231136,0.7963810854912503,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00181038217026876,0.04939912850231143,0.7963810854912503,0.00306086230713556
68,20,0.741986629922761,0.4324255725624644,1.7158713013337807,1.0,0.0015615972400927,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00468479172027809,0.40629939552197036,0.025202552415494,0.000923624625,0.00158482098724268,0.04324433641010651,0.6971574725254118,-0.0313040635,0.10472272649999997,-0.02288008280000007,0.00158482098724268,0.0432443364101065,0.6971574725254118,0.00267949988851709
69,21,-0.02437149133143832,0.13140400185377715,1.7158713013337807,1.0,0.00153851944836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00461555834510157,0.12287231722439715,0.00762170962938,0.000909975,0.00156139998743121,0.01307787282015247,0.21083308285372346,-0.0312109,0.10317509999999999,-0.02283752000000004,0.00156139998743121,0.01307787282015238,0.21083308285372346,0.00263990136799714
70,22,-0.02437149133143832,0.13140400185377715,0.0,1.0,0.00153851944836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00461555834510157,0.12287231722439715,0.00762170962938,0.000909975,0.0,0.0,0.0,-0.0312109,0.10317509999999999,-0.02283752000000004,0.0,0.0,0.0,0.0
71,23,-0.02437149133143832,0.13140400185377715,0.0,1.0,0.00153851944836719,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00461555834510157,0.12287231722439715,0.00762170962938,0.000909975,0.0,0.0,0.0,-0.0312109,0.10317509999999999,-0.02283752000000004,0.0,0.0,0.0,0.0
72,0,-0.02278539165714183,0.19697271600557134,0.0,1.0,0.00154731189356719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00618924757426875,0.18566917489796358,0.00987858625760776,0.00142495485,0.0,0.0,0.0,-0.0314294454,0.0837634266,-0.02287752752000003,0.0,0.0,0.0,0.0
73,1,-0.02278539165714183,0.19697271600557134,0.0,1.0,0.00154731189356719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00618924757426875,0.18566917489796358,0.00987858625760776,0.00142495485,0.0,0.0,0.0,-0.0314294454,0.0837634266,-0.02287752752000003,0.0,0.0,0.0,0.0
74,2,-0.02278539165714183,0.19697271600557134,0.0,1.0,0.00154731189356719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00618924757426875,0.18566917489796358,0.00987858625760776,0.00142495485,0.0,0.0,0.0,-0.0314294454,0.0837634266,-0.02287752752000003,0.0,0.0,0.0,0.0
75,3,-0.02278539165714183,0.19697271600557134,0.0,1.0,0.00154731189356719,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00618924757426875,0.18566917489796358,0.00987858625760776,0.00142495485,0.0,0.0,0.0,-0.0314294454,0.0837634266,-0.02287752752000003,0.0,0.0,0.0,0.0
