cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',LAI
240,10,0.27520637057596004,0.35553188617942677,4.1562851033668835,0.05,1.5,0.05,0.5,0.24372024551436902,0.3758815887984601,4.133401808355545,0.05,1.5,0.05,0.5,-0.03148614176268775,0.01268507749603501,-0.0228832951714286,0.0,0.0,0.0,0.0,0.03034088125457825
264,11,0.3066925123386478,0.34284680868339173,4.179168398538312,0.05,1.5,0.05,0.5,0.27520637057596004,0.35553188617942677,4.1562851033668835,0.05,1.5,0.05,0.5,-0.03148614520311369,0.00615376110393815,-0.02288329519160002,0.0,0.0,0.0,0.0,0.03050792930932968
288,12,0.33817865754176146,0.33669304757945356,4.202051693729913,0.05,1.5,0.05,0.5,0.3066925123386478,0.34284680868339173,4.179168398538312,0.05,1.5,0.05,0.5,-0.03148614591184141,0.00058818704384542,-0.02288329519414166,0.0,0.0,0.0,0.0,0.03067497736422836
312,13,0.36966480345360286,0.3361048605356082,4.224934988924054,0.05,1.5,0.05,0.5,0.33817865754176146,0.33669304757945356,4.202051693729913,0.05,1.5,0.05,0.5,-0.03148614605783933,-0.00415444124014281,-0.02288329519446184,0.0,0.0,0.0,0.0,0.0308420254191456
336,14,0.4011509495114422,0.340259301775751,4.247818284118516,0.05,1.5,0.05,0.5,0.36966480345360286,0.3361048605356082,4.224934988924054,0.05,1.5,0.05,0.5,-0.03148614608791491,-0.00819580721095509,-0.02288329519450214,0.0,0.0,0.0,0.0,0.03100907347406517
360,15,0.4326370955993571,0.34845510898670606,4.270701579313018,0.05,1.5,0.05,0.5,0.4011509495114422,0.340259301775751,4.247818284118516,0.05,1.5,0.05,0.5,-0.03148614609411047,-0.01163960202177437,-0.02288329519450725,0.0,0.0,0.0,0.0,0.03117612152898503
384,16,0.4641232416934676,0.36009471100848045,4.293584874507525,0.05,1.5,0.05,0.5,0.4326370955993571,0.34845510898670606,4.270701579313018,0.05,1.5,0.05,0.5,-0.03148614609538677,-0.01457418472105195,-0.02288329519450792,0.0,0.0,0.0,0.0,0.03134316958390494
408,17,0.4956093877888543,0.3746688957295324,4.316468169702033,0.05,1.5,0.05,0.5,0.4641232416934676,0.36009471100848045,4.293584874507525,0.05,1.5,0.05,0.5,-0.03148614609564967,-0.01707484927432711,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03151021763882484
432,18,0.527095533884504,0.3917437450038595,4.339351464896541,0.05,1.5,0.05,0.5,0.4956093877888543,0.3746688957295324,4.316468169702033,0.05,1.5,0.05,0.5,-0.03148614609570385,-0.01920575640752643,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03167726569374475
456,19,0.5585816799802079,0.4109495014113859,4.36223476009105,0.05,1.5,0.05,0.5,0.527095533884504,0.3917437450038595,4.339351464896541,0.05,1.5,0.05,0.5,-0.03148614609571499,-0.02102157980701991,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03184431374866466
480,20,0.5900678260759229,0.43197108121840583,4.385118055285558,0.05,1.5,0.05,0.5,0.5585816799802079,0.4109495014113859,4.36223476009105,0.05,1.5,0.05,0.5,-0.03148614609571729,-0.02256890890773167,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03201136180358457
504,21,0.6215539721716402,0.4545399901261375,4.408001350480066,0.05,1.5,0.05,0.5,0.5900678260759229,0.43197108121840583,4.385118055285558,0.05,1.5,0.05,0.5,-0.03148614609571777,-0.02388744426010754,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03217840985850448
528,22,0.653040118267358,0.478427434386245,4.430884645674574,0.05,1.5,0.05,0.5,0.6215539721716402,0.4545399901261375,4.408001350480066,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.02501101614579378,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03234545791342439
552,23,0.6845262643630758,0.5034384505320388,4.453767940869082,0.05,1.5,0.05,0.5,0.653040118267358,0.478427434386245,4.430884645674574,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.02596845257708068,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0325125059683443
576,24,0.7160124104587937,0.5294069031091195,4.47665123606359,0.05,1.5,0.05,0.5,0.6845262643630758,0.5034384505320388,4.453767940869082,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.02678431895077112,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03267955402326421
600,25,0.7474985565545116,0.5561912220598907,4.4995345312580985,0.05,1.5,0.05,0.5,0.7160124104587937,0.5294069031091195,4.47665123606359,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.02747954833411939,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03284660207818412
