cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',LAI
624,26,0.7789847026502295,0.58367077039401,4.522417826452607,0.05,1.5,0.05,0.5,0.7474985565545116,0.5561912220598907,4.4995345312580985,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.02807197855438268,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03301365013310403
648,27,0.8104708487459473,0.6117427489483928,4.545301121647115,0.05,1.5,0.05,0.5,0.7789847026502295,0.58367077039401,4.522417826452607,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.02857680987234409,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03318069818802394
672,28,0.8419569948416652,0.6403195588207369,4.568184416841623,0.05,1.5,0.05,0.5,0.8104708487459473,0.6117427489483928,4.545301121647115,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.02900699498255234,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03334774624294385
696,29,0.8734431409373831,0.6693265538032892,4.591067712036131,0.05,1.5,0.05,0.5,0.8419569948416652,0.6403195588207369,4.568184416841623,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.02937357134669742,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03351479429786376
720,30,0.9049292870331009,0.6987001251499866,4.613951007230639,0.05,1.5,0.05,0.5,0.8734431409373831,0.6693265538032892,4.591067712036131,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.02968594438695628,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03368184235278367
744,31,0.9364154331288188,0.7283860695369428,4.6368343024251475,0.05,1.5,0.05,0.5,0.9049292870331009,0.6987001251499866,4.613951007230639,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.02995212880533286,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03384889040770358
768,32,0.9679015792245367,0.7583381983422757,4.659717597619656,0.05,1.5,0.05,0.5,0.9364154331288188,0.7283860695369428,4.6368343024251475,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.03017895422063682,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03401593846262348
792,33,0.9993877253202545,0.7885171525629124,4.682600892814164,0.05,1.5,0.05,0.5,0.9679015792245367,0.7583381983422757,4.659717597619656,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03037224039922536,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0341829865175434
816,34,1.0308738714159724,0.8188893929621378,4.705484188008672,0.05,1.5,0.05,0.5,0.9993877253202545,0.7885171525629124,4.682600892814164,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.03053694657548557,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03435003457246331
840,35,1.0623600175116903,0.8494263395376234,4.72836748320318,0.05,1.5,0.05,0.5,1.0308738714159724,0.8188893929621378,4.705484188008672,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.03067729869324362,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03451708262738321
864,36,1.0938461636074082,0.880103638230867,4.751250778397688,0.05,1.5,0.05,0.5,1.0623600175116903,0.8494263395376234,4.72836748320318,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.03079689783279289,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03468413068230312
888,37,1.125332309703126,0.91090053606366,4.774134073592196,0.05,1.5,0.05,0.5,1.0938461636074082,0.880103638230867,4.751250778397688,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.03089881260550464,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03485117873722304
912,38,1.156818455798844,0.9417993486691646,4.797017368786705,0.05,1.5,0.05,0.5,1.125332309703126,0.91090053606366,4.774134073592196,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03098565788663318,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03501822679214294
936,39,1.1883046018945618,0.9727850065557978,4.819900663981213,0.05,1.5,0.05,0.5,1.156818455798844,0.9417993486691646,4.797017368786705,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.03105966190640004,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03518527484706285
960,40,1.2197907479902796,1.0038446684621978,4.842783959175721,0.05,1.5,0.05,0.5,1.1883046018945618,0.9727850065557978,4.819900663981213,0.05,1.5,0.05,0.5,-0.03148614609571788,-0.03112272342074471,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03535232290198276
984,41,1.2512768940859975,1.0349673918829425,4.865667254370229,0.05,1.5,0.05,0.5,1.2197907479902796,1.0038446684621978,4.842783959175721,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03117646042859876,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03551937095690267
1008,42,1.2827630401817154,1.0661438523115412,4.888550549564737,0.05,1.5,0.05,0.5,1.2512768940859975,1.0349673918829425,4.865667254370229,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03122225168564538,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03568641901182258
1032,43,1.3142491862774333,1.0973661039971865,4.911433844759245,0.05,1.5,0.05,0.5,1.2827630401817154,1.0661438523115412,4.888550549564737,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03126127207970239,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03585346706674249
1056,44,1.3457353323731511,1.1286273760768888,4.9343171399537535,0.05,1.5,0.05,0.5,1.3142491862774333,1.0973661039971865,4.911433844759245,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03129452277537154,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0360205151216624
1080,45,1.377221478468869,1.1599218988522604,4.957200435148262,0.05,1.5,0.05,0.5,1.3457353323731511,1.1286273760768888,4.9343171399537535,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.0313228569013895,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03618756317658231
1104,46,1.4087076245645869,1.1912447557536499,4.98008373034277,0.05,1.5,0.05,0.5,1.377221478468869,1.1599218988522604,4.957200435148262,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03134700143975314,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03635461123150222
1128,47,1.4401937706603047,1.222591757193403,5.002967025537278,0.05,1.5,0.05,0.5,1.4087076245645869,1.1912447557536499,4.98008373034277,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03136757587823852,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03652165928642213
1152,48,1.4716799167560226,1.2539593330716416,5.025850320731786,0.05,1.5,0.05,0.5,1.4401937706603047,1.222591757193403,5.002967025537278,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03138510810489006,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03668870734134204
1176,49,1.5031660628517405,1.2853444411765318,5.048733615926294,0.05,1.5,0.05,0.5,1.4716799167560226,1.2539593330716416,5.025850320731786,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03140004795229245,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03685575539626195
1200,50,1.5346522089474584,1.3167444891288242,5.0716169111208025,0.05,1.5,0.05,0.5,1.5031660628517405,1.2853444411765318,5.048733615926294,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03141277873913675,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03702280345118186
1224,51,1.5661383550431762,1.348157267867961,5.094500206315311,0.05,1.5,0.05,0.5,1.5346522089474584,1.3167444891288242,5.0716169111208025,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03142362710520835,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03718985150610177
1248,52,1.597624501138894,1.3795808949731694,5.117383501509819,0.05,1.5,0.05,0.5,1.5661383550431762,1.348157267867961,5.094500206315311,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03143287139213757,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03735689956102168
1272,53,1.629110647234612,1.4110137663653068,5.140266796704327,0.05,1.5,0.05,0.5,1.597624501138894,1.3795808949731694,5.117383501509819,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03144074878494177,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03752394761594158
1296,54,1.6605967933303298,1.4424545151502486,5.163150091898835,0.05,1.5,0.05,0.5,1.629110647234612,1.4110137663653068,5.140266796704327,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03144746139759289,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0376909956708615
1320,55,1.6920829394260477,1.4739019765478414,5.186033387093343,0.05,1.5,0.05,0.5,1.6605967933303298,1.4424545151502486,5.163150091898835,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.0314531814587507,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03785804372578141
1344,56,1.7235690855217656,1.505355158006592,5.208916682287851,0.05,1.5,0.05,0.5,1.6920829394260477,1.4739019765478414,5.186033387093343,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03145805573071445,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03802509178070131
1368,57,1.7550552316174834,1.5368132137373065,5.23179997748236,0.05,1.5,0.05,0.5,1.7235690855217656,1.505355158006592,5.208916682287851,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03146220927497231,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03819213983562122
1392,58,1.7865413777132013,1.5682754230122788,5.254683272676868,0.05,1.5,0.05,0.5,1.7550552316174834,1.5368132137373065,5.23179997748236,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03146574866096274,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03835918789054114
1416,59,1.8180275238089192,1.5997411716732417,5.277566567871376,0.05,1.5,0.05,0.5,1.7865413777132013,1.5682754230122788,5.254683272676868,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03146876470037668,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03852623594546104
1440,60,1.849513669904637,1.6312099363736183,5.300449863065884,0.05,1.5,0.05,0.5,1.8180275238089192,1.5997411716732417,5.277566567871376,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.0314713347771558,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03869328400038095
1464,61,1.880999816000355,1.6626812711507741,5.323333158260392,0.05,1.5,0.05,0.5,1.849513669904637,1.6312099363736183,5.300449863065884,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03147352483296881,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03886033205530087
1488,62,1.9124859620960728,1.6941547959837429,5.3462164534549,0.05,1.5,0.05,0.5,1.880999816000355,1.6626812711507741,5.323333158260392,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03147539105910763,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03902738011022077
1512,63,1.9439721081917907,1.7256301870428505,5.3690997486494085,0.05,1.5,0.05,0.5,1.9124859620960728,1.6941547959837429,5.3462164534549,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03147698133821403,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03919442816514068
1536,64,1.9754582542875085,1.7571071683810646,5.391983043843917,0.05,1.5,0.05,0.5,1.9439721081917907,1.7256301870428505,5.3690997486494085,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03147833647282691,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03936147622006059
1560,65,2.0069444003832264,1.7885855048538915,5.414866339038425,0.05,1.5,0.05,0.5,1.9754582542875085,1.7571071683810646,5.391983043843917,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03147949123227239,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0395285242749805
1584,66,2.0384305464789443,1.820064996086164,5.437749634232933,0.05,1.5,0.05,0.5,2.0069444003832264,1.7885855048538915,5.414866339038425,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03148047524475667,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03969557232990041
1608,67,2.069916692574662,1.8515454713309205,5.460632929427441,0.05,1.5,0.05,0.5,2.0384305464789443,1.820064996086164,5.437749634232933,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148131375755078,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03986262038482032
1632,68,2.10140283867038,1.8830267850884712,5.483516224621949,0.05,1.5,0.05,0.5,2.069916692574662,1.8515454713309205,5.460632929427441,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.0314820282847719,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04002966843974023
1656,69,2.132888984766098,1.914508813373243,5.5063995198164575,0.05,1.5,0.05,0.5,2.10140283867038,1.8830267850884712,5.483516224621949,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148263715938096,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04019671649466014
1680,70,2.1643751308618158,1.9459914505326241,5.529282815010966,0.05,1.5,0.05,0.5,2.132888984766098,1.914508813373243,5.5063995198164575,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03148315600356016,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04036376454958005
1704,71,2.1958612769575336,1.9774746065361843,5.552166110205474,0.05,1.5,0.05,0.5,2.1643751308618158,1.9459914505326241,5.529282815010966,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.0314835981295386,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04053081260449996
1728,72,2.2273474230532515,2.008958204665723,5.575049405399982,0.05,1.5,0.05,0.5,2.1958612769575336,1.9774746065361843,5.552166110205474,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148397488115046,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04069786065941987
1752,73,2.2588335691489694,2.0404421795468735,5.59793270059449,0.05,1.5,0.05,0.5,2.2273474230532515,2.008958204665723,5.575049405399982,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03148429592488905,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04086490871433978
1776,74,2.2903197152446872,2.0719264754717623,5.620815995788998,0.05,1.5,0.05,0.5,2.2588335691489694,2.0404421795468735,5.59793270059449,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148456949792455,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04103195676925969
1800,75,2.321805861340405,2.103411044969687,5.643699290983506,0.05,1.5,0.05,0.5,2.2903197152446872,2.0719264754717623,5.620815995788998,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03148480261944897,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0411990048241796
1824,76,2.353292007436123,2.134895847589136,5.666582586178015,0.05,1.5,0.05,0.5,2.321805861340405,2.103411044969687,5.643699290983506,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03148500127077092,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04136605287909951
1848,77,2.384778153531841,2.166380848859907,5.689465881372523,0.05,1.5,0.05,0.5,2.353292007436123,2.134895847589136,5.666582586178015,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148517054878081,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04153310093401941
1872,78,2.4162642996275587,2.197866019408688,5.712349176567031,0.05,1.5,0.05,0.5,2.384778153531841,2.166380848859907,5.689465881372523,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03148531479672412,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04170014898893933
1896,79,2.4477504457232766,2.229351334205412,5.735232471761539,0.05,1.5,0.05,0.5,2.4162642996275587,2.197866019408688,5.712349176567031,0.05,1.5,0.05,0.5,-0.03148614609571791,-0.03148543771563816,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04186719704385924
1920,80,2.4792365918189945,2.26083677192105,5.758115766956047,0.05,1.5,0.05,0.5,2.4477504457232766,2.229351334205412,5.735232471761539,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148554245931134,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04203424509877914
1944,81,2.5107227379147123,2.2923223143803613,5.780999062150555,0.05,1.5,0.05,0.5,2.4792365918189945,2.26083677192105,5.758115766956047,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148563171520141,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04220129315369905
1968,82,2.54220888401043,2.3238079460955627,5.8038823573450635,0.05,1.5,0.05,0.5,2.5107227379147123,2.2923223143803613,5.780999062150555,0.05,1.5,0.05,0.5,-0.03148614609571796,-0.03148570777338866,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04236834120861897
1992,83,2.573695030106148,2.3552936538689515,5.826765652539572,0.05,1.5,0.05,0.5,2.54220888401043,2.3238079460955627,5.8038823573450635,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148577258533375,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04253538926353887
2016,84,2.605181176201866,2.3867794264542854,5.84964894773408,0.05,1.5,0.05,0.5,2.573695030106148,2.3552936538689515,5.826765652539572,0.05,1.5,0.05,0.5,-0.03148614609571785,-0.03148582781394721,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04270243731845878
2040,85,2.636667322297584,2.4182652542682326,5.872532242928588,0.05,1.5,0.05,0.5,2.605181176201866,2.3867794264542854,5.84964894773408,0.05,1.5,0.05,0.5,-0.03148614609571796,-0.03148587487625559,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04286948537337869
