cycle,hour,SUPPLY,DEMAND,RC,xroot,dALp,FC,r_l,r_f,f_n_t,genr,sla,sum_nodes,L_dem,S_dem,F_dem,g_f,g_s,g_l,d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L'
13,13,0.16646891773948738,0.5827671797394651,0.2856525273333166,1.0,0.00179501356723211,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718005426892843,0.5437066926175589,0.03906048712190624,0.0,0.0,0.01115772686524298,0.1553111908742444,-0.025,0.19284999999999997,-0.02,0.0,0.01115772686524297,0.1553111908742444,0.00051275016207744
14,14,0.16646891773948738,0.5827671797394651,0.2856525273333166,1.0,0.00179501356723211,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718005426892843,0.5437066926175589,0.03906048712190624,0.0,0.0,0.01115772686524298,0.1553111908742444,-0.025,0.19284999999999997,-0.02,0.0,0.01115772686524297,0.1553111908742444,0.00051275016207744
15,15,0.16646891773948738,0.5827671797394651,0.2856525273333166,1.0,0.00179501356723211,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718005426892843,0.5437066926175589,0.03906048712190624,0.0,0.0,0.01115772686524298,0.1553111908742444,-0.025,0.19284999999999997,-0.02,0.0,0.01115772686524297,0.1553111908742444,0.00051275016207744
16,16,0.16646891773948738,0.5827671797394651,0.2856525273333166,1.0,0.00179501356723211,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718005426892843,0.5437066926175589,0.03906048712190624,0.0,0.0,0.01115772686524298,0.1553111908742444,-0.025,0.19284999999999997,-0.02,0.0,0.01115772686524297,0.1553111908742444,0.00051275016207744
17,17,0.16646891773948738,0.5827671797394651,0.2856525273333166,1.0,0.00179501356723211,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718005426892843,0.5437066926175589,0.03906048712190624,0.0,0.0,0.01115772686524298,0.1553111908742444,-0.025,0.19284999999999997,-0.02,0.0,0.01115772686524297,0.1553111908742444,0.00051275016207744
18,18,0.16646891773948738,0.5827671797394651,0.2856525273333166,1.0,0.00179501356723211,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718005426892843,0.5437066926175589,0.03906048712190624,0.0,0.0,0.01115772686524298,0.1553111908742444,-0.025,0.19284999999999997,-0.02,0.0,0.01115772686524297,0.1553111908742444,0.00051275016207744
19,19,0.16816542640804907,0.6674427528640029,0.2856525273333166,1.0,0.00179501356723211,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00718005426892843,0.6227068103483154,0.0447359425156875,0.0,0.0,0.0127789350422441,0.17787777416366457,-0.025,0.12788999999999998,-0.02,0.0,0.01277893504224403,0.17787777416366457,0.00051275016207744
20,20,0.16816542640804907,0.6674427528640029,0.25195483161132504,1.0,0.00179501356723211,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00718005426892843,0.6227068103483154,0.0447359425156875,0.0,0.0,0.01127143686351396,0.15689398954453512,-0.025,0.12788999999999998,-0.02,0.0,0.01127143686351406,0.15689398954453512,0.00045226234107201
21,21,-0.02437149133143832,0.20184681189021367,0.25195483161132504,1.0,0.00176848627313508,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00707394509254033,0.18831785029021367,0.0135289616,0.0,0.0,0.00340868724180408,0.0474475922592775,-0.025,0.126,-0.02,0.0,0.00340868724180399,0.0474475922592775,0.00044557866115469
22,22,-0.02437149133143832,0.20184681189021367,-0.12074251311283625,1.0,0.00176848627313508,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00707394509254033,0.18831785029021367,0.0135289616,0.0,-0.0,-0.00163352082339106,-0.02273797050804726,-0.025,0.126,-0.02,0.0,-0.00163352082339108,-0.02273797050804726,-0.00021353147702388
23,23,-0.02437149133143832,0.20184681189021367,-0.12074251311283625,1.0,0.00176848627313508,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00707394509254033,0.18831785029021367,0.0135289616,0.0,-0.0,-0.00163352082339106,-0.02273797050804726,-0.025,0.126,-0.02,0.0,-0.00163352082339108,-0.02273797050804726,-0.00021353147702388
24,0,-0.02313611627309264,0.2268697915603532,-0.12074251311283625,1.0,0.00177618627313508,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00710474509254033,0.2131328797827532,0.0133244117776,0.0004125,-0.00004980628665904,-0.0016088229637777,-0.02573419953194563,-0.03015,0.12285,-0.02251999999999997,-0.00004980628665904,-0.0032423437871687,-0.02859918381595958,-0.00021446119437485
25,1,-0.02313611627309264,0.2268697915603532,-0.10197971318247473,1.0,0.00177618627313508,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00710474509254033,0.2131328797827532,0.0133244117776,0.0004125,-0.00004206663168777,-0.00135881969140484,-0.02173522995000004,-0.03015,0.12285,-0.02251999999999997,-0.00004206663168777,-0.00299234051479602,-0.02460021423401399,-0.00018113496669296
26,2,-0.02313611627309264,0.2268697915603532,-0.10197971318247473,1.0,0.00177618627313508,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00710474509254033,0.2131328797827532,0.0133244117776,0.0004125,-0.00004206663168777,-0.00135881969140484,-0.02173522995000004,-0.03015,0.12285,-0.02251999999999997,-0.00004206663168777,-0.00299234051479602,-0.02460021423401399,-0.00018113496669296
27,3,-0.02313611627309264,0.2268697915603532,-0.10197971318247473,1.0,0.00177618627313508,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00710474509254033,0.2131328797827532,0.0133244117776,0.0004125,-0.00004206663168777,-0.00135881969140484,-0.02173522995000004,-0.03015,0.12285,-0.02251999999999997,-0.00004206663168777,-0.00299234051479602,-0.02460021423401399,-0.00018113496669296
28,4,0.16948291793023076,0.7492404135888849,-0.10197971318247473,1.0,0.00180282906723211,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00721131626892843,0.7047621643160092,0.04405956177287569,0.0004186875,-0.00004269763116309,-0.00449318147254339,-0.07187144337880674,-0.03022725,0.12469274999999998,-0.02255779999999994,-0.00004269763116309,-0.00615120510828504,-0.07477940242708091,-0.00018385199119336
29,5,0.16948291793023076,0.7492404135888849,0.22620632157093917,1.0,0.00180282906723211,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00721131626892843,0.7047621643160092,0.04405956177287569,0.0004186875,0.00009470975926273,0.00996655139866978,0.15942165677229825,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00009470975926273,0.00830852776292801,0.15651369772402407,0.00040781133171974
30,6,0.16869120710802377,0.7070881972196431,0.22620632157093917,1.0,0.00180282906723211,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00721131626892843,0.6650901219538499,0.04157938776579329,0.0004186875,0.00009470975926273,0.00940552035967181,0.15044759000034771,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00009470975926273,0.00774749672393016,0.14753963095207356,0.00040781133171974
31,7,0.16869120710802377,0.7070881972196431,0.23857166301366384,1.0,0.00180282906723211,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00721131626892843,0.6650901219538499,0.04157938776579329,0.0004186875,0.00009988697315803,0.00991966368637529,0.15867165644849046,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00009988697315803,0.00826164005063346,0.15576369740021628,0.00043010392869894
32,8,0.1678724041836419,0.6649359808504012,0.23857166301366384,1.0,0.00180282906723211,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00721131626892843,0.6254180795916904,0.03909921375871087,0.0004186875,0.00009988697315803,0.00932796444894238,0.14920703132700155,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00009988697315803,0.0076699408132006,0.1462990722787274,0.00043010392869894
33,9,0.1678724041836419,0.6649359808504012,0.25246401009755287,1.0,0.00180282906723211,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00721131626892843,0.6254180795916904,0.03909921375871087,0.0004186875,0.00010570352522772,0.00987114429718556,0.15789555636122865,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00010570352522772,0.00821312066144375,0.15498759731295447,0.00045514945583385
34,10,0.1678724041836419,0.6649359808504012,0.25246401009755287,1.0,0.00180282906723211,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00721131626892843,0.6254180795916904,0.03909921375871087,0.0004186875,0.00010570352522772,0.00987114429718556,0.15789555636122865,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00010570352522772,0.00821312066144375,0.15498759731295447,0.00045514945583385
35,11,0.1678724041836419,0.6649359808504012,0.25246401009755287,1.0,0.00180282906723211,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00721131626892843,0.6254180795916904,0.03909921375871087,0.0004186875,0.00010570352522772,0.00987114429718556,0.15789555636122865,-0.03022725,0.12469274999999998,-0.02255779999999994,0.00010570352522772,0.00821312066144375,0.15498759731295447,0.00045514945583385
36,12,0.1661497819700426,0.5806315481119174,0.25246401009755287,1.0,0.00180282906723211,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00721131626892843,0.5460739948673714,0.03413886574454606,0.0004186875,0.00010570352522772,0.00861883494605008,0.1378640305542071,-0.03530225,0.18802874999999997,-0.02385699999999989,0.00010570352522772,0.00696081131030835,0.13347901294173017,0.00045514945583385
