cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',LAI
240,10,0.27520637057596004,0.35553188617942677,4.796121531335439,0.05280331721853255,1.5551159733176296,0.30253448382894427,0.5021094880688189,0.24372024551436902,0.3758815887984601,4.773238236324101,0.05212446424499424,1.545485608671181,0.2714678068100005,0.5018537255995256,-0.03148614176268775,0.01268507749603501,-0.0228832951714286,-0.00078216266779122,-0.01031074432293755,-0.03172747682324432,-0.00026119160872412,0.00733079852580476
264,11,0.3066925123386478,0.34284680868339173,4.819004826506868,0.05358547988632377,1.5654267176405672,0.3342619606521886,0.502370679677543,0.27520637057596004,0.35553188617942677,4.796121531335439,0.05280331721853255,1.5551159733176296,0.30253448382894427,0.5021094880688189,-0.03148614520311369,0.00615376110393815,-0.02288329519160002,-0.00088848475714229,-0.01097743813281915,-0.03239448367140912,-0.00026667354745267,0.00733461192329213
288,12,0.33817865754176146,0.33669304757945356,4.841888121698468,0.05447396464346606,1.5764041557733863,0.36665644432359773,0.5026373532249957,0.3066925123386478,0.34284680868339173,4.819004826506868,0.05358547988632377,1.5654267176405672,0.3342619606521886,0.502370679677543,-0.03148614591184141,0.00058818704384542,-0.02288329519414166,-0.0009978756723166,-0.01164262700699492,-0.03306926346225825,-0.00027222113705481,0.00733850535708494
312,13,0.36966480345360286,0.3361048605356082,4.8647714168926095,0.05547184031578266,1.5880467827803812,0.399725707785856,0.5029095743620505,0.33817865754176146,0.33669304757945356,4.841888121698468,0.05447396464346606,1.5764041557733863,0.36665644432359773,0.5026373532249957,-0.03148614605783933,-0.00415444124014281,-0.02288329519446173,-0.00111040896589176,-0.01231718945110738,-0.03375338196819226,-0.00027784722877593,0.00734247978568594
336,14,0.4011509495114422,0.340259301775751,4.8876547120870715,0.05658224928167442,1.6003639722314886,0.43347908975404825,0.5031874215908264,0.36966480345360286,0.3361048605356082,4.8647714168926095,0.05547184031578266,1.5880467827803812,0.399725707785856,0.5029095743620505,-0.03148614608791491,-0.00819580721095509,-0.02288329519450226,-0.00122617480156552,-0.01301087934876244,-0.0344484063620238,-0.00028356468716222,0.00734653635522607
360,15,0.4326370955993571,0.34845510898670606,4.910538007281573,0.05780842408323994,1.613374851580251,0.46792749611607204,0.5034709862779886,0.4011509495114422,0.340259301775751,4.8876547120870715,0.05658224928167442,1.6003639722314886,0.43347908975404825,0.5031874215908264,-0.03148614609411047,-0.01163960202177437,-0.02288329519450725,-0.00134527964170605,-0.01373248450788589,-0.03515590775470938,-0.00028938641208581,0.00735067639965863
384,16,0.4641232416934676,0.36009471100848045,4.933421302476081,0.05915370372494599,1.627107336088137,0.5030834038707814,0.5037603726900743,0.4326370955993571,0.34845510898670606,4.910538007281573,0.05780842408323994,1.613374851580251,0.46792749611607204,0.5034709862779886,-0.03148614609538677,-0.01457418472105195,-0.02288329519450792,-0.0014678460440364,-0.01448996774090183,-0.0358774644777624,-0.00029532536656694,0.00735490144127509
408,17,0.4956093877888543,0.3746688957295324,4.956304597670589,0.0606215497689824,1.6415973038290388,0.5389608683485438,0.5040556980566413,0.4641232416934676,0.36009471100848045,4.933421302476081,0.05915370372494599,1.627107336088137,0.5030834038707814,0.5037603726900743,-0.03148614609564967,-0.01707484927432711,-0.02288329519450803,-0.00159401254726812,-0.01529059222128737,-0.03661466587049065,-0.00030139460845587,0.00735921319162696
432,18,0.527095533884504,0.3917437450038595,4.979187892865097,0.06221556231625051,1.6568878960503262,0.5755755342190345,0.5043570926650972,0.4956093877888543,0.3746688957295324,4.956304597670589,0.0606215497689824,1.6415973038290388,0.5389608683485438,0.5040556980566413,-0.03148614609570385,-0.01920575640752643,-0.02288329519450803,-0.00172393363982327,-0.01614103277746426,-0.0373691163917937,-0.00030760732456531,0.00736361355291042
456,19,0.5585816799802079,0.4109495014113859,5.002071188059605,0.06393949595607379,1.6730289288277904,0.6129446506108283,0.5046646999896626,0.527095533884504,0.3917437450038595,4.979187892865097,0.06221556231625051,1.6568878960503262,0.5755755342190345,0.5043570926650972,-0.03148614609571499,-0.02102157980701991,-0.02288329519450803,-0.00156741444637838,-0.01705513911079604,-0.03842514086144169,-0.00025330536058356,0.00736810461984907
480,20,0.5900678260759229,0.43197108121840583,5.024954483254113,0.06550691040245217,1.6900840679385865,0.6513697914722699,0.5049180053502461,0.5585816799802079,0.4109495014113859,5.002071188059605,0.06393949595607379,1.6730289288277904,0.6129446506108283,0.5046646999896626,-0.03148614609571729,-0.02256890890773167,-0.02288329519450803,-0.00162480852827075,-0.01803198927619087,-0.0392758847488992,-0.00025869716267924,0.00737180287811359
504,21,0.6215539721716402,0.4545399901261375,5.0478377784486215,0.06713171893072292,1.7081160572147773,0.6906456762211691,0.5051767025129253,0.5900678260759229,0.43197108121840583,5.024954483254113,0.06550691040245217,1.6900840679385865,0.6513697914722699,0.5049180053502461,-0.03148614609571777,-0.02388744426010754,-0.02288329519450803,-0.00172914292187047,-0.01907714556742124,-0.04012104705152211,-0.00026424135209727,0.00737557985668871
528,22,0.653040118267358,0.478427434386245,5.07072107364313,0.0688608618525934,1.7271932027821986,0.7307667232726912,0.5054409438650226,0.6215539721716402,0.4545399901261375,5.0478377784486215,0.06713171893072292,1.7081160572147773,0.6906456762211691,0.5051767025129253,-0.03148614609571785,-0.02501101614579378,-0.02288329519450803,-0.00184616821131877,-0.02019592054819164,-0.04098733973368479,-0.00026994957281273,0.00737943778042933
552,23,0.6845262643630758,0.5034384505320388,5.093604368837638,0.07070703006391216,1.7473891233303902,0.771754063006376,0.5057108934378353,0.653040118267358,0.478427434386245,5.07072107364313,0.0688608618525934,1.7271932027821986,0.7307667232726912,0.5054409438650226,-0.03148614609571791,-0.02596845257708068,-0.02288329519450803,-0.00196898857426048,-0.02139344022795009,-0.04187974415678315,-0.00027583396286441,0.0073833790441924
576,24,0.7160124104587937,0.5294069031091195,5.116487664032146,0.07267601863817263,1.7687825635583403,0.8136338071631591,0.5059867274006997,0.6845262643630758,0.5034384505320388,5.093604368837638,0.07070703006391216,1.7473891233303902,0.771754063006376,0.5057108934378353,-0.03148614609571788,-0.02678431895077112,-0.02288329519450803,-0.00209635382329627,-0.02267469934746402,-0.04280052236115735,-0.00028190680104229,0.00738740622005022
600,25,0.7474985565545116,0.5561912220598907,5.139370959226654,0.0747723724614689,1.7914572629058043,0.8564343295243165,0.5062686342017421,0.7160124104587937,0.5294069031091195,5.116487664032146,0.07267601863817263,1.7687825635583403,0.8136338071631591,0.5059867274006997,-0.03148614609571788,-0.02747954833411939,-0.02288329519450803,-0.00222818837288502,-0.02404461150903203,-0.04375163089255679,-0.00028818064515965,0.00739152205934543
624,26,0.7789847026502295,0.58367077039401,5.162254254421162,0.07700056083435391,1.8155018744148363,0.9001859604168734,0.5065568148469017,0.7474985565545116,0.5561912220598907,5.139370959226654,0.0747723724614689,1.7914572629058043,0.8564343295243165,0.5062686342017421,-0.03148614609571788,-0.02807197855438268,-0.02288329519450803,-0.00236467080377968,-0.02550805473260254,-0.04473503502324451,-0.00029466840777408,0.00739572949676477
648,27,0.8104708487459473,0.6117427489483928,5.18513754961567,0.0793652316381336,1.8410099291474389,0.9449209954401179,0.5068514832546758,0.7789847026502295,0.58367077039401,5.162254254421162,0.07700056083435391,1.8155018744148363,0.9001859604168734,0.5065568148469017,-0.03148614609571788,-0.02857680987234409,-0.02288329519450803,-0.00250604473353102,-0.02706991300787776,-0.04575275406243538,-0.00030138339914985,0.00740003165551827
672,28,0.8419569948416652,0.6403195588207369,5.208020844810179,0.08187127637166461,1.8680798421553166,0.9906737495025533,0.5071528666538256,0.8104708487459473,0.6117427489483928,5.18513754961567,0.0793652316381336,1.8410099291474389,0.9449209954401179,0.5068514832546758,-0.03148614609571791,-0.02900699498255234,-0.02288329519450803,-0.00265258032911217,-0.02873511441860099,-0.04680687161096937,-0.00030833936140766,0.00740443185314585
696,29,0.8734431409373831,0.6693265538032892,5.230904140004687,0.08452385670077678,1.8968149565739176,1.0374806211135226,0.5074612060152333,0.8419569948416652,0.6403195588207369,5.208020844810179,0.08187127637166461,1.8680798421553166,0.9906737495025533,0.5071528666538256,-0.03148614609571788,-0.02937357134669742,-0.02288329519450803,-0.00280456688078301,-0.03050866637315908,-0.04789954118559127,-0.00031555050107139,0.00740893360782241
720,30,0.9049292870331009,0.6987001251499866,5.253787435199195,0.08732842358155979,1.9273236229470767,1.085380162299114,0.5077767565163046,0.8734431409373831,0.6693265538032892,5.230904140004687,0.08452385670077678,1.8968149565739176,1.0374806211135226,0.5074612060152333,-0.03148614609571788,-0.02968594438695628,-0.02288329519450803,-0.00296231181347393,-0.03239568842147467,-0.04903299129357722,-0.00032303152186862,0.00741354064513805
744,31,0.9364154331288188,0.7283860695369428,5.276670730393703,0.09029073539503371,1.9597193113685514,1.1344131535926911,0.5080997880381732,0.9049292870331009,0.6987001251499866,5.253787435199195,0.08732842358155979,1.9273236229470767,1.085380162299114,0.5077767565163046,-0.03148614609571788,-0.02995212880533286,-0.02288329519450803,-0.00312614106644981,-0.03440144308581394,-0.0502095305414306,-0.00033079765830742,0.00741825690535733
768,32,0.9679015792245367,0.7583381983422757,5.299554025588211,0.09341687646148353,1.9941207544543653,1.1846226841341216,0.5084305856964807,0.9364154331288188,0.7283860695369428,5.276670730393703,0.09029073539503371,1.9597193113685514,1.1344131535926911,0.5080997880381732,-0.03148614609571788,-0.03017895422063682,-0.02288329519450803,-0.00329639979882331,-0.03653136508599997,-0.05143155288049095,-0.00033886471024945,0.00742308655116862
792,33,0.9993877253202545,0.7885171525629124,5.322437320782719,0.09671327626030683,2.030652119540365,1.2360542370146126,0.5087694504067302,0.9679015792245367,0.7583381983422757,5.299554025588211,0.09341687646148353,1.9941207544543653,1.1846226841341216,0.5084305856964807,-0.03148614609571791,-0.03037224039922536,-0.02288329519450803,-0.00347345320786378,-0.038791089298015,-0.05270154302297385,-0.00034724907863392,0.00742803397593826
816,34,1.0308738714159724,0.8188893929621378,5.3453206159772275,0.10018672946817062,2.06944320883838,1.2887557800375864,0.5091166994853641,0.9993877253202545,0.7885171525629124,5.322437320782719,0.09671327626030683,2.030652119540365,1.2360542370146126,0.5087694504067302,-0.03148614609571788,-0.03053694657548557,-0.02288329519450803,-0.00365768741803817,-0.04118647774875273,-0.05402208205134369,-0.0003559678024926,0.00743310381248632
840,35,1.0623600175116903,0.8494263395376234,5.368203911171736,0.1038444168862088,2.110629686587133,1.3427778620889301,0.5094726672878567,1.0308738714159724,0.8188893929621378,5.3453206159772275,0.10018672946817062,2.06944320883838,1.2887557800375864,0.5091166994853641,-0.03148614609571788,-0.03067729869324362,-0.02288329519450803,-0.00384951043413595,-0.04372364591827926,-0.05539585324215784,-0.00036503859739323,0.00743830094240271
864,36,1.0938461636074082,0.880103638230867,5.391087206366244,0.10769392732034475,2.154353332505412,1.398173715331088,0.5098377058852499,1.0623600175116903,0.8494263395376234,5.368203911171736,0.1038444168862088,2.110629686587133,1.3427778620889301,0.5094726672878567,-0.03148614609571788,-0.03079689783279289,-0.02288329519450803,-0.00404935315932658,-0.0464089885938832,-0.05682564812520607,-0.00037447989544747,0.00744363050592465
888,37,1.125332309703126,0.91090053606366,5.413970501560752,0.11174328047967133,2.2007623210992953,1.454999363456294,0.5102121857806974,1.0938461636074082,0.880103638230867,5.391087206366244,0.10769392732034475,2.154353332505412,1.398173715331088,0.5098377058852499,-0.03148614609571788,-0.03089881260550464,-0.02288329519450803,-0.00425767048074067,-0.04924920549698086,-0.05831437279875182,-0.00038431088702025,0.00744909791239818
912,38,1.156818455798844,0.9417993486691646,5.43685379675526,0.116000950960412,2.250011526596276,1.513313736255046,0.5105964966677177,1.125332309703126,0.91090053606366,5.413970501560752,0.11174328047967133,2.2007623210992953,1.454999363456294,0.5102121857806974,-0.03148614609571791,-0.03098565788663318,-0.02288329519450803,-0.00447494242572157,-0.05225132688418777,-0.05986505452178512,-0.00039455156427784,0.00745470885134868
936,39,1.1883046018945618,0.9727850065557978,5.459737091949768,0.12047589338613357,2.302262853480464,1.573178790776831,0.5109910482319955,1.156818455798844,0.9417993486691646,5.43685379675526,0.116000950960412,2.250011526596276,1.513313736255046,0.5105964966677177,-0.03148614609571788,-0.03105966190640004,-0.02288329519450803,-0.00470167539220672,-0.05542273930716313,-0.06148084860439829,-0.00040522276671331,0.00746046930418713
960,40,1.2197907479902796,1.0038446684621978,5.4826203871442765,0.1251775687783403,2.357685592787627,1.6346596393812294,0.5113962709987088,1.1883046018945618,0.9727850065557978,5.459737091949768,0.12047589338613357,2.302262853480464,1.573178790776831,0.5109910482319955,-0.03148614609571788,-0.03112272342074471,-0.02288329519450803,-0.00493840345696114,-0.05877121170186639,-0.06316504561770131,-0.00041634622879055,0.00746638555658115
984,41,1.2512768940859975,1.0349673918829425,5.505503682338785,0.13011597223530144,2.4164568044894934,1.6978246849989307,0.5118126172274993,1.2197907479902796,1.0038446684621978,5.4826203871442765,0.1251775687783403,2.357685592787627,1.6346596393812294,0.5113962709987088,-0.03148614609571791,-0.03117646042859876,-0.02288329519450803,-0.00518568976564365,-0.06230492196630877,-0.06492107894510399,-0.0004279446298503,0.00747246421152149
1008,42,1.2827630401817154,1.0661438523115412,5.528386977533293,0.1353016620009451,2.478761726455802,1.7627457639440347,0.5122405618573496,1.2512768940859975,1.0349673918829425,5.505503682338785,0.13011597223530144,2.4164568044894934,1.6978246849989307,0.5118126172274993,-0.03148614609571785,-0.03122225168564538,-0.02288329519450803,-0.00544412800894855,-0.06603248417647567,-0.06675253269731146,-0.00044004164642564,0.0074787122031173
1032,43,1.3142491862774333,1.0973661039971865,5.551270272727801,0.14074579000989365,2.544794210632278,1.8294982966413462,0.5126806035037752,1.2827630401817154,1.0661438523115412,5.528386977533293,0.1353016620009451,2.478761726455802,1.7627457639440347,0.5122405618573496,-0.03148614609571791,-0.03126127207970239,-0.02288329519450803,-0.00571434398933586,-0.06996297658260353,-0.06866315001401116,-0.00045266200711823,0.00748513681115512
1056,44,1.3457353323731511,1.1286273760768888,5.574153567922309,0.14646013399922952,2.6147571872148814,1.8981614466553574,0.5131332655108934,1.3142491862774333,1.0973661039971865,5.551270272727801,0.14074579000989365,2.544794210632278,1.8294982966413462,0.5126806035037752,-0.03148614609571785,-0.03129452277537154,-0.02288329519450803,-0.00599699728314438,-0.07410597052219536,-0.0706568417759677,-0.00046583155019184,0.00749174567645904
1080,45,1.377221478468869,1.1599218988522604,5.597036863116817,0.1524571312823739,2.6888631577370767,1.968818288431325,0.5135990970610853,1.3457353323731511,1.1286273760768888,5.574153567922309,0.14646013399922952,2.6147571872148814,1.8981614466553574,0.5131332655108934,-0.03148614609571791,-0.0313228569013895,-0.02288329519450803,-0.00629278300317498,-0.07847156038189107,-0.07273769575209449,-0.0004795772840453,0.00749854681709185
1104,46,1.4087076245645869,1.1912447557536499,5.619920158311325,0.15874991428554888,2.767334718118968,2.0415559841834194,0.5140786743451307,1.377221478468869,1.1599218988522604,5.597036863116817,0.1524571312823739,2.6888631577370767,1.968818288431325,0.5135990970610853,-0.03148614609571791,-0.03134700143975314,-0.02288329519450803,-0.00660243366713836,-0.08307039473740296,-0.07490998620702968,-0.00049392745073324,0.00750554864543891
1128,47,1.4401937706603047,1.222591757193403,5.642803453505834,0.16535234795268725,2.8504051128563708,2.116465970390449,0.514572601795864,1.4087076245645869,1.1912447557536499,5.619920158311325,0.15874991428554888,2.767334718118968,2.0415559841834194,0.5140786743451307,-0.03148614609571785,-0.03136757587823852,-0.02288329519450803,-0.00692672117768438,-0.08791370879904026,-0.07717818399581303,-0.00050891159271056,0.00751275998621961
1152,48,1.4716799167560226,1.2539593330716416,5.665686748700342,0.1722790691303716,2.938318821655411,2.1936441543862624,0.5150815133885746,1.4401937706603047,1.222591757193403,5.642803453505834,0.16535234795268725,2.8504051128563708,2.116465970390449,0.514572601795864,-0.03148614609571791,-0.03138510810489006,-0.02288329519450803,-0.00726645892006958,-0.09301335828979296,-0.0795469671734394,-0.00052456062298382,0.00752019009547319
1176,49,1.5031660628517405,1.2853444411765318,5.68857004389485,0.1795455280504412,3.031332179945204,2.2731911215597016,0.5156060740115583,1.4716799167560226,1.2539593330716416,5.665686748700342,0.1722790691303716,2.938318821655411,2.1936441543862624,0.5150815133885746,-0.03148614609571785,-0.03140004795229245,-0.02288329519450803,-0.00762250398387745,-0.09838185488339013,-0.08202123214835064,-0.00054090689886179,0.00752784868056875
1200,50,1.5346522089474584,1.3167444891288242,5.711453339089358,0.18716803203431864,3.129714034828594,2.355212353708052,0.5161469809104201,1.5031660628517405,1.2853444411765318,5.68857004389485,0.1795455280504412,3.031332179945204,2.2731911215597016,0.5156060740115583,-0.03148614609571791,-0.03141277873913675,-0.02288329519450803,-0.00799575951558424,-0.10403240333114194,-0.08460610541032723,-0.00055798429950642,0.00753574592129213
1224,51,1.5661383550431762,1.348157267867961,5.734336634283866,0.19516379154990288,3.233746438159736,2.439818459118379,0.5167049652099265,1.5346522089474584,1.3167444891288242,5.711453339089358,0.18716803203431864,3.129714034828594,2.355212353708052,0.5161469809104201,-0.03148614609571791,-0.03142362710520835,-0.02288329519450803,-0.0083871772091623,-0.10997894040862466,-0.08730695586474785,-0.00057582830749559,0.00754389249206493
1248,52,1.597624501138894,1.3795808949731694,5.757219929478374,0.20355096875906517,3.3437253785683607,2.527125414983127,0.5172807935174221,1.5661383550431762,1.348157267867961,5.734336634283866,0.19516379154990288,3.233746438159736,2.439818459118379,0.5167049652099265,-0.03148614609571785,-0.03143287139213757,-0.02288329519450803,-0.0087977599423355,-0.11623617581633772,-0.09012940780680956,-0.00059447609461974,0.00755229958535436
1272,53,1.629110647234612,1.4110137663653068,5.7801032246728825,0.21234872870140067,3.4599615543846984,2.6172548227899366,0.5178752696120418,1.597624501138894,1.3795808949731694,5.757219929478374,0.20355096875906517,3.3437253785683607,2.527125414983127,0.5172807935174221,-0.03148614609571791,-0.03144074878494177,-0.02288329519450803,-0.00922856456654812,-0.12281963517228345,-0.09307935457104005,-0.00061396661214601,0.00756097893633581
1296,54,1.6605967933303298,1.4424545151502486,5.802986519867391,0.22157729326794878,3.582781189556982,2.7103341773609766,0.5184892362241877,1.629110647234612,1.4110137663653068,5.7801032246728825,0.21234872870140067,3.4599615543846984,2.6172548227899366,0.5178752696120418,-0.03148614609571785,-0.03144746139759289,-0.02288329519450803,-0.00968070485918107,-0.12974570523899942,-0.0961629728932879,-0.00063434068579588,0.00756994284887314
1320,55,1.6920829394260477,1.4739019765478414,5.825869815061899,0.23125799812712985,3.7125268947959813,2.8064971502542644,0.5191235769099837,1.6605967933303298,1.4424545151502486,5.802986519867391,0.22157729326794878,3.582781189556982,2.7103341773609766,0.5184892362241877,-0.03148614609571791,-0.0314531814587507,-0.02288329519450803,-0.01015535464705025,-0.1370316815328172,-0.09938673802436226,-0.00065564111569524,0.00757920422288576
1344,56,1.7235690855217656,1.505355158006592,5.848753110256407,0.2414133527741801,3.8495585763287985,2.905883888278627,0.519779218025679,1.6920829394260477,1.4739019765478414,5.825869815061899,0.23125799812712985,3.7125268947959813,2.8064971502542644,0.5191235769099837,-0.03148614609571791,-0.03145805573071445,-0.02288329519450803,-0.01065375111075107,-0.14469581846909518,-0.102757439636594,-0.0006779127815701,0.00758877658317491
1368,57,1.7550552316174834,1.5368132137373065,5.871636405450915,0.2520671038849312,3.9942543947978937,3.008641327915221,0.5204571308072491,1.7235690855217656,1.505355158006592,5.848753110256407,0.2414133527741801,3.8495585763287985,2.905883888278627,0.519779218025679,-0.03148614609571785,-0.03146220927497231,-0.02288329519450803,-0.01117719827997449,-0.15275738220378443,-0.1062821985668359,-0.0007012027534756,0.00759867410978584
1392,58,1.7865413777132013,1.5682754230122788,5.894519700645423,0.2632443021649057,4.147011777001678,3.114923526482057,0.5211583335607247,1.7550552316174834,1.5368132137373065,5.871636405450915,0.2520671038849312,3.9942543947978937,3.008641327915221,0.5204571308072491,-0.03148614609571791,-0.03146574866096274,-0.02288329519450803,-0.01172707073051309,-0.16123670633899545,-0.10996848444178986,-0.00072556040836198,0.00760891166998658
1416,59,1.8180275238089192,1.5997411716732417,5.9174029958399315,0.2749713728954188,4.308248483340673,3.2248920109238473,0.5218838939690867,1.7865413777132013,1.5682754230122788,5.894519700645423,0.2632443021649057,4.147011777001678,3.114923526482057,0.5211583335607247,-0.03148614609571785,-0.03146876470037668,-0.02288329519450803,-0.01230481749430528,-0.1701552506681896,-0.11382413423407317,-0.00075103755279781,0.00761950485194867
1440,60,1.849513669904637,1.6312099363736183,5.94028629103444,0.2872761903897241,4.478403734008863,3.3387161451579206,0.5226349315218846,1.8180275238089192,1.5997411716732417,5.9174029958399315,0.2749713728954188,4.308248483340673,3.2248920109238473,0.5218838939690867,-0.03148614609571791,-0.0314713347771558,-0.02288329519450803,-0.01291196619453008,-0.17953566314527958,-0.11785737180010153,-0.00077768855218828,0.00763047000021951
1464,61,1.880999816000355,1.6626812711507741,5.963169586228948,0.30018815658425413,4.657939397154142,3.4565735169580223,0.5234126200740729,1.849513669904637,1.6312099363736183,5.94028629103444,0.2872761903897241,4.478403734008863,3.3387161451579206,0.5226349315218846,-0.03148614609571791,-0.03147352483296881,-0.02288329519450803,-0.01355012741847104,-0.18940184527123538,-0.12207682845369594,-0.00080557046684526,0.00764182425308146
1488,62,1.9124859620960728,1.6941547959837429,5.986052881423456,0.3137382840027252,4.847341242425378,3.5786503454117184,0.5242181905409181,1.880999816000355,1.6626812711507741,5.963169586228948,0.30018815658425413,4.657939397154142,3.4565735169580223,0.5234126200740729,-0.03148614609571785,-0.03147539105910763,-0.02288329519450803,-0.01422099934161306,-0.19977902110185308,-0.12649156463231037,-0.00083474319528557,0.0076535855818974
1512,63,1.9439721081917907,1.7256301870428505,6.008936176617964,0.3279592833443382,5.047120263527231,3.705141910044029,0.5250529337362037,1.9124859620960728,1.6941547959837429,5.986052881423456,0.3137382840027252,4.847341242425378,3.5786503454117184,0.5242181905409181,-0.03148614609571791,-0.03147698133821403,-0.02288329519450803,-0.01307378755853048,-0.21085417891199043,-0.13280330895372983,-0.00073165238286374,0.00766577283254857
1536,64,1.9754582542875085,1.7571071683810646,6.031819471812472,0.3410330709028687,5.257974442439221,3.8379452189977585,0.5257845861190674,1.9439721081917907,1.7256301870428505,6.008936176617964,0.3279592833443382,5.047120263527231,3.705141910044029,0.5250529337362037,-0.03148614609571785,-0.03147833647282691,-0.02288329519450803,-0.01334409920733787,-0.22250585594441485,-0.13793934631557003,-0.00075882831680983,0.00767645495733838
1560,65,2.0069444003832264,1.7885855048538915,6.05470276700698,0.3543771701102066,5.480480298383636,3.9758845653133283,0.5265434144358773,1.9754582542875085,1.7571071683810646,6.031819471812472,0.3410330709028687,5.257974442439221,3.8379452189977585,0.5257845861190674,-0.03148614609571791,-0.03147949123227239,-0.02288329519450803,-0.01393287167489747,-0.23476451051396996,-0.1431315143893528,-0.00078728311099864,0.00768753385076381
1584,66,2.0384305464789443,1.820064996086164,6.077586062201489,0.36831004178510407,5.715244808897606,4.119016079702681,0.5273306975468759,2.0069444003832264,1.7885855048538915,6.05470276700698,0.3543771701102066,5.480480298383636,3.9758845653133283,0.5265434144358773,-0.03148614609571791,-0.03148047524475667,-0.02288329519450803,-0.01461517607603056,-0.24766231963604923,-0.14854530285875034,-0.00081708111317798,0.00769902818418439
