cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',LAI,,currentState'N_L',prevState'N_L',d_Int'N_L',,length(leaf_aging),leaf_aging,,,,,,,,,,,,,,,,,,,,,
0,0,0,1,4.686940752,0,1.5,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061586401,,4.686940752,0,0,,1,4.686940752,,,,,,,,,,,,,,,,,,,,,
24,1,0,1,4.686940752,0,1.5,0.5,0.9,0,1,4.686940752,0,1.5,0.5,0.9,-0.025,0.126,-0.93738815,0,0,0,0,0.061586401,,4.686940752,4.686940752,-0.93738815,,1,4.686940752,,,,,,,,,,,,,,,,,,,,,
48,2,0.025,0.874,5.624328902,0,1.5,0.5,0.9,0,1,4.686940752,0,1.5,0.5,0.9,-0.03015,0.12285,-1.242976687,0,0,0,0,0.073903682,,5.624328902,4.686940752,-1.242976687,,2,4.686940752,0.93738815,,,,,5.624328902,,,,,,,,,,,,,,,
72,3,0.05515,0.75115,6.86730559,0,1.5,0.5,0.9,0.025,0.874,5.624328902,0,1.5,0.5,0.9,-0.0312109,0.1031751,-1.530076181,0,0,0,0,0.090236395,,6.86730559,5.624328902,-1.530076181,,3,4.992529289,1.687298671,0.18747763,,,,6.86730559,,,,,,,,,,,,,,,
96,4,0.0863609,0.6479749,8.39738177,0,1.5,0.5,0.9,0.05515,0.75115,6.86730559,0,1.5,0.5,0.9,-0.031429445,0.083763427,-1.872265953,0,0,0,0,0.110341596,,8.39738177,6.86730559,-1.872265953,,4,5.524099612,2.348344794,0.487441838,0.037495526,,,,,,,,,,,,,,,,,,
120,5,0.117790345,0.564211473,10.26964772,0,1.5,0.5,0.9,0.0863609,0.6479749,8.39738177,0,1.5,0.5,0.9,-0.031474466,0.066803254,-2.289835055,0,0,0,0,0.134943171,,10.26964772,8.39738177,-2.289835055,,5,6.291545642,2.983495758,0.859622429,0.127484788,0.007499105,,,,,,,,,,,,,,,,,
144,6,0.149264811,0.49740822,12.55948278,0,1.5,0.5,0.9,0.117790345,0.564211473,10.26964772,0,1.5,0.5,0.9,-0.03148374,0.052283279,-2.800415772,0,0,0,0,0.165031604,,12.55948278,10.26964772,-2.800415772,,6,7.323071569,3.645105735,1.284397095,0.273912317,0.031496242,0.001499821,,,,,,,,,,,,,,,,
168,7,0.180748551,0.44512494,15.35989855,0,1.5,0.5,0.9,0.149264811,0.49740822,12.55948278,0,1.5,0.5,0.9,-0.03148565,0.039899118,-3.424832097,0,0,0,0,0.201829067,,15.35989855,12.55948278,-3.424832097,,7,8.658873027,4.380698902,1.756538823,0.476009272,0.079979457,0.007499105,0.000299964,,,,,,,,,,,,,,,
192,8,0.212234202,0.405225822,18.78473065,0,1.5,0.5,0.9,0.180748551,0.44512494,15.35989855,0,1.5,0.5,0.9,-0.031486044,0.029344233,-4.188474974,0,0,0,0,0.246831361,,18.78473065,15.35989855,-4.188474974,,8,10.35193052,5.236333727,2.281370839,0.732115182,0.15918542,0.021995176,0.001739792,5.99928E-05,,,,,,,,,,,,,,
216,9,0.243720246,0.375881589,22.97320562,0,1.5,0.5,0.9,0.212234202,0.405225822,18.78473065,0,1.5,0.5,0.9,-0.031486125,0.020349703,-5.122388971,0,0,0,0,0.301867922,,22.97320562,18.78473065,-5.122388971,,9,12.47001939,6.259453085,2.872363416,1.041966314,0.273771372,0.049433224,0.005790869,0.000395953,1.19986E-05,,,,,,,,,,,,,
240,10,0.275206371,0.355531886,28.09559459,0,1.5,0.5,0.9,0.243720246,0.375881589,22.97320562,0,1.5,0.5,0.9,-0.031486142,0.012685077,-6.264539929,0,0,0,0,0.369176113,,28.09559459,22.97320562,-6.264539929,,10,15.09840448,7.501566346,3.54978135,1.408045734,0.427410361,0.094300854,0.01451934,0.001474936,8.87894E-05,2.39971E-06,,,,,,,,,,,,
264,11,0.306692512,0.342846809,34.36013452,0,1.5,0.5,0.9,0.275206371,0.355531886,28.09559459,0,1.5,0.5,0.9,-0.031486145,0.006153761,-7.661358935,0,0,0,0,0.451492168,,34.36013452,28.09559459,-7.661358935,,11,18.34326351,9.020933973,4.340138349,1.836392857,0.623537435,0.160922755,0.030475643,0.004083817,0.000366019,1.96777E-05,4.79943E-07,,,,,,,,,,,
288,12,0.338178658,0.336693048,42.02149346,0,1.5,0.5,0.9,0.306692512,0.342846809,34.36013452,0,1.5,0.5,0.9,-0.031486146,0.000588187,-9.369629917,0,0,0,0,0.552162424,,42.02149346,34.36013452,-9.369629917,,12,22.33596975,10.88539988,5.276297474,2.337141956,0.86610852,0.253445691,0.056565065,0.009362182,0.001109578,8.89459E-05,4.31948E-06,9.59885E-08,,,,,,,,,,
312,13,0.369664803,0.336104861,51.39112337,0,1.5,0.5,0.9,0.338178658,0.336693048,42.02149346,0,1.5,0.5,0.9,-0.031486146,-0.004154441,-11.45879804,0,0,0,0,0.675279361,,51.39112337,42.02149346,-11.45879804,,13,27.23840572,13.17551385,6.398117956,2.924973059,1.160315207,0.375978257,0.095941191,0.018802759,0.002760099,0.000293072,2.12448E-05,9.40688E-07,1.91977E-08,,,,,,,,,
336,14,0.40115095,0.340259302,62.84992142,0,1.5,0.5,0.9,0.369664803,0.336104861,51.39112337,0,1.5,0.5,0.9,-0.031486146,-0.008195807,-14.01379284,0,0,0,0,0.825847967,,62.84992142,51.39112337,-14.01379284,,14,33.24952262,15.98809223,7.753597135,3.619602039,1.513246778,0.532845647,0.151948604,0.034230445,0.005968631,0.000786478,7.56103E-05,5.0015E-06,2.03496E-07,3.83954E-09,,,,,,,,
360,15,0.432637096,0.348455109,76.86371426,0,1.5,0.5,0.9,0.40115095,0.340259302,62.84992142,0,1.5,0.5,0.9,-0.031486146,-0.011639602,-17.13848075,0,0,0,0,1.009989205,,76.86371426,62.84992142,-17.13848075,,15,40.61341093,19.4403783,9.400496154,4.446401058,1.93451783,0.728925873,0.228128013,0.057774077,0.011620994,0.001822908,0.000217784,1.91233E-05,1.1631E-06,4.37708E-08,7.67908E-10,,,,,,,
384,16,0.464123242,0.360094711,94.00219501,0,1.5,0.5,0.9,0.432637096,0.348455109,76.86371426,0,1.5,0.5,0.9,-0.031486146,-0.014574185,-20.95988758,0,0,0,0,1.235188842,,94.00219501,76.86371426,-20.95988758,,16,49.62920949,23.67498483,11.40847258,5.437220077,2.436894475,0.970044264,0.328287585,0.091844864,0.02085161,0.003782525,0.000538809,5.88554E-05,4.75513E-06,2.67636E-07,9.36848E-09,1.53582E-10,,,,,,
408,17,0.495609388,0.374668896,114.9620826,0,1.5,0.5,0.9,0.464123242,0.360094711,94.00219501,0,1.5,0.5,0.9,-0.031486146,-0.017074849,-25.63336235,0,0,0,0,1.510601765,,114.9620826,94.00219501,-25.63336235,,17,60.66325517,28.86582976,13.86177503,6.631470579,3.036959596,1.263414307,0.456638921,0.139133408,0.035050261,0.007196342,0.001187552,0.000154846,1.55752E-05,1.16513E-06,6.1022E-08,1.99656E-09,3.07163E-11,,,,,
432,18,0.527095534,0.391743745,140.5954449,0,1.5,0.5,0.9,0.495609388,0.374668896,114.9620826,0,1.5,0.5,0.9,-0.031486146,-0.019205756,-31.34889264,0,0,0,0,1.847424146,,140.5954449,114.9620826,-31.34889264,,18,74.16396649,35.22531484,16.86258598,8.077531469,3.755861792,1.618123364,0.617993998,0.202634511,0.055866891,0.012767126,0.00238931,0.000361387,4.34293E-05,4.04714E-06,2.81845E-07,1.38016E-08,4.23885E-10,6.14327E-12,,,,
456,19,0.55858168,0.410949501,171.9443376,0,1.5,0.5,0.9,0.527095534,0.391743745,140.5954449,0,1.5,0.5,0.9,-0.031486146,-0.02102158,-38.33882799,0,0,0,0,2.259348596,,171.9443376,140.5954449,-38.33882799,,19,90.68006583,43.01304517,20.53513175,9.834542371,4.620195728,2.04567105,0.818019871,0.285706408,0.085220415,0.021387079,0.004464873,0.000766972,0.000107021,1.19236E-05,1.0349E-06,6.74102E-08,3.09944E-09,8.96917E-11,1.22865E-12,,,
480,20,0.590067826,0.431971081,210.2831656,0,1.5,0.5,0.9,0.55858168,0.410949501,171.9443376,0,1.5,0.5,0.9,-0.031486146,-0.022568909,-46.88732544,0,0,0,0,2.763120795,,210.2831656,171.9443376,-46.88732544,,20,110.8828807,52.5464493,25.03071444,11.97466025,5.663065056,2.560575986,1.063550107,0.392169101,0.125317613,0.034153746,0.007849314,0.001506552,0.000239011,3.09431E-05,3.21264E-06,2.60909E-07,1.59616E-08,6.91641E-10,1.89213E-11,2.4573E-13,,
504,21,0.621553972,0.45453999,257.170491,0,1.5,0.5,0.9,0.590067826,0.431971081,210.2831656,0,1.5,0.5,0.9,-0.031486146,-0.023887444,-57.34190121,0,0,0,0,3.379220252,,257.170491,210.2831656,-57.34190121,,20,135.59363,64.21373557,30.53386141,14.58587109,6.925384095,3.1810738,1.362955283,0.526445302,0.178687911,0.05238652,0.013110201,0.002775105,0.000492519,7.25567E-05,8.75872E-06,8.51255E-07,6.49511E-08,3.74563E-09,1.53465E-10,3.98084E-12,,257.170491
528,22,0.653040118,0.478427434,314.5123922,0,1.5,0.5,0.9,0.621553972,0.45453999,257.170491,0,1.5,0.5,0.9,-0.031486146,-0.025011016,-70.12755799,0,0,0,0,4.132692834,,314.5123922,257.170491,-70.12755799,,20,165.8168052,78.48971445,37.26983624,17.77546915,8.457481493,3.929935859,1.726578986,0.693747298,0.248239389,0.077646798,0.020965465,0.004842124,0.000949036,0.000156549,2.15183E-05,2.43275E-06,2.22212E-07,1.59867E-08,8.71899E-10,3.38777E-11,,
552,23,0.684526264,0.503438451,384.6399502,0,1.5,0.5,0.9,0.653040118,0.478427434,314.5123922,0,1.5,0.5,0.9,-0.031486146,-0.025968453,-85.76406235,0,0,0,0,5.054168946,,384.6399502,314.5123922,-85.76406235,,20,202.7810021,95.9551326,45.51381188,21.67434257,10.32107902,4.835444986,2.167250361,0.900313636,0.337340971,0.111765316,0.032301731,0.008066792,0.001727654,0.000315047,4.85245E-05,6.24986E-06,6.64319E-07,5.72318E-08,3.89486E-09,2.01482E-10,,
576,24,0.71601241,0.529406903,470.4040125,0,1.5,0.5,0.9,0.684526264,0.503438451,384.6399502,0,1.5,0.5,0.9,-0.031486146,-0.026784319,-104.8870744,0,0,0,0,6.181108725,,470.4040125,384.6399502,-104.8870744,,20,247.9888641,117.3203065,55.60207603,26.44223643,12.59173173,5.932571793,2.700889286,1.153700981,0.449935504,0.156880447,0.048194448,0.01291378,0.002995481,0.000597568,0.000101829,1.47048E-05,1.78143E-06,1.78649E-07,1.45622E-08,9.40158E-10,,
600,25,0.747498557,0.556191222,575.2910869,0,1.5,0.5,0.9,0.71601241,0.529406903,470.4040125,0,1.5,0.5,0.9,-0.031486146,-0.027479548,-128.2739888,0,0,0,0,7.559324882,,575.2910869,470.4040125,-128.2739888,,20,303.2781656,143.454018,67.94572212,32.27420435,15.36183267,7.264403781,3.347225787,1.463138642,0.590688599,0.215491458,0.069931648,0.019969913,0.004979141,0.001077151,0.000200977,3.21296E-05,4.3661E-06,4.99205E-07,4.73796E-08,3.66457E-09,,
624,26,0.778984703,0.58367077,703.5650757,0,1.5,0.5,0.9,0.747498557,0.556191222,575.2910869,0,1.5,0.5,0.9,-0.031486146,-0.028071979,-156.8755377,0,0,0,0,9.244845094,,703.5650757,575.2910869,-156.8755377,,20,370.8965212,175.4188475,83.0473813,39.40850791,18.74430701,8.88388956,4.130661386,1.839956071,0.765178608,0.290530886,0.09904361,0.02996226,0.007977296,0.001857549,0.000376212,6.5899E-05,9.9188E-06,1.27258E-06,1.37745E-07,1.24076E-08,,
648,27,0.810470849,0.611742749,860.4406134,0,1.5,0.5,0.9,0.778984703,0.58367077,703.5650757,0,1.5,0.5,0.9,-0.031486146,-0.02857681,-191.8544404,0,0,0,0,11.30618966,,860.4406134,703.5650757,-191.8544404,,20,453.5927547,214.5143823,101.5216745,48.13628258,22.87714719,10.85597305,5.081307021,2.298097134,0.9801341,0.385460431,0.137341065,0.04377853,0.012374289,0.003081498,0.000672479,0.000127962,2.11148E-05,3.00183E-06,3.64713E-07,3.7475E-08,,
672,28,0.841956995,0.640319559,1052.295054,0,1.5,0.5,0.9,0.810470849,0.611742749,860.4406134,0,1.5,0.5,0.9,-0.031486146,-0.029006995,-234.6326703,0,0,0,0,13.82715701,,1052.295054,860.4406134,-234.6326703,,20,554.7286442,262.3300568,124.1202161,58.81336098,27.92897427,13.26020788,6.236240226,2.854739111,1.243726707,0.504395165,0.186964938,0.062491037,0.018655137,0.004940056,0.001154283,0.000236865,4.24842E-05,6.62443E-06,8.92135E-07,1.02923E-07,,
696,29,0.873443141,0.669326554,1286.927724,0,1.5,0.5,0.9,0.841956995,0.640319559,1052.295054,0,1.5,0.5,0.9,-0.031486146,-0.029373571,-286.9492613,0,0,0,0,16.91023029,,1286.927724,1052.295054,-286.9492613,,20,678.4155856,320.8097742,151.7621842,71.874732,34.10585161,16.19396116,7.641033757,3.531039334,1.565929188,0.652261473,0.250450984,0.087385818,0.027422317,0.007683072,0.001911438,0.000420349,8.13604E-05,1.37964E-05,2.03859E-06,2.60765E-07,,
720,30,0.904929287,0.698700125,1573.876985,0,1.5,0.5,0.9,0.873443141,0.669326554,1286.927724,0,1.5,0.5,0.9,-0.031486146,-0.029685944,-350.931004,0,0,0,0,20.68074359,,1573.876985,1286.927724,-350.931004,,20,829.6817297,392.3309365,185.5717022,87.85222244,41.65962769,19.77633925,9.351619236,4.353038219,1.958951217,0.834995016,0.330813082,0.119998851,0.039415017,0.011630921,0.003065764,0.000718566,0.000149158,2.73092E-05,4.39015E-06,6.16331E-07,,
744,31,0.936415433,0.72838607,1924.807989,0,1.5,0.5,0.9,0.904929287,0.698700125,1573.876985,0,1.5,0.5,0.9,-0.031486146,-0.029952129,-429.1789043,0,0,0,0,25.29197698,,1924.807989,1573.876985,-429.1789043,,20,1014.676388,479.8010952,226.9235491,107.3961184,50.89814664,24.15299693,11.43656324,5.352754422,2.437768617,1.059786256,0.431649468,0.162161697,0.055531784,0.01718774,0.004778796,0.001188006,0.00026304,5.16789E-05,8.97396E-06,1.3711E-06,,
768,32,0.967901579,0.758338198,2353.986893,0,1.5,0.5,0.9,0.936415433,0.72838607,1924.807989,0,1.5,0.5,0.9,-0.031486146,-0.030178954,-524.8739205,0,0,0,0,30.93138777,,2353.986893,1924.807989,-524.8739205,,20,1240.920014,586.7761537,277.4990583,131.3016045,62.19774099,29.50202687,13.97984998,6.569516185,3.020765778,1.335382728,0.557276826,0.216059251,0.076857766,0.024856549,0.007260585,0.001906164,0.000448033,9.39511E-05,1.7515E-05,2.89167E-06,,
792,33,0.999387725,0.788517153,2878.860813,0,1.5,0.5,0.9,0.967901579,0.758338198,2353.986893,0,1.5,0.5,0.9,-0.031486146,-0.03037224,-641.9062765,0,0,0,0,37.82823108,,2878.860813,2353.986893,-641.9062765,,20,1517.609932,717.6049258,339.3544774,160.5410953,76.0185137,36.0411697,17.08428536,8.051582944,3.73051586,1.672459338,0.712898006,0.284302766,0.104698063,0.035256793,0.010779778,0.002977048,0.000739659,0.000164767,3.28022E-05,5.81633E-06,,
816,34,1.030873871,0.818889393,3520.767088,0,1.5,0.5,0.9,0.999387725,0.788517153,2878.860813,0,1.5,0.5,0.9,-0.031486146,-0.030536947,-785.0336084,0,0,0,0,46.26287954,,3520.767088,2878.860813,-785.0336084,,20,1855.994222,877.6059271,415.0045671,196.3037717,92.92303002,44.0366385,20.87566223,9.858123426,4.594729277,2.084070643,0.904810273,0.370021814,0.140619004,0.049145047,0.015675181,0.004537594,0.001187137,0.000279746,5.91952E-05,1.12135E-05,,
840,35,1.062360018,0.84942634,4305.800694,0,1.5,0.5,0.9,1.030873871,0.818889393,3520.767088,0,1.5,0.5,0.9,-0.031486146,-0.030677299,-960.0743733,0,0,0,0,56.57822113,,4305.800694,3520.767088,-960.0743733,,20,2269.828986,1073.283586,507.5248391,240.0439308,113.5991784,53.8139168,25.50785748,12.06163119,5.647408107,2.586202369,1.140662347,0.476979506,0.186499566,0.067439838,0.022369154,0.006765111,0.001857228,0.000461224,0.000103305,2.08098E-05,,
864,36,1.093846164,0.880103638,5265.875064,0,1.5,0.5,0.9,1.062360018,0.84942634,4305.800694,0,1.5,0.5,0.9,-0.031486146,-0.030796898,-1174.144383,0,0,0,0,69.19359834,,5265.875064,4305.800694,-1174.144383,,20,2775.937562,1312.592666,620.6765885,293.5401124,138.8881288,65.77096911,31.16906934,14.75087644,6.930252722,3.198443517,1.429770351,0.609716074,0.244595554,0.091251784,0.031383291,0.00988592,0.002838805,0.000740425,0.000174889,3.73089E-05,,
888,37,1.12533231,0.910900536,6440.019439,0,1.5,0.5,0.9,1.093846164,0.880103638,5265.875064,0,1.5,0.5,0.9,-0.031486146,-0.030898813,-1435.946079,0,0,0,0,84.62185543,,6440.019439,5265.875064,-1435.946079,,20,3394.894433,1605.261645,759.059804,358.9674076,169.8185256,80.39440106,38.0894493,18.03451502,8.494377467,3.944805358,1.783504984,0.77372693,0.317619658,0.121920538,0.043356989,0.014185394,0.004248228,0.001160101,0.000287996,6.4825E-05,,
912,38,1.156818456,0.941799349,7875.965506,0,1.5,0.5,0.9,1.12533231,0.910900536,6440.019439,0,1.5,0.5,0.9,-0.031486146,-0.030985658,-1756.122305,0,0,0,0,103.4901867,,7875.965506,6440.019439,-1756.122305,,20,4151.861626,1963.188203,928.3001723,438.9858869,207.648302,98.27922596,46.55043965,22.04550188,10.40240498,4.85471978,2.215765059,0.975682541,0.408841112,0.161060362,0.059069699,0.020019713,0.006235661,0.001777726,0.000462417,0.000109459,,
936,39,1.188304602,0.972785007,9632.087789,0,1.5,0.5,0.9,1.156818456,0.941799349,7875.965506,0,1.5,0.5,0.9,-0.031486146,-0.031059662,-2147.688966,0,0,0,0,126.5656336,,9632.087789,7875.965506,-2147.688966,,20,5077.611606,2400.922887,1135.277778,536.848744,253.915819,120.1530412,56.89619691,26.94648943,12.73102436,5.96425682,2.743556003,1.223699044,0.522209398,0.210616512,0.079467832,0.02782971,0.008992472,0.002669313,0.000725479,0.000180051,,
960,40,1.219790748,1.003844668,11779.77672,0,1.5,0.5,0.9,1.188304602,0.972785007,9632.087789,0,1.5,0.5,0.9,-0.031486146,-0.031122723,-2626.564149,0,0,0,0,154.7862661,,11779.77672,9632.087789,-2626.564149,,20,6209.77825,2936.260631,1388.4068,656.5345509,310.502404,146.9055967,69.54756576,32.93643093,15.57411737,7.317610327,3.387696167,1.527670436,0.662507327,0.272935089,0.105697568,0.038157335,0.012759919,0.003933945,0.001114246,0.000289136,,
984,41,1.251276894,1.034967392,14406.34081,0,1.5,0.5,0.9,1.219790748,1.003844668,11779.77672,0,1.5,0.5,0.9,-0.031486146,-0.03117646,-3212.215237,0,0,0,0,189.2993182,,14406.34081,11779.77672,-3212.215237,,20,7594.386749,3590.964155,1697.977566,802.9090007,379.7088334,179.6249582,85.01917195,40.2586579,19.04658008,8.968911737,4.173678999,1.899675582,0.835539949,0.350849537,0.139145072,0.051665381,0.017839402,0.00569914,0.001678186,0.000454158,,
1008,42,1.28276304,1.066143852,17618.55596,0,1.5,0.5,0.9,1.251276894,1.034967392,14406.34081,0,1.5,0.5,0.9,-0.031486146,-0.031222252,-3928.4503,0,0,0,0,231.5078253,,17618.55596,14406.34081,-3928.4503,,20,9287.724637,4391.648674,2076.574884,981.9227139,464.3488668,219.6417332,103.9403292,49.21076071,23.28899565,10.98444541,5.132725546,2.354476265,1.048367076,0.447787619,0.181485965,0.069161319,0.024604598,0.008127192,0.002482377,0.000698964,,
1032,43,1.314249186,1.097366104,21547.00612,0,1.5,0.5,0.9,1.28276304,1.066143852,17618.55596,0,1.5,0.5,0.9,-0.031486146,-0.031261272,-4804.385943,0,0,0,0,283.1276604,,21547.00612,17618.55596,-4804.385943,,20,11358.63001,5370.863866,2539.589642,1200.853148,567.8636362,268.5831599,127.08061,60.15667441,28.47334866,13.44535545,6.303069518,2.910126122,1.309588914,0.567903511,0.234746296,0.091626248,0.033515942,0.011422673,0.00361134,0.001055646,,
1056,44,1.345735332,1.128627376,26351.39185,0,1.5,0.5,0.9,1.314249186,1.097366104,21547.00612,0,1.5,0.5,0.9,-0.031486146,-0.031294523,-5875.630972,0,0,0,0,346.2572889,,26351.39185,21547.00612,-5875.630972,,20,13891.28995,6568.417095,3105.844487,1468.600447,694.4615386,328.4392552,155.38112,73.54146152,34.81001381,16.4509541,7.731526706,3.588714801,1.629696355,0.716240591,0.301377739,0.120250258,0.045138004,0.015841327,0.005173606,0.001566785,,
1080,45,1.377221478,1.159921899,32227.02251,0,1.5,0.5,0.9,1.345735332,1.128627376,26351.39185,0,1.5,0.5,0.9,-0.031486146,-0.031322857,-7185.733964,0,0,0,0,423.4630757,,32227.02251,26351.39185,-7185.733964,,20,16988.66293,8032.991666,3798.359009,1796.049255,849.2893202,401.6437119,189.992747,89.90939322,42.55630335,20.12276604,9.475412183,4.417277182,2.021500044,0.898931744,0.384350309,0.156475754,0.060160454,0.021700663,0.007307151,0.002288149,,
1104,46,1.408707625,1.191244756,39412.75601,0,1.5,0.5,0.9,1.377221478,1.159921899,32227.02251,0,1.5,0.5,0.9,-0.031486146,-0.031347001,-8787.953625,0,0,0,0,517.883614,,39412.75601,32227.02251,-8787.953625,,20,20776.66431,9824.125919,4645.28554,2196.511206,1038.641307,491.1728335,232.32294,109.926064,52.02692132,24.6094735,11.60488295,5.428904182,2.500655472,1.123445404,0.487266596,0.202050665,0.079423514,0.029392621,0.010185853,0.00329195,,
1128,47,1.440193771,1.222591757,48200.70898,0,1.5,0.5,0.9,1.408707625,1.191244756,39412.75601,0,1.5,0.5,0.9,-0.031486146,-0.031367576,-10747.42387,0,0,0,0,633.357316,,48200.70898,39412.75601,-10747.42387,,20,25409.28507,12014.6336,5681.053616,2686.266072,1270.215287,600.6665283,284.0929187,134.4054392,63.60674986,30.09296307,14.20580106,6.664099937,3.086305214,1.398887418,0.614502358,0.259093851,0.103948945,0.0393988,0.014027207,0.00467073,,
1152,48,1.471679917,1.253959333,58948.13192,0,1.5,0.5,0.9,1.440193771,1.222591757,48200.70898,0,1.5,0.5,0.9,-0.031486146,-0.031385108,-13143.80167,0,0,0,0,774.5784534,,58948.13192,48200.70898,-13143.80167,,20,31074.85193,14693.56389,6947.769612,3285.223581,1553.425444,734.57628,347.4076406,164.3429351,77.76648772,36.79572042,17.38323346,8.172440162,3.801864158,1.736370977,0.77137937,0.330175553,0.134977926,0.052308829,0.019101525,0.006542026,,
1176,49,1.503166063,1.285344441,72091.93228,0,1.5,0.5,0.9,1.471679917,1.253959333,58948.13192,0,1.5,0.5,0.9,-0.031486146,-0.031400048,-16074.5053,0,0,0,0,947.2879902,,72091.93228,58948.13192,-16074.5053,,20,38003.68322,17969.8215,8496.928468,4017.732787,1899.785071,898.3461128,424.8413685,200.9558762,95.08177719,44.98987388,21.26573086,10.01459882,4.675979359,2.149469613,0.964377691,0.418416316,0.174017451,0.068842648,0.025742986,0.009053925,,
1200,50,1.534652209,1.316744489,88166.43577,0,1.5,0.5,0.9,1.503166063,1.285344441,72091.93228,0,1.5,0.5,0.9,-0.031486146,-0.031412779,-19658.67459,0,0,0,0,1158.506966,,88166.43577,72091.93228,-19658.67459,,20,46477.45187,21976.59384,10391.50707,4913.571924,2323.374615,1098.633904,519.5423173,245.7329747,116.256597,55.00825455,26.01055946,12.26482523,5.743703252,2.654771562,1.201396076,0.527608591,0.222897224,0.089877609,0.034362918,0.012391738,,
1224,51,1.566138355,1.348157268,107825.1079,0,1.5,0.5,0.9,1.534652209,1.316744489,88166.43577,0,1.5,0.5,0.9,-0.031486146,-0.031423627,-24042.01426,0,0,0,0,1416.821918,,107825.1079,88166.43577,-24042.01426,,20,56840.63609,26876.76545,12708.52443,6009.158954,2841.414076,1343.582046,635.3606348,300.4948432,142.1518725,67.25792304,31.81009848,15.01397208,7.047927647,3.2725579,1.492071173,0.662366088,0.283839498,0.116481532,0.045465856,0.016785974,,
1248,52,1.597624501,1.379580895,131867.1188,0,1.5,0.5,0.9,1.566138355,1.348157268,107825.1079,0,1.5,0.5,0.9,-0.031486146,-0.031432871,-29402.71713,0,0,0,0,1732.733941,,131867.1188,107825.1079,-29402.71713,,20,69514.52314,32869.53958,15542.17263,7349.032049,3474.963052,1643.148452,777.0049171,367.4680015,173.8204667,82.23671293,38.89966339,18.37319736,8.641136533,4.02763185,1.848168518,0.828307105,0.359544816,0.149953125,0.059668991,0.02252195,,
1272,53,1.629110647,1.411013766,161269.8314,0,1.5,0.5,0.9,1.597624501,1.379580895,131867.1188,0,1.5,0.5,0.9,-0.031486146,-0.031440749,-35958.70808,0,0,0,0,2119.085585,,161269.8314,131867.1188,-35958.70808,,20,85014.33565,40198.53629,19007.64602,8987.660165,4249.776851,2009.511372,950.2336242,449.3753846,212.5499736,100.5534637,47.5670733,22.47849056,10.5875487,4.950332786,2.284061185,1.032279388,0.453297273,0.191871463,0.077725818,0.029951358,,
1296,54,1.660596793,1.442454515,197228.5335,0,1.5,0.5,0.9,1.629110647,1.411013766,161269.8314,0,1.5,0.5,0.9,-0.031486146,-0.031447461,-43976.50316,0,0,0,0,2591.58293,,197228.5335,161269.8314,-43976.50316,,20,103970.1766,49161.69616,23245.82408,10991.65734,5197.353514,2457.564468,1162.089174,549.5470325,259.9150558,122.9527657,58.16435137,27.49620711,12.96573707,6.077775969,2.817315505,1.282635747,0.569093696,0.244156625,0.100554947,0.03950625,,
1320,55,1.692082939,1.473901977,241205.0288,0,1.5,0.5,0.9,1.660596793,1.442454515,197228.5335,0,1.5,0.5,0.9,-0.031486146,-0.031453181,-53782.04416,0,0,0,0,3169.434078,,241205.0288,197228.5335,-53782.04416,,20,127152.6444,60123.39225,28428.99849,13442.49068,6356.214279,3005.522277,1421.184233,672.0554608,317.8414512,150.3452237,71.12203423,33.62983596,15.87183108,7.455368189,3.469407598,1.589571699,0.711802106,0.309144039,0.129275283,0.05171599,,
1344,56,1.723569086,1.505355158,294987.0626,0,1.5,0.5,0.9,1.692082939,1.473901977,241205.0288,0,1.5,0.5,0.9,-0.031486146,-0.031458056,-65773.94878,0,0,0,0,3876.130002,,294987.0626,241205.0288,-65773.94878,,20,155504.1597,73529.24269,34767.87724,16439.79225,7773.46956,3675.660678,1738.051842,821.8812152,388.6842531,183.8444692,86.96667213,41.12827562,19.42343206,9.138660767,4.266599716,1.965538878,0.887356025,0.389675653,0.165249034,0.067227848,,
1368,57,1.755055232,1.536813214,360760.9979,0,1.5,0.5,0.9,1.723569086,1.505355158,294987.0626,0,1.5,0.5,0.9,-0.031486146,-0.031462209,-80439.71544,0,0,0,0,4740.399513,,360760.9979,294987.0626,-80439.71544,,20,190177.2765,89924.22609,42520.15033,20105.40925,9506.734097,4495.222454,2125.573609,1005.11534,475.3236455,224.812426,106.3422315,50.29595492,23.76440077,11.19561502,5.241011926,2.425751046,1.102992596,0.489211727,0.210134358,0.086832085,,
1392,58,1.786541378,1.568275423,441200.696,0,1.5,0.5,0.9,1.755055232,1.536813214,360760.9979,0,1.5,0.5,0.9,-0.031486146,-0.031465749,-98375.54115,0,0,0,0,5797.377145,,441200.696,360760.9979,-98375.54115,,20,232581.5367,109974.8362,52000.96548,24588.35746,11626.46913,5497.524783,2599.503378,1229.206994,581.2819845,274.9146699,130.0362704,61.50521024,29.0707116,13.70937217,6.431932546,2.988803222,1.367544286,0.611967901,0.265949832,0.11149254,,
