cycle,i,LVSNi,tab,TEMFAC,FCO2D,RCLFAi
1008,12,15.80702772710535,0.0032,21.92,24.243196288763684,26.8800839692441
1008,13,11.234214932127525,0.0032,21.92,24.243196288763684,19.103948314476895
1008,14,7.165959833111467,0.0032,21.92,24.243196288763684,12.18582046920597
1008,15,4.119763584849698,0.0032,21.92,24.243196288763684,7.005718785720956
1008,16,2.142138220937957,0.0032,21.92,24.243196288763684,3.642737663691307
1008,17,1.0102770113062376,0.0032,21.92,24.243196288763684,1.717990969898907
1008,18,0.4331650963026088,0.0032,21.92,24.243196288763684,0.7366036399869111
1008,19,0.25685972617477576,0.0016,21.92,24.243196288763684,0.2183968778664053
1032,0,0.00128895354901298,-0.0002,21.92,24.24319628876362,-0.00013699278347928
1032,1,0.01740205548232577,0.00025,21.92,24.24319628876362,0.00231191032893516
1032,2,0.11454941724369365,0.0007,21.92,24.24319628876362,0.04261096324344405
1032,3,0.4899149239602858,0.00115,21.92,24.24319628876362,0.2993980292217015
1032,4,1.530723418105638,0.0016,21.92,24.24319628876362,1.3015088833497797
1032,5,3.7247951742083028,0.00235,21.92,24.24319628876362,4.651582049290751
1032,6,7.348708810110295,0.0031,21.92,24.24319628876362,12.10606943324067
1032,7,12.163294625444808,0.00315,21.92,24.24319628876362,20.360676702145714
1032,8,17.116534814345084,0.0032,21.92,24.24319628876362,29.106920100047105
1032,9,20.782278235074664,0.0032,21.92,24.24319628876362,35.34057089512667
1032,10,22.028730684755573,0.0032,21.92,24.24319628876362,37.4601816840443
1032,11,20.464231883831275,0.0032,21.92,24.24319628876362,34.799728380320786
1032,12,16.87804847290628,0.0032,21.92,24.24319628876362,28.70137055625777
1032,13,12.442463849908243,0.0032,21.92,24.24319628876362,21.158593433495778
1032,14,8.240892274264654,0.0032,21.92,24.24319628876362,14.013758951904695
1032,15,4.924643094536211,0.0032,21.92,24.24319628876362,8.37442827234998
1032,16,2.664675182946621,0.0032,21.92,24.24319628876362,4.531319480482904
1032,17,1.3093424099854616,0.0032,21.92,24.24319628876362,2.22655609470147
1032,18,0.5856521711085814,0.0032,21.92,24.24319628876362,0.9959101614767365
1032,19,0.37131253285927635,0.0016,21.92,24.24319628876362,0.3157112214390282
1056,0,0.00091615671743243,-0.0002,21.92,24.24319628876356,-0.00009737112630662
1056,1,0.01270952869754365,0.00025,21.92,24.24319628876356,0.00168849540225819
1056,2,0.0860169741755126,0.0007,21.92,24.24319628876356,0.03199724811438812
1056,3,0.37848630859239873,0.00115,21.92,24.24319628876356,0.23130149611271406
1056,4,1.217448287088125,0.0016,21.92,24.24319628876356,1.035144391156635
1056,5,3.0519479052350973,0.00235,21.92,24.24319628876356,3.811319932344861
1056,6,6.207464524694357,0.0031,21.92,24.24319628876356,10.226013641599186
1056,7,10.663101591584878,0.00315,21.92,24.24319628876356,17.84943724821226
1056,8,15.593810994784157,0.0032,21.92,24.24319628876356,26.517505768750667
1056,9,19.683809979308027,0.0032,21.92,24.24319628876356,33.472609412277755
1056,10,21.69938747939932,0.0032,21.92,24.24319628876356,36.90012870207242
1056,11,20.87761070947707,0.0032,21.92,24.24319628876356,35.50268517500086
1056,12,17.825605790356946,0.0032,21.92,24.24319628876356,30.312705760982478
1056,13,13.614453730261118,0.0032,21.92,24.24319628876356,23.15157952416784
1056,14,9.351050187316547,0.0032,21.92,24.24319628876356,15.901598869512
1056,15,5.800877189861232,0.0032,21.92,24.24319628876356,9.864477285085151
1056,16,3.2618139476028514,0.0032,21.92,24.24319628876356,5.5467627638350265
1056,17,1.6674544582113493,0.0032,21.92,24.24319628876356,2.8355309186149653
1056,18,0.7768688220267603,0.0032,21.92,24.24319628876356,1.3210768988124635
1056,19,0.5260561520852851,0.0016,21.92,24.24319628876356,0.4472831257309147
1080,0,0.00064354720283898,-0.0002,21.92,24.2431962887635,-0.00006839759484329
1080,1,0.00916978058788836,0.00025,21.92,24.2431962887635,0.00121823025312955
1080,2,0.0637801226883483,0.0007,21.92,24.2431962887635,0.02372541501240303
1080,3,0.2885925510638702,0.00115,21.92,24.2431962887635,0.17636539899239684
1080,4,0.9551924153029512,0.0016,21.92,24.2431962887635,0.8121594006601407
1080,5,2.4654966669667613,0.00235,21.92,24.2431962887635,3.0789505200339784
1080,6,5.166784416565514,0.0031,21.92,24.2431962887635,8.511624628189466
1080,7,9.219235825606193,0.00315,21.92,24.2431962887635,15.432486498627563
1080,8,14.0311001948118,0.0032,21.92,24.2431962887635,23.86009298703762
1080,9,18.4391005222709,0.0032,21.92,24.2431962887635,31.355962608078197
1080,10,21.16682263531406,0.0032,21.92,24.2431962887635,35.994494323793134
1080,11,21.094744219514126,0.0032,21.92,24.2431962887635,35.871923913813404
1080,12,18.632020092870764,0.0032,21.92,24.2431962887635,31.68402518546855
1080,13,14.72714304148963,0.0032,21.92,24.2431962887635,25.043724121739107
1080,14,10.477545617543361,0.0032,21.92,24.2431962887635,17.817220976224828
1080,15,6.738919675838507,0.0032,21.92,24.2431962887635,11.45963237844592
1080,16,3.93269652079823,0.0032,21.92,24.2431962887635,6.687608482101904
1080,17,2.08872320766166,0.0032,21.92,24.2431962887635,3.551904645183753
1080,18,1.0121833164869023,0.0032,21.92,24.2431962887635,1.7212326699965919
1080,19,0.7313238845632689,0.0016,21.92,24.2431962887635,0.6218135301953495
1104,0,0.00044669187610177,-0.0002,21.92,24.243196288763436,-0.00004747538304357
1104,1,0.00653486712205807,0.00025,21.92,24.243196288763436,0.0008681748436585
1104,2,0.04669323030402257,0.0007,21.92,24.243196288763436,0.01736930285703304
1104,3,0.2171669225684077,0.00115,21.92,24.243196288763436,0.1327155909102155
1104,4,0.7392607529041436,0.0016,21.92,24.243196288763436,0.6285619110781658
1104,5,1.9637083381710796,0.00235,21.92,24.243196288763436,2.452309463652745
1104,6,4.237755479108717,0.0031,21.92,24.243196288763436,6.981166814040062
1104,7,7.860377986098027,0.00315,21.92,24.243196288763436,13.157834275986819
1104,8,12.467373420377053,0.0032,21.92,24.243196288763436,21.200952525755017
1104,9,17.082325123293337,0.0032,21.92,24.243196288763436,29.048746015461962
1104,10,20.446091776900055,0.0032,21.92,24.243196288763436,34.768880860727315
1104,11,21.113789098845565,0.0032,21.92,24.243196288763436,35.90431001222797
1104,12,19.282732005695465,0.0032,21.92,24.243196288763436,32.790570398046405
1104,13,15.758907008862113,0.0032,21.92,24.243196288763436,26.79825397758635
1104,14,11.600393133655523,0.0032,21.92,24.243196288763436,19.72663975114072
1104,15,7.726756036210149,0.0032,21.92,24.243196288763436,13.139462690195744
1104,16,4.674169273378958,0.0032,21.92,24.243196288763436,7.948493842358426
1104,17,2.5759460308790647,0.0032,21.92,24.243196288763436,4.380434247707202
1104,18,1.2966314705613946,0.0032,21.92,24.243196288763436,2.204940954591273
1104,19,0.9987674584799916,0.0016,21.92,24.243196288763436,0.8492094027156725
1128,0,0.00030633041157899,-0.0002,21.92,24.243196288763357,-0.0000325574616546
1128,1,0.00459947904726805,0.00025,21.92,24.243196288763357,0.00061105328206198
1128,2,0.0337477476094059,0.0007,21.92,24.243196288763357,0.01255374376871895
1128,3,0.16126525990301044,0.00115,21.92,24.243196288763357,0.09855282751255855
1128,4,0.5643477632784083,0.0016,21.92,24.243196288763357,0.4798408507491258
1128,5,1.5419939389690036,0.00235,21.92,24.243196288763357,1.9256659738740727
1128,6,3.4250088639521232,0.0031,21.92,24.243196288763357,5.642269436424492
1128,7,6.608428394275127,0.00315,21.92,24.243196288763357,11.06214049634548
1128,8,10.93840827822676,0.0032,21.92,24.243196288763357,18.600924733270478
1128,9,15.64941301195516,0.0032,21.92,24.243196288763357,26.612057819662144
1128,10,19.557302403464345,0.0032,21.92,24.243196288763357,33.25748141224288
1128,11,20.937367145265537,0.0032,21.92,24.243196288763357,35.60430187609247
1128,12,19.76654204786974,0.0032,21.92,24.243196288763357,33.61329651603164
1128,13,16.689987709027346,0.0032,21.92,24.243196288763357,28.381570451414376
1128,14,12.699174149754121,0.0032,21.92,24.243196288763357,21.595133087550458
1128,15,8.750265644126705,0.0032,21.92,24.243196288763357,14.879955885949895
1128,16,5.4807373132237585,0.0032,21.92,24.243196288763357,9.320074699445112
1128,17,3.130347900292376,0.0032,21.92,24.243196288763357,5.323202809881684
1128,18,1.6346576488257987,0.0032,21.92,24.243196288763357,2.7797594601581963
1128,19,1.3413691877234921,0.0016,21.92,24.243196288763357,1.140509051487774
1152,0,0.00020752119676008,-0.0002,21.92,24.24319628876328,-0.00002205580363767
1152,1,0.00319682129202831,0.00025,21.92,24.24319628876328,0.00042470639013342
1152,2,0.02407744394757686,0.0007,21.92,24.24319628876328,0.00895651068100698
1152,3,0.11816487596958022,0.00115,21.92,24.24319628876328,0.07221321347497164
1152,4,0.42492322678972655,0.0016,21.92,24.24319628876328,0.36129410961315034
1152,5,1.193726275432989,0.00235,21.92,24.24319628876328,1.4907439080193015
1152,6,2.7276781088253323,0.0031,21.92,24.24319628876328,4.493505108208797
1152,7,5.47817239694726,0.00315,21.92,24.24319628876328,9.170155005497229
1152,8,9.475284843205973,0.0032,21.92,24.24319628876328,16.112861735614814
1152,9,14.17642979958322,0.0032,21.92,24.24319628876328,24.10722812508578
1152,10,18.524742502196716,0.0032,21.92,24.24319628876328,31.501598059058416
1152,11,20.572720306326513,0.0032,21.92,24.24319628876328,34.984214544114536
1152,12,20.07590265812534,0.0032,21.92,24.24319628876328,34.13936880008196
1152,13,17.50288856831517,0.0032,21.92,24.24319628876328,29.763920361439308
1152,14,13.75364464313451,0.0032,21.92,24.24319628876328,23.388275726033324
1152,15,9.793663798011215,0.0032,21.92,24.24319628876328,16.654269847687008
1152,16,6.3446266182496345,0.0032,21.92,24.24319628876328,10.78913121406154
1152,17,3.751378235856623,0.0032,21.92,24.24319628876328,6.379274062213903
1152,18,2.0298555737560275,0.0032,21.92,24.24319628876328,3.451799364812718
1152,19,1.7732856959402459,0.0016,21.92,24.24319628876328,1.5077492502463423
1176,0,0.00013885431933633,-0.0002,21.92,24.24319628876322,-0.00001475773872423
1176,1,0.00219385371725764,0.00025,21.92,24.24319628876322,0.00029145942410378
1176,2,0.01695511010843246,0.0007,21.92,24.24319628876322,0.0063070907823298
1176,3,0.0854270181682557,0.00115,21.92,24.24319628876322,0.052206372231141
1176,4,0.31554195701536497,0.0016,21.92,24.24319628876322,0.2682918777275304
1176,5,0.9110079657462982,0.00235,21.92,24.24319628876322,1.1376808930512516
1176,6,2.140525331433273,0.0031,21.92,24.24319628876322,3.5262450799914538
1176,7,4.477515953389474,0.00315,21.92,24.24319628876322,7.495111938253114
1176,8,8.103307201807834,0.0032,21.92,24.24319628876322,13.779793505370066
1176,9,12.697998557830093,0.0032,21.92,24.24319628876322,21.593133976131224
1176,10,17.375811996474955,0.0032,21.92,24.24319628876322,29.547824775313874
1176,11,20.031594509924712,0.0032,21.92,24.24319628876322,34.06402214005722
1176,12,20.20717402493762,0.0032,21.92,24.24319628876322,34.36259769697441
1176,13,18.182741785324616,0.0032,21.92,24.24319628876322,30.920020791922934
1176,14,14.744286534285306,0.0032,21.92,24.24319628876322,25.07287688428403
1176,15,10.839987534641617,0.0032,21.92,24.24319628876322,18.433558806066518
1176,16,7.255946549039088,0.0032,21.92,24.24319628876322,12.338844207887686
1176,17,4.436577847571341,0.0032,21.92,24.24319628876322,7.544466115809249
1176,18,2.4847239417990883,0.0032,21.92,24.24319628876322,4.225309738744932
1176,19,2.3096231560994323,0.0016,21.92,24.24319628876322,1.9637741340455974
1200,0,0.00009175158191419,-0.0002,21.92,24.24319628876314,-0.0000097515574589
1200,1,0.00148633361534671,0.00025,21.92,24.24319628876314,0.00019746345717916
1200,2,0.01178319208917701,0.0007,21.92,24.24319628876314,0.00438320139101358
1200,3,0.06092803997622386,0.00115,21.92,24.24319628876314,0.03723449562581777
1200,4,0.23107431849081897,0.0016,21.92,24.24319628876314,0.19647264468063183
1200,5,0.6853456933010956,0.00235,21.92,24.24319628876314,0.855870343312402
1200,6,1.6551173893701125,0.0031,21.92,24.24319628876314,2.7265968149821806
1200,7,3.608165633541331,0.00315,21.92,24.24319628876314,6.0398679974949445
1200,8,6.841410505453892,0.0032,21.92,24.24319628876314,11.633919547020453
1200,9,11.245881316464935,0.0032,21.92,24.24319628876314,19.123787173243652
1200,10,16.13981934201291,0.0032,21.92,24.24319628876314,27.446001022557443
1200,11,19.329871852207184,0.0032,21.92,24.24319628876314,32.8707324028459
1200,12,20.160781625224296,0.0032,21.92,24.24319628876314,34.28370673648776
1200,13,18.717646268035814,0.0032,21.92,24.24319628876314,31.829633760219608
1200,14,15.652810460842797,0.0032,21.92,24.24319628876314,26.61783523164331
1200,15,11.871598766615222,0.0032,21.92,24.24319628876314,20.187828933113497
1200,16,8.20293778535033,0.0032,21.92,24.24319628876314,13.94921678327917
1200,17,5.181523974846531,0.0032,21.92,24.24319628876314,8.811258001002354
1200,18,3.000451454612519,0.0032,21.92,24.24319628876314,5.102311986669281
1200,19,2.966147957849399,0.0016,21.92,24.24319628876314,2.521989192043776
1224,0,0.00005986264788398,-0.0002,21.92,24.243196288763077,-0.0000063623322705
1224,1,0.00099398981848734,0.00025,21.92,24.243196288763077,0.00013205424672684
1224,2,0.00808057771098421,0.0007,21.92,24.243196288763077,0.00300587474047136
1224,3,0.04286543320836805,0.00115,21.92,24.243196288763077,0.0261960303649781
1224,4,0.1668613194622356,0.0016,21.92,24.243196288763077,0.1418750683492665
1224,5,0.5082039508068296,0.00235,21.92,24.243196288763077,0.6346529847655552
1224,6,1.2609535531587424,0.0031,21.92,24.243196288763077,2.077261687880352
1224,7,2.866612195232282,0.00315,21.92,24.243196288763077,4.798548907584072
1224,8,5.7020494061417,0.0032,21.92,24.243196288763077,9.696419180124463
1224,9,9.847823271688725,0.0032,21.92,24.243196288763077,16.74636883209525
1224,10,14.846721288764748,0.0032,21.92,24.243196288763077,25.247068696262218
1224,11,18.48698200171102,0.0032,21.92,24.243196288763077,31.437385770619155
1224,12,19.94123495252343,0.0032,21.92,24.243196288763077,33.91036437894579
1224,13,19.098957905251545,0.0032,21.92,24.243196288763077,32.478059827647286
1224,14,16.462614997622318,0.0032,21.92,24.243196288763077,27.994919799539662
1224,15,12.870687323764939,0.0032,21.92,24.243196288763077,21.886793771572204
1224,16,9.172287692957699,0.0032,21.92,24.243196288763077,15.597610609234417
1224,17,5.979855358698108,0.0032,21.92,24.243196288763077,10.168832302995563
1224,18,3.5767441283620744,0.0032,21.92,24.243196288763077,6.082306184736294
1224,19,3.7589405748729123,0.0016,21.92,24.243196288763077,3.1960669656673972
1248,0,0.0000385581054844,-0.0002,21.92,24.243196288763016,-0.00000409803921952
1248,1,0.00065605485294781,0.00025,21.92,24.243196288763016,0.00008715866883763
1248,2,0.00546740834248211,0.0007,21.92,24.243196288763016,0.00203380812861555
1248,3,0.02974509273123304,0.00115,21.92,24.243196288763016,0.01817789519608435
1248,4,0.11880295442105908,0.0016,21.92,24.243196288763016,0.10101308879076201
1248,5,0.3714275217054728,0.00235,21.92,24.243196288763016,0.4638444563451491
1248,6,0.9464712990469356,0.0031,21.92,24.243196288763016,1.5591919014490712
1248,7,2.245278345025884,0.00315,21.92,24.243196288763016,3.7584707019894186
1248,8,4.691513654780269,0.0032,21.92,24.243196288763016,7.977988218942595
1248,9,8.526729194248102,0.0032,21.92,24.243196288763016,14.49982885342605
1248,10,13.525890240124056,0.0032,21.92,24.243196288763016,23.000976001949713
1248,11,17.52513613920656,0.0032,21.92,24.243196288763016,29.80175268412459
1248,12,19.55698577531499,0.0032,21.92,24.243196288763016,33.25694298140084
1248,13,19.32150808967096,0.0032,21.92,24.243196288763016,32.85650970119974
1248,14,17.159201236302412,0.0032,21.92,24.243196288763016,29.179474980361643
1248,15,13.81976241589447,0.0032,21.92,24.243196288763016,23.500709974541376
1248,16,10.149495278702528,0.0032,21.92,24.243196288763016,17.2593665328455
1248,17,6.823374016884492,0.0032,21.92,24.243196288763016,11.603248231980919
1248,18,4.211704856811097,0.0032,21.92,24.243196288763016,7.162066275788335
1248,19,4.70400380313762,0.0016,21.92,24.243196288763016,3.9996139502924213
1272,0,0.00002451434279367,-0.0002,21.92,24.243196288762956,-0.00000260543761025
1272,1,0.00042729163294865,0.00025,21.92,24.243196288762956,0.00005676685381706
1272,2,0.00364939030808814,0.0007,21.92,24.243196288762956,0.00135752795623656
1272,3,0.02035582580147762,0.00115,21.92,24.243196288762956,0.01243990299147641
1272,4,0.08339139499964217,0.0016,21.92,24.243196288762956,0.07090414904691263
1272,5,0.26753518373044327,0.00235,21.92,24.243196288762956,0.33410209152204096
1272,6,0.699883546859954,0.0031,21.92,24.243196288762956,1.1529697301126232
1272,7,1.7337058997005972,0.00315,21.92,24.243196288762956,2.902126965383334
1272,8,3.8105828076895154,0.0032,21.92,24.243196288762956,6.47995231050349
1272,9,7.300203271265486,0.0032,21.92,24.243196288762956,12.414103417283961
1272,10,12.204989692844979,0.0032,21.92,24.243196288762956,20.75476512417681
1272,11,16.46843761552936,0.0032,21.92,24.243196288762956,28.004821247235085
1272,12,19.020121435139657,0.0032,21.92,24.243196288762956,32.343997246557805
1272,13,19.383727050209508,0.0032,21.92,24.243196288762956,32.962313961977124
1272,14,17.730535562160153,0.0032,21.92,24.243196288762956,30.15103743465097
1272,15,14.702123781132093,0.0032,21.92,24.243196288762956,25.001178500204286
1272,16,11.119269571966523,0.0032,21.92,24.243196288762956,18.908482032873962
1272,17,7.702216557609681,0.0032,21.92,24.243196288762956,13.09773294462093
1272,18,4.901771688264487,0.0032,21.92,24.243196288762956,8.335535108391774
1272,19,5.816839176770783,0.0016,21.92,24.243196288762956,4.945810439715583
1296,0,0.00001538137556919,-0.0002,21.92,24.243196288762892,-0.00000163476601199
1296,1,0.00027457810054187,0.00025,21.92,24.243196288762892,0.00003647844631842
1296,2,0.00240268246077087,0.0007,21.92,24.243196288762892,0.00089376809140606
1296,3,0.01373636271197259,0.00115,21.92,24.243196288762892,0.00839460021220403
1296,4,0.05770178899113853,0.0016,21.92,24.243196288762892,0.04906137194273742
1296,5,0.18989691531919758,0.00235,21.92,24.243196288762892,0.23714621642307804
1296,6,0.509825823467433,0.0031,21.92,24.243196288762892,0.8398736400147315
1296,7,1.3196811590862554,0.00315,21.92,24.243196288762892,2.2090726449935643
1296,8,3.0554145928916863,0.0032,21.92,24.243196288762892,5.195777614595199
1296,9,6.180446406282055,0.0032,21.92,24.243196288762892,10.50994034023193
1296,10,10.909025228188268,0.0032,21.92,24.243196288762892,18.55095842297177
1296,11,15.341930459090502,0.0032,21.92,24.243196288762892,26.08917919992552
1296,12,18.345904196911874,0.0032,21.92,24.243196288762892,31.197480881181992
1296,13,19.287653558771236,0.0032,21.92,24.243196288762892,32.7989395716955
1296,14,18.167349163738947,0.0032,21.92,24.243196288762892,30.893845411713617
1296,15,15.502304199853818,0.0032,21.92,24.243196288762892,26.36189711328677
1296,16,12.065947232933672,0.0032,21.92,24.243196288762892,20.51832136876427
1296,17,8.605085490081667,0.0032,21.92,24.243196288762892,14.63307489106741
1296,18,5.641717676520758,0.0032,21.92,24.243196288762892,9.59382418337875
1296,19,7.112007075193851,0.0016,21.92,24.243196288762892,6.047036503999057
1320,0,0.0000095227881836,-0.0002,21.92,24.243196288762814,-0.0000010121026167
1320,1,0.00017405787829715,0.00025,21.92,24.243196288762814,0.00002312406181421
1320,2,0.00156007231588609,0.0007,21.92,24.243196288762814,0.00058032756262664
1320,3,0.00913915170060545,0.00115,21.92,24.243196288762814,0.0055851411624708
1320,4,0.03935317329969939,0.0016,21.92,24.243196288762814,0.03346032603391303
1320,5,0.13281309145920317,0.00235,21.92,24.243196288762814,0.1658590508332394
1320,6,0.3658131062220763,0.0031,21.92,24.243196288762814,0.6026308808727021
1320,7,0.9902254819783923,0.00315,21.92,24.243196288762814,1.6575822194268757
1320,8,2.4185588736789483,0.0032,21.92,24.243196288762814,4.112795063778466
1320,9,5.1744735930572325,0.0032,21.92,24.243196288762814,8.799268722702521
1320,10,9.659619118564986,0.0032,21.92,24.243196288762814,16.426324891724704
1320,11,14.170648539624148,0.0032,21.92,24.243196288762814,24.097397007190754
1320,12,17.552180906566278,0.0032,21.92,24.243196288762814,29.847742710213264
1320,13,19.03882035734718,0.0032,21.92,24.243196288762814,32.37579503977655
1320,14,18.46336096950745,0.0032,21.92,24.243196288762814,31.397217856698887
1320,15,16.20647422338671,0.0032,21.92,24.243196288762814,27.559348632191195
1320,16,12.973916741536636,0.0032,21.92,24.243196288762814,22.062336920208388
1320,17,9.519529759477953,0.0032,21.92,24.243196288762814,16.188100868811162
1320,18,6.424711889109867,0.0032,21.92,24.243196288762814,10.925317399256114
1320,19,8.602686790874927,0.0016,21.92,24.243196288762814,7.314497933830176
1344,0,0.00000581632808543,-0.0002,21.92,24.243196288762753,-0.00000061817198507
1344,1,0.00010882645082384,0.00025,21.92,24.243196288762753,0.00001445788952785
1344,2,0.00099884438240046,0.0007,21.92,24.243196288762753,0.00037155772843295
1344,3,0.00599417970237997,0.00115,21.92,24.243196288762753,0.00366317803749678
1344,4,0.02645074358243957,0.0016,21.92,24.243196288762753,0.02248993994379151
1344,5,0.09151706012480496,0.00235,21.92,24.243196288762753,0.11428792569000022
1344,6,0.25852216861649185,0.0031,21.92,24.243196288762753,0.42588261477952316
1344,7,0.7324068302986807,0.00315,21.92,24.243196288762753,1.2260081783235492
1344,8,1.8899983479578628,0.0032,21.92,24.243196288762753,3.213970087983223
1344,9,4.284591259129414,0.0032,21.92,24.243196288762753,7.286010678768764
1344,10,8.474534036307677,0.0032,21.92,24.243196288762753,14.411070216922669
1344,11,12.978724299458978,0.0032,21.92,24.243196288762753,22.070512243417134
1344,12,16.658697397404175,0.0032,21.92,24.243196288762753,28.328360814638483
1344,13,18.64601387519492,0.0032,21.92,24.243196288762753,31.70782181886473
1344,14,18.615411406242515,0.0032,21.92,24.243196288762753,31.655781868704064
1344,15,16.80279886881037,0.0032,21.92,24.243196288762753,28.573407493771455
1344,16,13.828037444531239,0.0032,21.92,24.243196288762753,23.514781782881332
1344,17,10.432263238804278,0.0032,21.92,24.243196288762753,17.740217622788872
1344,18,7.242438419858577,0.0032,21.92,24.243196288762753,12.315873434829532
1344,19,10.30025271694894,0.0016,21.92,24.243196288762753,8.757865890917667
1368,0,0.00000350404345706,-0.0002,21.92,24.243196288762675,-0.00000037241735126
1368,1,0.00006709846498473,0.00025,21.92,24.243196288762675,0.00000891421329
1368,2,0.00063050063838793,0.0007,21.92,24.243196288762675,0.00023453842170283
1368,3,0.00387506604508105,0.00115,21.92,24.243196288762675,0.00236814001831715
1368,4,0.01751885355627341,0.0016,21.92,24.243196288762675,0.01489553452955621
1368,5,0.062122674136913,0.00235,21.92,24.243196288762675,0.07757976005502416
1368,6,0.17992571421575543,0.0031,21.92,24.243196288762675,0.2964048849131874
1368,7,0.5339542360663247,0.00315,21.92,24.243196288762675,0.8938096057908844
1368,8,1.4581344830850365,0.0032,21.92,24.243196288762675,2.4795792112494768
1368,9,3.5090615701868937,0.0032,21.92,24.243196288762675,5.967210995532321
1368,10,7.367448736063471,0.0032,21.92,24.243196288762675,12.528455322748059
1368,11,11.788607131988714,0.0032,21.92,24.243196288762675,20.046700433434456
1368,12,15.686358552057714,0.0032,21.92,24.243196288762675,26.67488425593966
1368,13,18.120916284010892,0.0032,21.92,24.243196288762675,30.814885614364236
1368,14,18.623497326583223,0.0032,21.92,24.243196288762675,31.669532095595393
1368,15,17.2817354085072,0.0032,21.92,24.243196288762675,29.387846148858547
1368,16,14.6140421275763,0.0032,21.92,24.243196288762675,24.851394348204977
1368,17,11.329509789899316,0.0032,21.92,24.243196288762675,19.265998626714772
1368,18,8.085268108761195,0.0032,21.92,24.243196288762675,13.749117761378294
1368,19,12.21388198086673,0.0016,21.92,24.243196288762675,10.384943295605993
1392,0,0.00000208182520373,-0.0002,21.92,24.243196288762597,-0.00000022126090548
1392,1,0.00004078964844904,0.00025,21.92,24.243196288762597,0.00000541901556737
1392,2,0.00039231508866064,0.0007,21.92,24.243196288762597,0.00014593634978694
1392,3,0.00246880486510268,0.00115,21.92,24.243196288762597,0.00150874218153962
1392,4,0.01143199380139306,0.0016,21.92,24.243196288762597,0.00972013710048646
1392,5,0.04153654227908599,0.00235,21.92,24.243196288762597,0.05187147894543251
1392,6,0.1233097952814311,0.0031,21.92,24.243196288762597,0.20313731051934683
1392,7,0.383678609175984,0.00315,21.92,24.243196288762597,0.6422565891496784
1392,8,1.110658945374259,0.0032,21.92,24.243196288762597,1.8886919304669267
1392,9,2.842877237187812,0.0032,21.92,24.243196288762597,4.834354704067531
1392,10,6.347968532835122,0.0032,21.92,24.243196288762597,10.794814189142116
1392,11,10.62042901346167,0.0032,21.92,24.243196288762597,18.060196300010613
1392,12,14.656477350656102,0.0032,21.92,24.243196288762597,24.923556071416318
1392,13,17.477646621159703,0.0032,21.92,24.243196288762597,29.720996057717365
1392,14,18.49070313009829,0.0032,21.92,24.243196288762597,31.443713604366717
1392,15,17.63626170514789,0.0032,21.92,24.243196288762597,29.99072334927389
1392,16,15.318911901207859,0.0032,21.92,24.243196288762597,26.05003580248083
1392,17,12.197363520271207,0.0032,21.92,24.243196288762597,20.74179670514884
1392,18,8.942476062815013,0.0032,21.92,24.243196288762597,15.20681254004674
1392,19,14.35020745063148,0.0016,21.92,24.243196288762597,12.201369792867018
1416,0,0.00000121952415333,-0.0002,21.92,24.243196288762533,-0.00000012961367647
1416,1,0.00002444364811037,0.00025,21.92,24.243196288762533,0.00000324740503216
1416,2,0.00024058621140732,0.0007,21.92,24.243196288762533,0.00008949508830191
1416,3,0.00154982477890699,0.00115,21.92,24.243196288762533,0.00094713278112202
1416,4,0.00734890111898322,0.0016,21.92,24.243196288762533,0.00624845741306565
1416,5,0.02735170335704921,0.00235,21.92,24.243196288762533,0.03415723184838269
1416,6,0.08320683368933496,0.0031,21.92,24.243196288762533,0.13707274733451227
1416,7,0.271718960585269,0.00315,21.92,24.243196288762533,0.45484238281510597
1416,8,0.8352735494179188,0.0032,21.92,24.243196288762533,1.4203949998228222
1416,9,2.2785749259372277,0.0032,21.92,24.243196288762533,3.874750294413507
1416,10,5.4218377344478625,0.0032,21.92,24.243196288762533,9.219915096350391
1416,11,9.491540518912505,0.0032,21.92,24.243196288762533,16.140504752094834
1416,12,13.590054723234884,0.0032,21.92,24.243196288762533,23.110088652577716
1416,13,16.73222473953234,0.0032,21.92,24.243196288762533,28.45339514522596
1416,14,18.22302883739162,0.0032,21.92,24.243196288762533,30.98852951861818
1416,15,17.862026015494713,0.0032,21.92,24.243196288762533,30.37463889140793
1416,16,15.931212364459899,0.0032,21.92,24.243196288762533,27.091261778088963
1416,17,13.02215290530987,0.0032,21.92,24.243196288762533,22.144363228693397
1416,18,9.802496891196283,0.0032,21.92,24.243196288762533,16.669290653028387
1416,19,16.713028215356907,0.0016,21.92,24.243196288762533,14.21037558625787
1440,0,0.00000070424657472,-0.0002,21.92,24.243196288762473,-0.00000007484885596
1440,1,0.00001443702258878,0.00025,21.92,24.243196288762473,0.000001917997657
1440,2,0.00014538324601238,0.0007,21.92,24.243196288762473,0.00005408076532477
1440,3,0.00095850302315894,0.00115,21.92,24.243196288762473,0.00058576275614759
1440,4,0.00465306738742677,0.0016,21.92,24.243196288762473,0.00395630488691123
1440,5,0.01773578769452473,0.00235,21.92,24.243196288762473,0.0221487270605193
1440,6,0.05527412760456065,0.0031,21.92,24.243196288762473,0.09105714268089787
1440,7,0.1896428221195685,0.00315,21.92,24.243196288762473,0.31745150544831724
1440,8,0.6202428289179072,0.0032,21.92,24.243196288762473,1.0547320856561244
1440,9,1.8070258315377954,0.0032,21.92,24.243196288762473,3.072874099096779
