cycle,DTFAST,GENRF,TEMFCF,RDVLVF,RDVFRF,TTHF,TTLF,TTABF,FCO2,TSLAF,CSLAF,GPF,MAINTF
672,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966638314034555,0.02482694040985446
673,2,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966638314034555,0.02482694040985446
674,3,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966638314034555,0.02482694040985446
675,4,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966638314034555,0.02482694040985446
676,5,0.00000000000072769,0.86,0.01054877890606774,0.01369312646460717,0.0,0.0,0.0,1.0143056640449752,1.27,1.5175,1.7966458222262225,0.02482694040985446
677,6,0.00000000000072769,0.86,0.01054877890606774,0.01369312646460717,0.0,0.0,0.0,1.0143056640449752,1.27,1.5175,1.7966458222262225,0.02482694040985446
678,7,0.00000000000075308,0.8899999999999999,0.01085307060528123,0.01420027929662965,0.0,0.0,0.0,1.0143056640449752,1.225,1.5175,1.7966458222262225,0.02567651071684803
679,8,0.00000000000075308,0.8899999999999999,0.01085307060528123,0.01420027929662965,0.0,0.0,0.0,1.0143056640449752,1.225,1.5175,1.7966458222262225,0.02567651071684803
680,9,0.00000000000077846,0.9199999999999999,0.01115736230449473,0.01470743212865214,0.0,0.0,0.0,1.0143056640449752,1.18,1.5175,1.7966458222262225,0.02655515305988832
681,10,0.00000000000077846,0.9199999999999999,0.01115736230449473,0.01470743212865214,0.0,0.0,0.0,1.0143056640449752,1.18,1.5175,1.7966458222262225,0.02655515305988832
682,11,0.00000000000077846,0.9199999999999999,0.01115736230449473,0.01470743212865214,0.0,0.0,0.0,1.0143056640449752,1.18,1.5175,1.7966458222262225,0.02655515305988832
683,12,0.00000000000077846,0.9199999999999999,0.01115736230449473,0.01470743212865214,0.0,0.0,0.0,1.0143056640449752,1.18,1.5175,1.7966458222262225,0.02655515305988832
684,13,0.00000000000080989,0.9571428571428571,0.01141093872050597,0.01572173779269712,0.0,0.0,0.0,1.0143056640449752,1.09,1.5175,1.7966458222262225,0.02840366724182387
685,14,0.00000000000080989,0.9571428571428571,0.01141093872050597,0.01572173779269712,0.0,0.0,0.0,1.0143056640449752,1.09,1.5175,1.7966458222262225,0.02840366724182387
686,15,0.00000000000080989,0.9571428571428571,0.01141093872050597,0.01572173779269712,0.0,0.0,0.0,1.0143056640449752,1.09,1.5175,1.7966458222262225,0.02840366724182387
687,16,0.00000000000080989,0.9571428571428571,0.01141093872050597,0.01572173779269712,0.0,0.0,0.0,1.0143056640449752,1.09,1.5175,1.7966458222262225,0.02840366724182387
688,17,0.00000000000080989,0.9571428571428571,0.01141093872050597,0.01572173779269712,0.0,0.0,0.0,1.0143056640449752,1.09,1.5175,1.7966458222262225,0.02840366724182387
689,18,0.00000000000080989,0.9571428571428571,0.01141093872050597,0.01572173779269712,0.0,0.0,0.0,1.0143056640449752,1.09,1.5175,1.7966458222262225,0.02840366724182387
690,19,0.00000000000080989,0.9571428571428571,0.01141093872050597,0.01572173779269712,0.0,0.0,0.0,1.0143056640449752,1.09,1.5175,1.7966458222262225,0.02840366724182387
691,20,0.00000000000077846,0.9199999999999999,0.01115736230449473,0.01470743212865214,0.0,0.0,0.0,1.0143056640449752,1.18,1.5175,1.7966458222262225,0.02655515305988832
692,21,0.00000000000077846,0.9199999999999999,0.01115736230449473,0.01470743212865214,0.0,0.0,0.0,1.0143056640449752,1.18,1.5175,1.7966458222262225,0.02655515305988832
693,22,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7966458222262225,0.02655515305988832
694,23,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7966458222262225,0.02655515305988832
695,24,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7966458222262225,0.02655515305988832
696,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966458222262225,0.0248185690647733
697,2,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966458222262225,0.0248185690647733
698,3,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966458222262225,0.0248185690647733
699,4,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966458222262225,0.0248185690647733
700,5,0.00000000000072769,0.86,0.0105487789060677,0.01369312646460711,0.0,0.0,0.0,1.0143056640449712,1.27,1.5175,1.7966086593510018,0.0248185690647733
701,6,0.00000000000072769,0.86,0.0105487789060677,0.01369312646460711,0.0,0.0,0.0,1.0143056640449712,1.27,1.5175,1.7966086593510018,0.0248185690647733
702,7,0.00000000000075308,0.8899999999999999,0.01085307060528119,0.0142002792966296,0.0,0.0,0.0,1.0143056640449712,1.225,1.5175,1.7966086593510018,0.02566785290689875
703,8,0.00000000000075308,0.8899999999999999,0.01085307060528119,0.0142002792966296,0.0,0.0,0.0,1.0143056640449712,1.225,1.5175,1.7966086593510018,0.02566785290689875
704,9,0.00000000000077846,0.9199999999999999,0.01115736230449468,0.01470743212865208,0.0,0.0,0.0,1.0143056640449712,1.18,1.5175,1.7966086593510018,0.02654619898233074
705,10,0.00000000000077846,0.9199999999999999,0.01115736230449468,0.01470743212865208,0.0,0.0,0.0,1.0143056640449712,1.18,1.5175,1.7966086593510018,0.02654619898233074
706,11,0.00000000000077846,0.9199999999999999,0.01115736230449468,0.01470743212865208,0.0,0.0,0.0,1.0143056640449712,1.18,1.5175,1.7966086593510018,0.02654619898233074
707,12,0.00000000000077846,0.9199999999999999,0.01115736230449468,0.01470743212865208,0.0,0.0,0.0,1.0143056640449712,1.18,1.5175,1.7966086593510018,0.02654619898233074
708,13,0.00000000000080989,0.9571428571428571,0.01141093872050593,0.01572173779269705,0.0,0.0,0.0,1.0143056640449712,1.09,1.5175,1.7966086593510018,0.02839408986756323
709,14,0.00000000000080989,0.9571428571428571,0.01141093872050593,0.01572173779269705,0.0,0.0,0.0,1.0143056640449712,1.09,1.5175,1.7966086593510018,0.02839408986756323
710,15,0.00000000000080989,0.9571428571428571,0.01141093872050593,0.01572173779269705,0.0,0.0,0.0,1.0143056640449712,1.09,1.5175,1.7966086593510018,0.02839408986756323
711,16,0.00000000000080989,0.9571428571428571,0.01141093872050593,0.01572173779269705,0.0,0.0,0.0,1.0143056640449712,1.09,1.5175,1.7966086593510018,0.02839408986756323
712,17,0.00000000000080989,0.9571428571428571,0.01141093872050593,0.01572173779269705,0.0,0.0,0.0,1.0143056640449712,1.09,1.5175,1.7966086593510018,0.02839408986756323
713,18,0.00000000000080989,0.9571428571428571,0.01141093872050593,0.01572173779269705,0.0,0.0,0.0,1.0143056640449712,1.09,1.5175,1.7966086593510018,0.02839408986756323
714,19,0.00000000000080989,0.9571428571428571,0.01141093872050593,0.01572173779269705,0.0,0.0,0.0,1.0143056640449712,1.09,1.5175,1.7966086593510018,0.02839408986756323
715,20,0.00000000000077846,0.9199999999999999,0.01115736230449468,0.01470743212865208,0.0,0.0,0.0,1.0143056640449712,1.18,1.5175,1.7966086593510018,0.02654619898233074
716,21,0.00000000000077846,0.9199999999999999,0.01115736230449468,0.01470743212865208,0.0,0.0,0.0,1.0143056640449712,1.18,1.5175,1.7966086593510018,0.02654619898233074
717,22,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7966086593510018,0.02654619898233074
718,23,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7966086593510018,0.02654619898233074
719,24,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7966086593510018,0.02654619898233074
720,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966086593510018,0.02480547772948712
721,2,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966086593510018,0.02480547772948712
722,3,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966086593510018,0.02480547772948712
723,4,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966086593510018,0.02480547772948712
724,5,0.00000000000072769,0.86,0.01054877890606766,0.01369312646460706,0.0,0.0,0.0,1.0143056640449672,1.27,1.5175,1.79653667069859,0.02480547772948712
725,6,0.00000000000072769,0.86,0.01054877890606766,0.01369312646460706,0.0,0.0,0.0,1.0143056640449672,1.27,1.5175,1.79653667069859,0.02480547772948712
726,7,0.00000000000075308,0.8899999999999999,0.01085307060528115,0.01420027929662954,0.0,0.0,0.0,1.0143056640449672,1.225,1.5175,1.79653667069859,0.02565431359012333
727,8,0.00000000000075308,0.8899999999999999,0.01085307060528115,0.01420027929662954,0.0,0.0,0.0,1.0143056640449672,1.225,1.5175,1.79653667069859,0.02565431359012333
728,9,0.00000000000077846,0.9199999999999999,0.01115736230449464,0.01470743212865203,0.0,0.0,0.0,1.0143056640449672,1.18,1.5175,1.79653667069859,0.02653219635427655
729,10,0.00000000000077846,0.9199999999999999,0.01115736230449464,0.01470743212865203,0.0,0.0,0.0,1.0143056640449672,1.18,1.5175,1.79653667069859,0.02653219635427655
730,11,0.00000000000077846,0.9199999999999999,0.01115736230449464,0.01470743212865203,0.0,0.0,0.0,1.0143056640449672,1.18,1.5175,1.79653667069859,0.02653219635427655
731,12,0.00000000000077846,0.9199999999999999,0.01115736230449464,0.01470743212865203,0.0,0.0,0.0,1.0143056640449672,1.18,1.5175,1.79653667069859,0.02653219635427655
732,13,0.00000000000080989,0.9571428571428571,0.01141093872050588,0.01572173779269699,0.0,0.0,0.0,1.0143056640449672,1.09,1.5175,1.79653667069859,0.02837911251130905
733,14,0.00000000000080989,0.9571428571428571,0.01141093872050588,0.01572173779269699,0.0,0.0,0.0,1.0143056640449672,1.09,1.5175,1.79653667069859,0.02837911251130905
734,15,0.00000000000080989,0.9571428571428571,0.01141093872050588,0.01572173779269699,0.0,0.0,0.0,1.0143056640449672,1.09,1.5175,1.79653667069859,0.02837911251130905
735,16,0.00000000000080989,0.9571428571428571,0.01141093872050588,0.01572173779269699,0.0,0.0,0.0,1.0143056640449672,1.09,1.5175,1.79653667069859,0.02837911251130905
736,17,0.00000000000080989,0.9571428571428571,0.01141093872050588,0.01572173779269699,0.0,0.0,0.0,1.0143056640449672,1.09,1.5175,1.79653667069859,0.02837911251130905
737,18,0.00000000000080989,0.9571428571428571,0.01141093872050588,0.01572173779269699,0.0,0.0,0.0,1.0143056640449672,1.09,1.5175,1.79653667069859,0.02837911251130905
738,19,0.00000000000080989,0.9571428571428571,0.01141093872050588,0.01572173779269699,0.0,0.0,0.0,1.0143056640449672,1.09,1.5175,1.79653667069859,0.02837911251130905
739,20,0.00000000000077846,0.9199999999999999,0.01115736230449464,0.01470743212865203,0.0,0.0,0.0,1.0143056640449672,1.18,1.5175,1.79653667069859,0.02653219635427655
740,21,0.00000000000077846,0.9199999999999999,0.01115736230449464,0.01470743212865203,0.0,0.0,0.0,1.0143056640449672,1.18,1.5175,1.79653667069859,0.02653219635427655
741,22,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.79653667069859,0.02653219635427655
742,23,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.79653667069859,0.02653219635427655
743,24,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.79653667069859,0.02653219635427655
744,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.79653667069859,0.02478573064872717
745,2,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.79653667069859,0.02478573064872717
746,3,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.79653667069859,0.02478573064872717
747,4,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.79653667069859,0.02478573064872717
748,5,0.00000000000072769,0.86,0.01054877890606762,0.013693126464607,0.0,0.0,0.0,1.0143056640449633,1.27,1.5175,1.7964047809179147,0.02478573064872717
749,6,0.00000000000072769,0.86,0.01054877890606762,0.013693126464607,0.0,0.0,0.0,1.0143056640449633,1.27,1.5175,1.7964047809179147,0.02478573064872717
750,7,0.00000000000075308,0.8899999999999999,0.01085307060528111,0.01420027929662949,0.0,0.0,0.0,1.0143056640449633,1.225,1.5175,1.7964047809179147,0.02563389077029982
751,8,0.00000000000075308,0.8899999999999999,0.01085307060528111,0.01420027929662949,0.0,0.0,0.0,1.0143056640449633,1.225,1.5175,1.7964047809179147,0.02563389077029982
752,9,0.00000000000077846,0.9199999999999999,0.01115736230449459,0.01470743212865197,0.0,0.0,0.0,1.0143056640449633,1.18,1.5175,1.7964047809179147,0.02651107467180542
753,10,0.00000000000077846,0.9199999999999999,0.01115736230449459,0.01470743212865197,0.0,0.0,0.0,1.0143056640449633,1.18,1.5175,1.7964047809179147,0.02651107467180542
754,11,0.00000000000077846,0.9199999999999999,0.01115736230449459,0.01470743212865197,0.0,0.0,0.0,1.0143056640449633,1.18,1.5175,1.7964047809179147,0.02651107467180542
755,12,0.00000000000077846,0.9199999999999999,0.01115736230449459,0.01470743212865197,0.0,0.0,0.0,1.0143056640449633,1.18,1.5175,1.7964047809179147,0.02651107467180542
756,13,0.00000000000080989,0.9571428571428571,0.01141093872050584,0.01572173779269693,0.0,0.0,0.0,1.0143056640449633,1.09,1.5175,1.7964047809179147,0.02835652054058516
757,14,0.00000000000080989,0.9571428571428571,0.01141093872050584,0.01572173779269693,0.0,0.0,0.0,1.0143056640449633,1.09,1.5175,1.7964047809179147,0.02835652054058516
758,15,0.00000000000080989,0.9571428571428571,0.01141093872050584,0.01572173779269693,0.0,0.0,0.0,1.0143056640449633,1.09,1.5175,1.7964047809179147,0.02835652054058516
759,16,0.00000000000080989,0.9571428571428571,0.01141093872050584,0.01572173779269693,0.0,0.0,0.0,1.0143056640449633,1.09,1.5175,1.7964047809179147,0.02835652054058516
760,17,0.00000000000080989,0.9571428571428571,0.01141093872050584,0.01572173779269693,0.0,0.0,0.0,1.0143056640449633,1.09,1.5175,1.7964047809179147,0.02835652054058516
761,18,0.00000000000080989,0.9571428571428571,0.01141093872050584,0.01572173779269693,0.0,0.0,0.0,1.0143056640449633,1.09,1.5175,1.7964047809179147,0.02835652054058516
762,19,0.00000000000080989,0.9571428571428571,0.01141093872050584,0.01572173779269693,0.0,0.0,0.0,1.0143056640449633,1.09,1.5175,1.7964047809179147,0.02835652054058516
763,20,0.00000000000077846,0.9199999999999999,0.01115736230449459,0.01470743212865197,0.0,0.0,0.0,1.0143056640449633,1.18,1.5175,1.7964047809179147,0.02651107467180542
764,21,0.00000000000077846,0.9199999999999999,0.01115736230449459,0.01470743212865197,0.0,0.0,0.0,1.0143056640449633,1.18,1.5175,1.7964047809179147,0.02651107467180542
765,22,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7964047809179147,0.02651107467180542
766,23,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7964047809179147,0.02651107467180542
767,24,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7964047809179147,0.02651107467180542
768,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7964047809179147,0.02475685211921049
769,2,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7964047809179147,0.02475685211921049
770,3,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7964047809179147,0.02475685211921049
771,4,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7964047809179147,0.02475685211921049
772,5,0.00000000000072769,0.86,0.01054877890606758,0.01369312646460695,0.0,0.0,0.0,1.0143056640449593,1.27,1.5175,1.796174834367132,0.02475685211921049
773,6,0.00000000000072769,0.86,0.01054877890606758,0.01369312646460695,0.0,0.0,0.0,1.0143056640449593,1.27,1.5175,1.796174834367132,0.02475685211921049
774,7,0.00000000000075308,0.8899999999999999,0.01085307060528106,0.01420027929662943,0.0,0.0,0.0,1.0143056640449593,1.225,1.5175,1.796174834367132,0.02560402402633618
775,8,0.00000000000075308,0.8899999999999999,0.01085307060528106,0.01420027929662943,0.0,0.0,0.0,1.0143056640449593,1.225,1.5175,1.796174834367132,0.02560402402633618
776,9,0.00000000000077846,0.9199999999999999,0.01115736230449455,0.01470743212865191,0.0,0.0,0.0,1.0143056640449593,1.18,1.5175,1.796174834367132,0.0264801858969987
777,10,0.00000000000077846,0.9199999999999999,0.01115736230449455,0.01470743212865191,0.0,0.0,0.0,1.0143056640449593,1.18,1.5175,1.796174834367132,0.0264801858969987
778,11,0.00000000000077846,0.9199999999999999,0.01115736230449455,0.01470743212865191,0.0,0.0,0.0,1.0143056640449593,1.18,1.5175,1.796174834367132,0.0264801858969987
779,12,0.00000000000077846,0.9199999999999999,0.01115736230449455,0.01470743212865191,0.0,0.0,0.0,1.0143056640449593,1.18,1.5175,1.796174834367132,0.0264801858969987
780,13,0.00000000000080989,0.9571428571428571,0.01141093872050579,0.01572173779269687,0.0,0.0,0.0,1.0143056640449593,1.09,1.5175,1.796174834367132,0.02832348158655845
781,14,0.00000000000080989,0.9571428571428571,0.01141093872050579,0.01572173779269687,0.0,0.0,0.0,1.0143056640449593,1.09,1.5175,1.796174834367132,0.02832348158655845
782,15,0.00000000000080989,0.9571428571428571,0.01141093872050579,0.01572173779269687,0.0,0.0,0.0,1.0143056640449593,1.09,1.5175,1.796174834367132,0.02832348158655845
783,16,0.00000000000080989,0.9571428571428571,0.01141093872050579,0.01572173779269687,0.0,0.0,0.0,1.0143056640449593,1.09,1.5175,1.796174834367132,0.02832348158655845
784,17,0.00000000000080989,0.9571428571428571,0.01141093872050579,0.01572173779269687,0.0,0.0,0.0,1.0143056640449593,1.09,1.5175,1.796174834367132,0.02832348158655845
785,18,0.00000000000080989,0.9571428571428571,0.01141093872050579,0.01572173779269687,0.0,0.0,0.0,1.0143056640449593,1.09,1.5175,1.796174834367132,0.02832348158655845
786,19,0.00000000000080989,0.9571428571428571,0.01141093872050579,0.01572173779269687,0.0,0.0,0.0,1.0143056640449593,1.09,1.5175,1.796174834367132,0.02832348158655845
787,20,0.00000000000077846,0.9199999999999999,0.01115736230449455,0.01470743212865191,0.0,0.0,0.0,1.0143056640449593,1.18,1.5175,1.796174834367132,0.0264801858969987
788,21,0.00000000000077846,0.9199999999999999,0.01115736230449455,0.01470743212865191,0.0,0.0,0.0,1.0143056640449593,1.18,1.5175,1.796174834367132,0.0264801858969987
789,22,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.796174834367132,0.0264801858969987
790,23,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.796174834367132,0.0264801858969987
791,24,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.796174834367132,0.0264801858969987
792,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.796174834367132,0.02471574158710948
793,2,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.796174834367132,0.02471574158710948
794,3,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.796174834367132,0.02471574158710948
795,4,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.796174834367132,0.02471574158710948
796,5,0.00000000000072769,0.86,0.01054877890606753,0.0136931264646069,0.0,0.0,0.0,1.0143056640449553,1.27,1.5175,1.7957913526145888,0.02471574158710948
797,6,0.00000000000072769,0.86,0.01054877890606753,0.0136931264646069,0.0,0.0,0.0,1.0143056640449553,1.27,1.5175,1.7957913526145888,0.02471574158710948
798,7,0.00000000000075308,0.8899999999999999,0.01085307060528102,0.01420027929662937,0.0,0.0,0.0,1.0143056640449553,1.225,1.5175,1.7957913526145888,0.02556150670440117
799,8,0.00000000000075308,0.8899999999999999,0.01085307060528102,0.01420027929662937,0.0,0.0,0.0,1.0143056640449553,1.225,1.5175,1.7957913526145888,0.02556150670440117
800,9,0.00000000000077846,0.9199999999999999,0.01115736230449451,0.01470743212865185,0.0,0.0,0.0,1.0143056640449553,1.18,1.5175,1.7957913526145888,0.02643621364531188
801,10,0.00000000000077846,0.9199999999999999,0.01115736230449451,0.01470743212865185,0.0,0.0,0.0,1.0143056640449553,1.18,1.5175,1.7957913526145888,0.02643621364531188
802,11,0.00000000000077846,0.9199999999999999,0.01115736230449451,0.01470743212865185,0.0,0.0,0.0,1.0143056640449553,1.18,1.5175,1.7957913526145888,0.02643621364531188
803,12,0.00000000000077846,0.9199999999999999,0.01115736230449451,0.01470743212865185,0.0,0.0,0.0,1.0143056640449553,1.18,1.5175,1.7957913526145888,0.02643621364531188
804,13,0.00000000000080989,0.9571428571428571,0.01141093872050575,0.01572173779269681,0.0,0.0,0.0,1.0143056640449553,1.09,1.5175,1.7957913526145888,0.02827644840991024
805,14,0.00000000000080989,0.9571428571428571,0.01141093872050575,0.01572173779269681,0.0,0.0,0.0,1.0143056640449553,1.09,1.5175,1.7957913526145888,0.02827644840991024
806,15,0.00000000000080989,0.9571428571428571,0.01141093872050575,0.01572173779269681,0.0,0.0,0.0,1.0143056640449553,1.09,1.5175,1.7957913526145888,0.02827644840991024
807,16,0.00000000000080989,0.9571428571428571,0.01141093872050575,0.01572173779269681,0.0,0.0,0.0,1.0143056640449553,1.09,1.5175,1.7957913526145888,0.02827644840991024
808,17,0.00000000000080989,0.9571428571428571,0.01141093872050575,0.01572173779269681,0.0,0.0,0.0,1.0143056640449553,1.09,1.5175,1.7957913526145888,0.02827644840991024
809,18,0.00000000000080989,0.9571428571428571,0.01141093872050575,0.01572173779269681,0.0,0.0,0.0,1.0143056640449553,1.09,1.5175,1.7957913526145888,0.02827644840991024
810,19,0.00000000000080989,0.9571428571428571,0.01141093872050575,0.01572173779269681,0.0,0.0,0.0,1.0143056640449553,1.09,1.5175,1.7957913526145888,0.02827644840991024
811,20,0.00000000000077846,0.9199999999999999,0.01115736230449451,0.01470743212865185,0.0,0.0,0.0,1.0143056640449553,1.18,1.5175,1.7957913526145888,0.02643621364531188
812,21,0.00000000000077846,0.9199999999999999,0.01115736230449451,0.01470743212865185,0.0,0.0,0.0,1.0143056640449553,1.18,1.5175,1.7957913526145888,0.02643621364531188
813,22,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7957913526145888,0.02643621364531188
814,23,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7957913526145888,0.02643621364531188
815,24,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7957913526145888,0.02643621364531188
816,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7957913526145888,0.02465859643618521
817,2,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7957913526145888,0.02465859643618521
818,3,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7957913526145888,0.02465859643618521
819,4,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7957913526145888,0.02465859643618521
820,5,0.00000000000072769,0.86,0.01054877890606749,0.01369312646460684,0.0,0.0,0.0,1.0143056640449513,1.27,1.5175,1.7951769527093862,0.02465859643618521
821,6,0.00000000000072769,0.86,0.01054877890606749,0.01369312646460684,0.0,0.0,0.0,1.0143056640449513,1.27,1.5175,1.7951769527093862,0.02465859643618521
822,7,0.00000000000075308,0.8899999999999999,0.01085307060528098,0.01420027929662932,0.0,0.0,0.0,1.0143056640449513,1.225,1.5175,1.7951769527093862,0.0255024060638913
823,8,0.00000000000075308,0.8899999999999999,0.01085307060528098,0.01420027929662932,0.0,0.0,0.0,1.0143056640449513,1.225,1.5175,1.7951769527093862,0.0255024060638913
824,9,0.00000000000077846,0.9199999999999999,0.01115736230449446,0.01470743212865179,0.0,0.0,0.0,1.0143056640449513,1.18,1.5175,1.7951769527093862,0.02637509059896091
825,10,0.00000000000077846,0.9199999999999999,0.01115736230449446,0.01470743212865179,0.0,0.0,0.0,1.0143056640449513,1.18,1.5175,1.7951769527093862,0.02637509059896091
826,11,0.00000000000077846,0.9199999999999999,0.01115736230449446,0.01470743212865179,0.0,0.0,0.0,1.0143056640449513,1.18,1.5175,1.7951769527093862,0.02637509059896091
827,12,0.00000000000077846,0.9199999999999999,0.01115736230449446,0.01470743212865179,0.0,0.0,0.0,1.0143056640449513,1.18,1.5175,1.7951769527093862,0.02637509059896091
828,13,0.00000000000080989,0.9571428571428571,0.0114109387205057,0.01572173779269674,0.0,0.0,0.0,1.0143056640449513,1.09,1.5175,1.7951769527093862,0.02821107056533732
829,14,0.00000000000080989,0.9571428571428571,0.0114109387205057,0.01572173779269674,0.0,0.0,0.0,1.0143056640449513,1.09,1.5175,1.7951769527093862,0.02821107056533732
830,15,0.00000000000080989,0.9571428571428571,0.0114109387205057,0.01572173779269674,0.0,0.0,0.0,1.0143056640449513,1.09,1.5175,1.7951769527093862,0.02821107056533732
831,16,0.00000000000080989,0.9571428571428571,0.0114109387205057,0.01572173779269674,0.0,0.0,0.0,1.0143056640449513,1.09,1.5175,1.7951769527093862,0.02821107056533732
832,17,0.00000000000080989,0.9571428571428571,0.0114109387205057,0.01572173779269674,0.0,0.0,0.0,1.0143056640449513,1.09,1.5175,1.7951769527093862,0.02821107056533732
833,18,0.00000000000080989,0.9571428571428571,0.0114109387205057,0.01572173779269674,0.0,0.0,0.0,1.0143056640449513,1.09,1.5175,1.7951769527093862,0.02821107056533732
834,19,0.00000000000080989,0.9571428571428571,0.0114109387205057,0.01572173779269674,0.0,0.0,0.0,1.0143056640449513,1.09,1.5175,1.7951769527093862,0.02821107056533732
835,20,0.00000000000077846,0.9199999999999999,0.01115736230449446,0.01470743212865179,0.0,0.0,0.0,1.0143056640449513,1.18,1.5175,1.7951769527093862,0.02637509059896091
836,21,0.00000000000077846,0.9199999999999999,0.01115736230449446,0.01470743212865179,0.0,0.0,0.0,1.0143056640449513,1.18,1.5175,1.7951769527093862,0.02637509059896091
837,22,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7951769527093862,0.02637509059896091
838,23,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7951769527093862,0.02637509059896091
839,24,0.00000000000077846,0.9199999999999999,0.011,0.0145,0.0,0.0,0.0,1.0,1.18,0.0,1.7951769527093862,0.02637509059896091
840,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7951769527093862,0.02458085573580305
