cycle,DTFAST,GENR,TEMFAC,RDVLV,RDVFR,TTH,TTL,TTAB,FCO2D,TSLA,CSLA,GP,MAINT,GPFN
1078,23,0.00000000001776923,21.0,0.2532244438931961,0.3370835688432503,0.0,0.0,0.0,23.2431962887635,27.139999999999997,25.797499999999992,40.28330470974459,0.5311554442706278,1.2087578417278306
1079,24,0.00000000001854769,21.92,0.2642244438931961,0.3515835688432503,0.0,0.0,0.0,24.2431962887635,28.319999999999997,25.797499999999992,42.03316464060058,0.5542184583725742,1.2087578417278306
1080,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7498599308559906,0.02081334659372787,1.2103326089835837
1081,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.499719861711981,0.04162669318745574,1.2103326089835837
1082,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.249579792567972,0.06244003978118361,1.2103326089835837
1083,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,6.999439723423962,0.08325338637491148,1.2103326089835837
1084,5,0.00000000000363846,4.3,0.05214877890606703,0.06769312646460625,0.0,0.0,0.0,5.014305664044907,6.35,1.5175,8.737946475345714,0.10406673296863934,1.2023853837296168
1085,6,0.00000000000436615,5.16,0.06269755781213407,0.08138625292921249,0.0,0.0,0.0,6.028611328089815,7.619999999999999,3.035,10.476453227267466,0.12488007956236721,1.2023853837296168
1086,7,0.00000000000511923,6.05,0.07355062841741458,0.0955865322258412,0.0,0.0,0.0,7.042916992134722,8.844999999999999,4.5525,12.214959979189219,0.14640565251034124,1.2018868252816444
1087,8,0.00000000000587231,6.9399999999999995,0.0844036990226951,0.1097868115224699,0.0,0.0,0.0,8.05722265617963,10.069999999999999,6.07,13.953466731110971,0.16793122545831526,1.2018868252816444
1088,9,0.00000000000665077,7.859999999999999,0.09556106132718907,0.12449424365112105,0.0,0.0,0.0,9.071528320224537,11.249999999999998,7.5875,15.691973483032724,0.1901933969285286,1.2013712063160769
1089,10,0.00000000000742923,8.78,0.10671842363168305,0.13920167577977222,0.0,0.0,0.0,10.085833984269446,12.429999999999998,9.105,17.430480234954477,0.21245556839874194,1.2013712063160769
1090,11,0.00000000000820769,9.7,0.11787578593617702,0.15390910790842338,0.0,0.0,0.0,11.100139648314354,13.609999999999998,10.6225,19.168986986876227,0.23471773986895528,1.2013712063160769
1091,12,0.00000000000898615,10.62,0.129033148240671,0.16861654003707455,0.0,0.0,0.0,12.114445312359262,14.789999999999997,12.14,20.907493738797978,0.25697991133916864,1.2013712063160769
1092,13,0.00000000000979604,11.577142857142857,0.14044408696117622,0.1843382778297706,0.0,0.0,0.0,13.12875097640417,15.879999999999997,13.6575,22.64600049071973,0.28079176092987945,1.2002864316317288
1093,14,0.00000000001060593,12.534285714285714,0.1518550256816814,0.20006001562246667,0.0,0.0,0.0,14.143056640449078,16.97,15.175,24.38450724264148,0.30460361052059026,1.2002864316317288
1094,15,0.00000000001141582,13.491428571428571,0.1632659644021866,0.21578175341516273,0.0,0.0,0.0,15.157362304493986,18.06,16.692500000000003,26.12301399456323,0.32841546011130107,1.2002864316317288
1095,16,0.00000000001222571,14.448571428571428,0.1746769031226918,0.2315034912078588,0.0,0.0,0.0,16.171667968538895,19.15,18.21,27.86152074648498,0.3522273097020119,1.2002864316317288
1096,17,0.0000000000130356,15.405714285714286,0.186087841843197,0.24722522900055485,0.0,0.0,0.0,17.185973632583803,20.24,19.7275,29.60002749840673,0.3760391592927227,1.2002864316317288
1097,18,0.00000000001384549,16.36285714285714,0.19749878056370218,0.2629469667932509,0.0,0.0,0.0,18.20027929662871,21.33,21.244999999999997,31.338534250328482,0.3998510088834335,1.2002864316317288
1098,19,0.00000000001465538,17.319999999999997,0.20890971928420737,0.278668704585947,0.0,0.0,0.0,19.21458496067362,22.419999999999998,22.762499999999996,33.07704100225023,0.4236628584741443,1.2002864316317288
1099,20,0.00000000001543385,18.239999999999995,0.22006708158870136,0.29337613671459817,0.0,0.0,0.0,20.228890624718527,23.599999999999998,24.279999999999994,34.81554775417199,0.4459250299443577,1.2013712063160769
1100,21,0.00000000001621231,19.159999999999997,0.23122444389319535,0.30808356884324933,0.0,0.0,0.0,21.243196288763436,24.779999999999998,25.797499999999992,36.55405450609374,0.46818720141457104,1.2013712063160769
1101,22,0.00000000001699077,20.08,0.24222444389319536,0.32258356884324935,0.0,0.0,0.0,22.243196288763436,25.959999999999997,25.797499999999992,38.292561258015496,0.4904493728847844,1.2013712063160769
1102,23,0.00000000001776923,21.0,0.2532244438931954,0.33708356884324936,0.0,0.0,0.0,23.243196288763436,27.139999999999997,25.797499999999992,40.03106800993725,0.5127115443549978,1.2013712063160769
1103,24,0.00000000001854769,21.92,0.2642244438931954,0.35158356884324937,0.0,0.0,0.0,24.243196288763436,28.319999999999997,25.797499999999992,41.769574761859005,0.5349737158252111,1.2013712063160769
1104,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7385067519217519,0.01998742906192482,1.2029635260018787
1105,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.4770135038435037,0.03997485812384964,1.2029635260018787
1106,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.215520255765256,0.05996228718577446,1.2029635260018787
1107,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,6.954027007687007,0.07994971624769928,1.2029635260018787
1108,5,0.00000000000363846,4.3,0.05214877890606699,0.0676931264646062,0.0,0.0,0.0,5.014305664044903,6.35,1.5175,8.678383131000688,0.09993714530962411,1.1930580859762292
1109,6,0.00000000000436615,5.16,0.06269755781213399,0.0813862529292124,0.0,0.0,0.0,6.028611328089806,7.619999999999999,3.035,10.402739254314369,0.11992457437154894,1.1930580859762292
1110,7,0.00000000000511923,6.05,0.07355062841741444,0.09558653222584104,0.0,0.0,0.0,7.042916992134709,8.844999999999999,4.5525,12.12709537762805,0.14059596714240552,1.192579311379977
1111,8,0.00000000000587231,6.9399999999999995,0.0844036990226949,0.10978681152246969,0.0,0.0,0.0,8.057222656179611,10.069999999999999,6.07,13.851451500941732,0.1612673599132621,1.192579311379977
1112,9,0.00000000000665077,7.859999999999999,0.09556106132718883,0.12449424365112079,0.0,0.0,0.0,9.071528320224514,11.249999999999998,7.5875,15.575807624255413,0.18264612142196568,1.1920841532634843
1113,10,0.00000000000742923,8.78,0.10671842363168277,0.13920167577977188,0.0,0.0,0.0,10.085833984269417,12.429999999999998,9.105,17.300163747569094,0.20402488293066925,1.1920841532634843
1114,11,0.00000000000820769,9.7,0.1178757859361767,0.153909107908423,0.0,0.0,0.0,11.10013964831432,13.609999999999998,10.6225,19.024519870882774,0.22540364443937283,1.1920841532634843
1115,12,0.00000000000898615,10.62,0.12903314824067064,0.1686165400370741,0.0,0.0,0.0,12.114445312359223,14.789999999999997,12.14,20.748875994196453,0.2467824059480764,1.1920841532634843
1116,13,0.00000000000979604,11.577142857142857,0.1404440869611758,0.1843382778297701,0.0,0.0,0.0,13.128750976404126,15.879999999999997,13.6575,22.473232117510133,0.26964935107793747,1.191042424728674
1117,14,0.00000000001060593,12.534285714285714,0.15185502568168097,0.20006001562246611,0.0,0.0,0.0,14.143056640449029,16.97,15.175,24.197588240823812,0.2925162962077985,1.191042424728674
1118,15,0.00000000001141582,13.491428571428571,0.16326596440218613,0.21578175341516212,0.0,0.0,0.0,15.157362304493931,18.06,16.692500000000003,25.92194436413749,0.3153832413376596,1.191042424728674
1119,16,0.00000000001222571,14.448571428571428,0.1746769031226913,0.23150349120785813,0.0,0.0,0.0,16.171667968538834,19.15,18.21,27.64630048745117,0.3382501864675207,1.191042424728674
1120,17,0.0000000000130356,15.405714285714286,0.18608784184319646,0.24722522900055413,0.0,0.0,0.0,17.18597363258374,20.24,19.7275,29.37065661076485,0.3611171315973818,1.191042424728674
1121,18,0.00000000001384549,16.36285714285714,0.19749878056370163,0.26294696679325014,0.0,0.0,0.0,18.200279296628644,21.33,21.244999999999997,31.09501273407853,0.3839840767272429,1.191042424728674
1122,19,0.00000000001465538,17.319999999999997,0.2089097192842068,0.2786687045859461,0.0,0.0,0.0,19.214584960673548,22.419999999999998,22.762499999999996,32.81936885739221,0.406851021857104,1.191042424728674
1123,20,0.00000000001543385,18.239999999999995,0.22006708158870072,0.2933761367145972,0.0,0.0,0.0,20.228890624718453,23.599999999999998,24.279999999999994,34.543724980705896,0.4282297833658075,1.1920841532634843
1124,21,0.00000000001621231,19.159999999999997,0.23122444389319466,0.30808356884324833,0.0,0.0,0.0,21.243196288763357,24.779999999999998,25.797499999999992,36.26808110401958,0.4496085448745111,1.1920841532634843
1125,22,0.00000000001699077,20.08,0.24222444389319467,0.32258356884324835,0.0,0.0,0.0,22.243196288763357,25.959999999999997,25.797499999999992,37.99243722733326,0.4709873063832146,1.1920841532634843
1126,23,0.00000000001776923,21.0,0.25322444389319465,0.33708356884324836,0.0,0.0,0.0,23.243196288763357,27.139999999999997,25.797499999999992,39.716793350646945,0.49236606789191817,1.1920841532634843
1127,24,0.00000000001854769,21.92,0.26422444389319466,0.3515835688432484,0.0,0.0,0.0,24.243196288763357,28.319999999999997,25.797499999999992,41.44114947396063,0.5137448294006217,1.1920841532634843
1128,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.724356123313681,0.01908959307086774,1.1936865711699693
1129,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.448712246627362,0.03817918614173548,1.1936865711699693
1130,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.173068369941043,0.05726877921260322,1.1936865711699693
1131,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,6.897424493254724,0.07635837228347096,1.1936865711699693
1132,5,0.00000000000363846,4.3,0.05214877890606695,0.06769312646460614,0.0,0.0,0.0,5.014305664044899,6.35,1.5175,8.604289421988977,0.0954479653543387,1.1814427349643697
1133,6,0.00000000000436615,5.16,0.0626975578121339,0.08138625292921228,0.0,0.0,0.0,6.028611328089799,7.619999999999999,3.035,10.31115435072323,0.11453755842520645,1.1814427349643697
1134,7,0.00000000000511923,6.05,0.07355062841741433,0.09558653222584088,0.0,0.0,0.0,7.042916992134698,8.844999999999999,4.5525,12.018019279457484,0.13428039153201363,1.180985466939212
1135,8,0.00000000000587231,6.9399999999999995,0.08440369902269476,0.10978681152246947,0.0,0.0,0.0,8.057222656179597,10.069999999999999,6.07,13.724884208191737,0.1540232246388208,1.180985466939212
1136,9,0.00000000000665077,7.859999999999999,0.09556106132718865,0.12449424365112051,0.0,0.0,0.0,9.071528320224497,11.249999999999998,7.5875,15.43174913692599,0.1744416514557903,1.1805125513420982
1137,10,0.00000000000742923,8.78,0.10671842363168255,0.13920167577977155,0.0,0.0,0.0,10.085833984269396,12.429999999999998,9.105,17.138614065660242,0.1948600782727598,1.1805125513420982
1138,11,0.00000000000820769,9.7,0.11787578593617644,0.1539091079084226,0.0,0.0,0.0,11.100139648314295,13.609999999999998,10.6225,18.845478994394494,0.21527850508972932,1.1805125513420982
1139,12,0.00000000000898615,10.62,0.12903314824067033,0.16861654003707366,0.0,0.0,0.0,12.114445312359194,14.789999999999997,12.14,20.552343923128745,0.23569693190669883,1.1805125513420982
1140,13,0.00000000000979604,11.577142857142857,0.14044408696117544,0.1843382778297696,0.0,0.0,0.0,13.128750976404094,15.879999999999997,13.6575,22.259208851862997,0.25753669308611243,1.1795176172883874
1141,14,0.00000000001060593,12.534285714285714,0.15185502568168055,0.20006001562246556,0.0,0.0,0.0,14.143056640448993,16.97,15.175,23.96607378059725,0.27937645426552604,1.1795176172883874
1142,15,0.00000000001141582,13.491428571428571,0.16326596440218566,0.2157817534151615,0.0,0.0,0.0,15.157362304493892,18.06,16.692500000000003,25.6729387093315,0.30121621544493965,1.1795176172883874
1143,16,0.00000000001222571,14.448571428571428,0.17467690312269077,0.23150349120785746,0.0,0.0,0.0,16.17166796853879,19.15,18.21,27.379803638065752,0.32305597662435326,1.1795176172883874
1144,17,0.0000000000130356,15.405714285714286,0.18608784184319588,0.2472252290005534,0.0,0.0,0.0,17.18597363258369,20.24,19.7275,29.086668566800004,0.34489573780376687,1.1795176172883874
1145,18,0.00000000001384549,16.36285714285714,0.197498780563701,0.26294696679324936,0.0,0.0,0.0,18.200279296628587,21.33,21.244999999999997,30.793533495534255,0.3667354989831805,1.1795176172883874
1146,19,0.00000000001465538,17.319999999999997,0.2089097192842061,0.2786687045859453,0.0,0.0,0.0,19.214584960673484,22.419999999999998,22.762499999999996,32.50039842426851,0.3885752601625941,1.1795176172883874
1147,20,0.00000000001543385,18.239999999999995,0.22006708158869998,0.29337613671459634,0.0,0.0,0.0,20.22889062471838,23.599999999999998,24.279999999999994,34.207263353002766,0.4089936869795636,1.1805125513420982
1148,21,0.00000000001621231,19.159999999999997,0.23122444389319385,0.3080835688432474,0.0,0.0,0.0,21.24319628876328,24.779999999999998,25.797499999999992,35.91412828173702,0.42941211379653316,1.1805125513420982
1149,22,0.00000000001699077,20.08,0.24222444389319386,0.3225835688432474,0.0,0.0,0.0,22.24319628876328,25.959999999999997,25.797499999999992,37.620993210471276,0.4498305406135027,1.1805125513420982
1150,23,0.00000000001776923,21.0,0.2532244438931939,0.3370835688432474,0.0,0.0,0.0,23.24319628876328,27.139999999999997,25.797499999999992,39.32785813920553,0.47024896743047223,1.1805125513420982
1151,24,0.00000000001854769,21.92,0.2642244438931939,0.35158356884324743,0.0,0.0,0.0,24.24319628876328,28.319999999999997,25.797499999999992,41.03472306793979,0.49066739424744177,1.1805125513420982
1152,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.706864928734253,0.01812545323208166,1.18211763285152
1153,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.413729857468506,0.03625090646416331,1.18211763285152
1154,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.1205947862027585,0.05437635969624496,1.18211763285152
1155,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,6.827459714937012,0.07250181292832662,1.18211763285152
1156,5,0.00000000000363846,4.3,0.05214877890606691,0.06769312646460608,0.0,0.0,0.0,5.014305664044896,6.35,1.5175,8.513012940347737,0.09062726616040828,1.1671994405250508
1157,6,0.00000000000436615,5.16,0.06269755781213382,0.08138625292921217,0.0,0.0,0.0,6.0286113280897915,7.619999999999999,3.035,10.198566165758463,0.10875271939248994,1.1671994405250508
1158,7,0.00000000000511923,6.05,0.0735506284174142,0.09558653222584071,0.0,0.0,0.0,7.042916992134687,8.844999999999999,4.5525,11.884119391169188,0.12749842009012982,1.1667652672991597
1159,8,0.00000000000587231,6.9399999999999995,0.08440369902269457,0.10978681152246925,0.0,0.0,0.0,8.057222656179583,10.069999999999999,6.07,13.569672616579913,0.1462441207877697,1.1667652672991597
1160,9,0.00000000000665077,7.859999999999999,0.09556106132718842,0.12449424365112023,0.0,0.0,0.0,9.071528320224479,11.249999999999998,7.5875,15.255225841990638,0.16563129362952372,1.16631623679828
1161,10,0.00000000000742923,8.78,0.10671842363168227,0.13920167577977122,0.0,0.0,0.0,10.085833984269374,12.429999999999998,9.105,16.940779067401365,0.18501846647127773,1.16631623679828
1162,11,0.00000000000820769,9.7,0.11787578593617612,0.1539091079084222,0.0,0.0,0.0,11.10013964831427,13.609999999999998,10.6225,18.62633229281209,0.20440563931303174,1.16631623679828
1163,12,0.00000000000898615,10.62,0.12903314824066997,0.16861654003707316,0.0,0.0,0.0,12.114445312359166,14.789999999999997,12.14,20.311885518222816,0.22379281215478575,1.16631623679828
1164,13,0.00000000000979604,11.577142857142857,0.14044408696117505,0.18433827782976903,0.0,0.0,0.0,13.128750976404062,15.879999999999997,13.6575,21.99743874363354,0.24452953338230113,1.1653715529282471
1165,14,0.00000000001060593,12.534285714285714,0.15185502568168013,0.2000600156224649,0.0,0.0,0.0,14.143056640448957,16.97,15.175,23.682991969044267,0.2652662546098165,1.1653715529282471
1166,15,0.00000000001141582,13.491428571428571,0.16326596440218522,0.21578175341516076,0.0,0.0,0.0,15.157362304493853,18.06,16.692500000000003,25.368545194454992,0.28600297583733186,1.1653715529282471
1167,16,0.00000000001222571,14.448571428571428,0.1746769031226903,0.23150349120785663,0.0,0.0,0.0,16.17166796853875,19.15,18.21,27.054098419865717,0.3067396970648472,1.1653715529282471
1168,17,0.0000000000130356,15.405714285714286,0.18608784184319538,0.2472252290005525,0.0,0.0,0.0,17.185973632583643,20.24,19.7275,28.739651645276442,0.32747641829236257,1.1653715529282471
1169,18,0.00000000001384549,16.36285714285714,0.19749878056370046,0.26294696679324836,0.0,0.0,0.0,18.200279296628537,21.33,21.244999999999997,30.425204870687168,0.3482131395198779,1.1653715529282471
1170,19,0.00000000001465538,17.319999999999997,0.20890971928420554,0.2786687045859442,0.0,0.0,0.0,19.21458496067343,22.419999999999998,22.762499999999996,32.110758096097896,0.3689498607473933,1.1653715529282471
1171,20,0.00000000001543385,18.239999999999995,0.2200670815886994,0.2933761367145952,0.0,0.0,0.0,20.228890624718325,23.599999999999998,24.279999999999994,33.796311321508625,0.3883370335891473,1.16631623679828
1172,21,0.00000000001621231,19.159999999999997,0.23122444389319324,0.3080835688432462,0.0,0.0,0.0,21.24319628876322,24.779999999999998,25.797499999999992,35.481864546919354,0.4077242064309013,1.16631623679828
1173,22,0.00000000001699077,20.08,0.24222444389319325,0.32258356884324624,0.0,0.0,0.0,22.24319628876322,25.959999999999997,25.797499999999992,37.16741777233008,0.4271113792726553,1.16631623679828
1174,23,0.00000000001776923,21.0,0.25322444389319326,0.33708356884324625,0.0,0.0,0.0,23.24319628876322,27.139999999999997,25.797499999999992,38.85297099774081,0.4464985521144093,1.16631623679828
1175,24,0.00000000001854769,21.92,0.2642244438931933,0.35158356884324626,0.0,0.0,0.0,24.24319628876322,28.319999999999997,25.797499999999992,40.53852422315154,0.4658857249561633,1.16631623679828
1176,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.6855532254107255,0.01710126588778876,1.1679163716660557
1177,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.371106450821451,0.03420253177557751,1.1679163716660557
1178,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.056659676232177,0.05130379766336627,1.1679163716660557
1179,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,6.742212901642902,0.06840506355115503,1.1679163716660557
1180,5,0.00000000000363846,4.3,0.05214877890606687,0.06769312646460603,0.0,0.0,0.0,5.014305664044891,6.35,1.5175,8.402241265225008,0.08550632943894379,1.150048968386022
1181,6,0.00000000000436615,5.16,0.06269755781213374,0.08138625292921206,0.0,0.0,0.0,6.028611328089783,7.619999999999999,3.035,10.062269628807114,0.10260759532673255,1.150048968386022
1182,7,0.00000000000511923,6.05,0.07355062841741407,0.09558653222584054,0.0,0.0,0.0,7.042916992134674,8.844999999999999,4.5525,11.722297992389219,0.12029406130242665,1.1496393283244883
1183,8,0.00000000000587231,6.9399999999999995,0.0844036990226944,0.10978681152246902,0.0,0.0,0.0,8.057222656179565,10.069999999999999,6.07,13.382326355971324,0.13798052727812074,1.1496393283244883
1184,9,0.00000000000665077,7.859999999999999,0.09556106132718821,0.12449424365111995,0.0,0.0,0.0,9.071528320224456,11.249999999999998,7.5875,15.04235471955343,0.15627221870973276,1.1492156705053458
1185,10,0.00000000000742923,8.78,0.10671842363168202,0.13920167577977088,0.0,0.0,0.0,10.085833984269346,12.429999999999998,9.105,16.702383083135537,0.17456391014134479,1.1492156705053458
1186,11,0.00000000000820769,9.7,0.11787578593617583,0.1539091079084218,0.0,0.0,0.0,11.100139648314236,13.609999999999998,10.6225,18.362411446717644,0.1928556015729568,1.1492156705053458
1187,12,0.00000000000898615,10.62,0.12903314824066964,0.16861654003707272,0.0,0.0,0.0,12.114445312359127,14.789999999999997,12.14,20.02243981029975,0.21114729300456883,1.1492156705053458
1188,13,0.00000000000979604,11.577142857142857,0.14044408696117466,0.18433827782976853,0.0,0.0,0.0,13.128750976404017,15.879999999999997,13.6575,21.68246817388186,0.2307122759493824,1.1483243664461045
1189,14,0.00000000001060593,12.534285714285714,0.1518550256816797,0.20006001562246434,0.0,0.0,0.0,14.143056640448908,16.97,15.175,23.342496537463965,0.250277258894196,1.1483243664461045
1190,15,0.00000000001141582,13.491428571428571,0.16326596440218472,0.21578175341516015,0.0,0.0,0.0,15.157362304493798,18.06,16.692500000000003,25.002524901046073,0.26984224183900957,1.1483243664461045
1191,16,0.00000000001222571,14.448571428571428,0.17467690312268974,0.23150349120785596,0.0,0.0,0.0,16.17166796853869,19.15,18.21,26.66255326462818,0.28940722478382314,1.1483243664461045
1192,17,0.0000000000130356,15.405714285714286,0.18608784184319477,0.24722522900055177,0.0,0.0,0.0,17.18597363258358,20.24,19.7275,28.322581628210287,0.3089722077286367,1.1483243664461045
1193,18,0.00000000001384549,16.36285714285714,0.1974987805636998,0.2629469667932476,0.0,0.0,0.0,18.20027929662847,21.33,21.244999999999997,29.982609991792394,0.3285371906734503,1.1483243664461045
1194,19,0.00000000001465538,17.319999999999997,0.20890971928420482,0.2786687045859434,0.0,0.0,0.0,19.21458496067336,22.419999999999998,22.762499999999996,31.6426383553745,0.34810217361826384,1.1483243664461045
1195,20,0.00000000001543385,18.239999999999995,0.22006708158869862,0.29337613671459434,0.0,0.0,0.0,20.22889062471825,23.599999999999998,24.279999999999994,33.30266671895661,0.36639386504987587,1.1492156705053458
1196,21,0.00000000001621231,19.159999999999997,0.2312244438931924,0.3080835688432453,0.0,0.0,0.0,21.24319628876314,24.779999999999998,25.797499999999992,34.962695082538715,0.3846855564814879,1.1492156705053458
1197,22,0.00000000001699077,20.08,0.24222444389319242,0.3225835688432453,0.0,0.0,0.0,22.24319628876314,25.959999999999997,25.797499999999992,36.62272344612082,0.4029772479130999,1.1492156705053458
1198,23,0.00000000001776923,21.0,0.25322444389319243,0.3370835688432453,0.0,0.0,0.0,23.24319628876314,27.139999999999997,25.797499999999992,38.28275180970293,0.42126893934471193,1.1492156705053458
1199,24,0.00000000001854769,21.92,0.26422444389319244,0.3515835688432453,0.0,0.0,0.0,24.24319628876314,28.319999999999997,25.797499999999992,39.94278017328504,0.43956063077632396,1.1492156705053458
1200,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.660028363582106,0.01602415945704704,1.1508029428875413
1201,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.320056727164212,0.03204831891409408,1.1508029428875413
1202,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,4.980085090746318,0.04807247837114113,1.1508029428875413
1203,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,6.640113454328424,0.06409663782818817,1.1508029428875413
1204,5,0.00000000000363846,4.3,0.05214877890606683,0.06769312646460598,0.0,0.0,0.0,5.014305664044887,6.35,1.5175,8.270115827983934,0.08012079728523522,1.1297847499389246
1205,6,0.00000000000436615,5.16,0.06269755781213365,0.08138625292921196,0.0,0.0,0.0,6.028611328089774,7.619999999999999,3.035,9.900118201639446,0.09614495674228227,1.1297847499389246
1206,7,0.00000000000511923,6.05,0.07355062841741394,0.09558653222584039,0.0,0.0,0.0,7.042916992134661,8.844999999999999,4.5525,11.530120575294957,0.11271745803462987,1.129400910654214
1207,8,0.00000000000587231,6.9399999999999995,0.08440369902269423,0.10978681152246882,0.0,0.0,0.0,8.057222656179547,10.069999999999999,6.07,13.160122948950468,0.12928995932697748,1.129400910654214
1208,9,0.00000000000665077,7.859999999999999,0.095561061327188,0.12449424365111969,0.0,0.0,0.0,9.071528320224434,11.249999999999998,7.5875,14.790125322605979,0.14642956654450798,1.129003936506586
1209,10,0.00000000000742923,8.78,0.10671842363168177,0.13920167577977055,0.0,0.0,0.0,10.085833984269321,12.429999999999998,9.105,16.42012769626149,0.16356917376203847,1.129003936506586
1210,11,0.00000000000820769,9.7,0.11787578593617554,0.1539091079084214,0.0,0.0,0.0,11.100139648314208,13.609999999999998,10.6225,18.050130069917,0.18070878097956897,1.129003936506586
1211,12,0.00000000000898615,10.62,0.1290331482406693,0.16861654003707227,0.0,0.0,0.0,12.114445312359095,14.789999999999997,12.14,19.68013244357251,0.19784838819709946,1.129003936506586
1212,13,0.00000000000979604,11.577142857142857,0.14044408696117427,0.18433827782976803,0.0,0.0,0.0,13.128750976403982,15.879999999999997,13.6575,21.310134817228022,0.21618108991282237,1.1281687703578513
1213,14,0.00000000001060593,12.534285714285714,0.15185502568167925,0.20006001562246378,0.0,0.0,0.0,14.143056640448869,16.97,15.175,22.940137190883533,0.23451379162854527,1.1281687703578513
1214,15,0.00000000001141582,13.491428571428571,0.16326596440218422,0.21578175341515954,0.0,0.0,0.0,15.157362304493756,18.06,16.692500000000003,24.570139564539044,0.2528464933442682,1.1281687703578513
1215,16,0.00000000001222571,14.448571428571428,0.1746769031226892,0.2315034912078553,0.0,0.0,0.0,16.171667968538642,19.15,18.21,26.200141938194555,0.2711791950599911,1.1281687703578513
1216,17,0.0000000000130356,15.405714285714286,0.18608784184319416,0.24722522900055105,0.0,0.0,0.0,17.18597363258353,20.24,19.7275,27.830144311850066,0.289511896775714,1.1281687703578513
1217,18,0.00000000001384549,16.36285714285714,0.19749878056369913,0.2629469667932468,0.0,0.0,0.0,18.200279296628416,21.33,21.244999999999997,29.460146685505578,0.30784459849143686,1.1281687703578513
1218,19,0.00000000001465538,17.319999999999997,0.2089097192842041,0.27866870458594256,0.0,0.0,0.0,19.214584960673303,22.419999999999998,22.762499999999996,31.09014905916109,0.32617730020715974,1.1281687703578513
1219,20,0.00000000001543385,18.239999999999995,0.22006708158869787,0.29337613671459345,0.0,0.0,0.0,20.22889062471819,23.599999999999998,24.279999999999994,32.7201514328166,0.34331690742469023,1.129003936506586
1220,21,0.00000000001621231,19.159999999999997,0.23122444389319163,0.30808356884324434,0.0,0.0,0.0,21.243196288763077,24.779999999999998,25.797499999999992,34.35015380647211,0.3604565146422207,1.129003936506586
1221,22,0.00000000001699077,20.08,0.24222444389319164,0.32258356884324435,0.0,0.0,0.0,22.243196288763077,25.959999999999997,25.797499999999992,35.980156180127615,0.3775961218597512,1.129003936506586
1222,23,0.00000000001776923,21.0,0.25322444389319165,0.33708356884324436,0.0,0.0,0.0,23.243196288763077,27.139999999999997,25.797499999999992,37.61015855378312,0.3947357290772817,1.129003936506586
1223,24,0.00000000001854769,21.92,0.26422444389319166,0.3515835688432444,0.0,0.0,0.0,24.243196288763077,28.319999999999997,25.797499999999992,39.24016092743863,0.4118753362948122,1.129003936506586
1224,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.6300023736555107,0.01490227092806619,1.130570071909211
1225,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.2600047473110214,0.02980454185613238,1.130570071909211
1226,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,4.890007120966532,0.04470681278419858,1.130570071909211
