cycle,hour,SUPPLY,DEMAND,RC,xroot,dALp,FC,r_l,r_f,f_n_t,genr,sla,sum_nodes,L_dem,S_dem,F_dem,g_f,g_s,g_l,d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',length(leaf_proportion),leaf_proportion
0,0,-0.02878154735638968,0.22770698440521742,0.5,1.0,0.00177059254304539,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00708237017218157,0.2124616620052174,0.0152453224,0.0,0.0,0.0076226612,0.1062308310026087,-0.025,0.063,-0.09197883340495538,0.0,0.0076226612000001,0.10623083100260869,0.0008852962715227,1,[0.09197883340495538]
1,1,-0.02878154735638968,0.22770698440521742,0.0,1.0,0.00177059254304539,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00708237017218157,0.2124616620052174,0.0152453224,0.0,0.0,0.0,0.0,-0.025,0.063,-0.09197883340495538,0.0,0.0,0.0,0.0,1,[0.09197883340495538]
2,2,-0.02878154735638968,0.22770698440521742,0.0,1.0,0.00177059254304539,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00708237017218157,0.2124616620052174,0.0152453224,0.0,0.0,0.0,0.0,-0.025,0.063,-0.09197883340495538,0.0,0.0,0.0,0.0,1,[0.09197883340495538]
3,3,-0.02878154735638968,0.22770698440521742,0.0,1.0,0.00177059254304539,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00708237017218157,0.2124616620052174,0.0152453224,0.0,0.0,0.0,0.0,-0.025,0.063,-0.09197883340495538,0.0,0.0,0.0,0.0,1,[0.09197883340495538]
4,4,1.5497378424250394,0.7529540600346114,0.0,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00718860572476429,0.7025426621251427,0.05041139790946875,0.0,0.0,0.0,0.0,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.0,0.0,0.0,1,[0.09197883340495538]
5,5,1.5497378424250394,0.7529540600346114,2.0582103539674144,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00718860572476429,0.7025426621251427,0.05041139790946875,0.0,0.0,0.10375726113523984,1.4459805812897997,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.10375726113523975,1.4459805812897997,0.00369891568332482,1,[0.09197883340495538]
6,6,1.5487529466779337,0.7105692288406102,2.0582103539674144,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00718860572476429,0.6629955586280322,0.04757367021257813,0.0,0.0,0.09791662060775948,1.3645843234026258,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.09791662060775952,1.3645843234026258,0.00369891568332482,1,[0.09197883340495538]
7,7,1.5487529466779337,0.7105692288406102,2.1795947302769267,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00718860572476429,0.6629955586280322,0.04757367021257813,0.0,0.0,0.1036913208952677,1.445061625782666,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.10369132089526767,1.445061625782666,0.0039170617889337,1,[0.09197883340495538]
8,8,1.5477343480996124,0.668184397646609,2.1795947302769267,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00718860572476429,0.6234484551309215,0.04473594251568751,0.0,0.0,0.097506224561164,1.3588649674026476,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.09750622456116398,1.3588649674026476,0.0039170617889337,1,[0.09197883340495538]
9,9,1.5477343480996124,0.668184397646609,2.31632817759714,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00718860572476429,0.6234484551309215,0.04473594251568751,0.0,0.0,0.10362312420045286,1.4441112238991598,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.10362312420045283,1.4441112238991598,0.00416279249947691,1,[0.09197883340495538]
10,10,1.5477343480996124,0.668184397646609,2.31632817759714,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00718860572476429,0.6234484551309215,0.04473594251568751,0.0,0.0,0.10362312420045286,1.4441112238991598,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.10362312420045283,1.4441112238991598,0.00416279249947691,1,[0.09197883340495538]
11,11,1.5477343480996124,0.668184397646609,2.31632817759714,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00718860572476429,0.6234484551309215,0.04473594251568751,0.0,0.0,0.10362312420045286,1.4441112238991598,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.10362312420045283,1.4441112238991598,0.00416279249947691,1,[0.09197883340495538]
12,12,1.545591389781429,0.5834147352586063,2.31632817759714,1.0,0.00179715143119107,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718860572476429,0.5443542481367001,0.03906048712190625,0.0,0.0,0.09047690695114168,1.2609030835537438,-0.025,0.09642499999999998,-0.09197883340495538,0.0,0.09047690695114174,1.2609030835537438,0.00416279249947691,1,[0.09197883340495538]
13,13,1.545591389781429,0.5834147352586063,2.649215551774374,1.0,0.00179715143119107,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718860572476429,0.5443542481367001,0.03906048712190625,0.0,0.0,0.1034796499432367,1.4421117398381924,-0.025,0.09642499999999998,-0.09197883340495538,0.0,0.10347964994323666,1.4421117398381924,0.00476104152040496,1,[0.09197883340495538]
14,14,1.545591389781429,0.5834147352586063,2.649215551774374,1.0,0.00179715143119107,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718860572476429,0.5443542481367001,0.03906048712190625,0.0,0.0,0.1034796499432367,1.4421117398381924,-0.025,0.09642499999999998,-0.09197883340495538,0.0,0.10347964994323666,1.4421117398381924,0.00476104152040496,1,[0.09197883340495538]
15,15,1.545591389781429,0.5834147352586063,2.649215551774374,1.0,0.00179715143119107,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718860572476429,0.5443542481367001,0.03906048712190625,0.0,0.0,0.1034796499432367,1.4421117398381924,-0.025,0.09642499999999998,-0.09197883340495538,0.0,0.10347964994323666,1.4421117398381924,0.00476104152040496,1,[0.09197883340495538]
16,16,1.545591389781429,0.5834147352586063,2.649215551774374,1.0,0.00179715143119107,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718860572476429,0.5443542481367001,0.03906048712190625,0.0,0.0,0.1034796499432367,1.4421117398381924,-0.025,0.09642499999999998,-0.09197883340495538,0.0,0.10347964994323666,1.4421117398381924,0.00476104152040496,1,[0.09197883340495538]
17,17,1.545591389781429,0.5834147352586063,2.649215551774374,1.0,0.00179715143119107,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718860572476429,0.5443542481367001,0.03906048712190625,0.0,0.0,0.1034796499432367,1.4421117398381924,-0.025,0.09642499999999998,-0.09197883340495538,0.0,0.10347964994323666,1.4421117398381924,0.00476104152040496,1,[0.09197883340495538]
18,18,1.545591389781429,0.5834147352586063,2.649215551774374,1.0,0.00179715143119107,1.015,0.0095,0.0203,0.55,0.279125,0.01967656643915637,0.00718860572476429,0.5443542481367001,0.03906048712190625,0.0,0.0,0.1034796499432367,1.4421117398381924,-0.025,0.09642499999999998,-0.09197883340495538,0.0,0.10347964994323666,1.4421117398381924,0.00476104152040496,1,[0.09197883340495538]
19,19,1.5477343480996124,0.668184397646609,2.649215551774374,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00718860572476429,0.6234484551309215,0.04473594251568751,0.0,0.0,0.11851515463584376,1.6516493430625454,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.11851515463584383,1.6516493430625454,0.00476104152040496,1,[0.09197883340495538]
20,20,1.5477343480996124,0.668184397646609,2.31632817759714,1.0,0.00179715143119107,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00718860572476429,0.6234484551309215,0.04473594251568751,0.0,0.0,0.10362312420045286,1.4441112238991598,-0.025,0.06394499999999999,-0.09197883340495538,0.0,0.10362312420045283,1.4441112238991598,0.00416279249947691,1,[0.09197883340495538]
21,21,-0.03078504168181682,0.20207109874370285,2.31632817759714,1.0,0.00177059254304539,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00708237017218157,0.18854213714370285,0.0135289616,0.0,0.0,0.03133751496770969,0.43672546493034325,-0.025,0.063,-0.09197883340495538,0.0,0.03133751496770976,0.43672546493034325,0.00410127339849942,1,[0.09197883340495538]
22,22,-0.03078504168181682,0.20207109874370285,0.0,1.0,0.00177059254304539,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00708237017218157,0.18854213714370285,0.0135289616,0.0,0.0,0.0,0.0,-0.025,0.063,-0.09197883340495538,0.0,0.0,0.0,0.0,1,[0.09197883340495538]
23,23,-0.03078504168181682,0.20207109874370285,0.0,1.0,0.00177059254304539,1.0,0.0063,0.0103,0.55,0.275,0.05597014925373134,0.00708237017218157,0.18854213714370285,0.0135289616,0.0,0.0,0.0,0.0,-0.025,0.063,-0.09197883340495538,0.0,0.0,0.0,0.0,1,[0.09197883340495538]
24,0,-0.02878154735638968,0.23140826233412176,0.0,1.0,0.0018060043939063,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.0072240175756252,0.21671089524532175,0.01428486708880001,0.0004125,0.0,0.0,0.0,-0.03015,0.061425,-0.09961307657756673,0.0,0.0,0.0,0.0,2,[0.0919788334049554,0.00183957666809911]
