cycle,hour,int(cycle / 24),prev_value,value,pl_total,chg,length(leaf_proportion),sum(leaf_proportion),leaf_proportion,,,,,,,,,
0,0,0,0.289733325,0.289733325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
1,1,0,0.289733325,0.289733325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
2,2,0,0.289733325,0.289733325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
3,3,0,0.289733325,0.289733325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
4,4,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
5,5,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
6,6,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
7,7,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
8,8,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
9,9,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
10,10,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
11,11,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
12,12,0,0.443452951,0.443452951,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
13,13,0,0.443452951,0.443452951,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
14,14,0,0.443452951,0.443452951,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
15,15,0,0.443452951,0.443452951,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
16,16,0,0.443452951,0.443452951,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
17,17,0,0.443452951,0.443452951,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
18,18,0,0.443452951,0.443452951,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
19,19,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
20,20,0,0.294079325,0.294079325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
21,21,0,0.289733325,0.289733325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
22,22,0,0.289733325,0.289733325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
23,23,0,0.289733325,0.289733325,0.091978833,-0.091978833,1,0.091978833,0.091978833,,,,,,,,,
24,0,1,0.289733325,0.295527992,0.09381841,-0.099613077,2,0.09381841,0.091978833,0.001839577,,,,,,,,
25,1,1,0.289733325,0.295527992,0.09381841,-0.099613077,2,0.09381841,0.091978833,0.001839577,,,,,,,,
26,2,1,0.289733325,0.295527992,0.09381841,-0.099613077,2,0.09381841,0.091978833,0.001839577,,,,,,,,
27,3,1,0.289733325,0.295527992,0.09381841,-0.099613077,2,0.09381841,0.091978833,0.001839577,,,,,,,,
28,4,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
29,5,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
30,6,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
31,7,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
32,8,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
33,9,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
34,10,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
35,11,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
36,12,1,0.443452951,0.45232201,0.09381841,-0.102687469,2,0.09381841,0.091978833,0.001839577,,,,,,,,
37,13,1,0.443452951,0.45232201,0.09381841,-0.102687469,2,0.09381841,0.091978833,0.001839577,,,,,,,,
38,14,1,0.443452951,0.45232201,0.09381841,-0.102687469,2,0.09381841,0.091978833,0.001839577,,,,,,,,
39,15,1,0.443452951,0.45232201,0.09381841,-0.102687469,2,0.09381841,0.091978833,0.001839577,,,,,,,,
40,16,1,0.443452951,0.45232201,0.09381841,-0.102687469,2,0.09381841,0.091978833,0.001839577,,,,,,,,
41,17,1,0.443452951,0.45232201,0.09381841,-0.102687469,2,0.09381841,0.091978833,0.001839577,,,,,,,,
42,18,1,0.443452951,0.45232201,0.09381841,-0.102687469,2,0.09381841,0.091978833,0.001839577,,,,,,,,
43,19,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
44,20,1,0.294079325,0.299960912,0.09381841,-0.099699997,2,0.09381841,0.091978833,0.001839577,,,,,,,,
45,21,1,0.289733325,0.295527992,0.09381841,-0.099613077,2,0.09381841,0.091978833,0.001839577,,,,,,,,
46,22,1,0.289733325,0.295527992,0.09381841,-0.099613077,2,0.09381841,0.091978833,0.001839577,,,,,,,,
47,23,1,0.289733325,0.295527992,0.09381841,-0.099613077,2,0.09381841,0.091978833,0.001839577,,,,,,,,
48,0,2,0.295527992,0.301803616,0.095810672,-0.102086295,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
49,1,2,0.295527992,0.301803616,0.095810672,-0.102086295,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
50,2,2,0.295527992,0.301803616,0.095810672,-0.102086295,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
51,3,2,0.295527992,0.301803616,0.095810672,-0.102086295,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
52,4,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
53,5,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
54,6,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
55,7,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
56,8,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
57,9,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
58,10,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
59,11,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
60,12,2,0.45232201,0.4619272,0.095810672,-0.105415863,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
61,13,2,0.45232201,0.4619272,0.095810672,-0.105415863,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
62,14,2,0.45232201,0.4619272,0.095810672,-0.105415863,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
63,15,2,0.45232201,0.4619272,0.095810672,-0.105415863,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
64,16,2,0.45232201,0.4619272,0.095810672,-0.105415863,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
65,17,2,0.45232201,0.4619272,0.095810672,-0.105415863,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
66,18,2,0.45232201,0.4619272,0.095810672,-0.105415863,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
67,19,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
68,20,2,0.299960912,0.30633067,0.095810672,-0.10218043,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
69,21,2,0.295527992,0.301803616,0.095810672,-0.102086295,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
70,22,2,0.295527992,0.301803616,0.095810672,-0.102086295,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
71,23,2,0.295527992,0.301803616,0.095810672,-0.102086295,3,0.095810672,0.092131518,0.003642362,3.67915E-05,,,,,,,
72,0,3,0.301803616,0.308235052,0.097852398,-0.104283834,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
73,1,3,0.301803616,0.308235052,0.097852398,-0.104283834,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
74,2,3,0.301803616,0.308235052,0.097852398,-0.104283834,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
75,3,3,0.301803616,0.308235052,0.097852398,-0.104283834,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
76,4,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
77,5,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
78,6,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
79,7,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
80,8,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
81,9,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
82,10,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
83,11,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
84,12,3,0.4619272,0.471770872,0.097852398,-0.107696069,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
85,13,3,0.4619272,0.471770872,0.097852398,-0.107696069,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
86,14,3,0.4619272,0.471770872,0.097852398,-0.107696069,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
87,15,3,0.4619272,0.471770872,0.097852398,-0.107696069,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
88,16,3,0.4619272,0.471770872,0.097852398,-0.107696069,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
89,17,3,0.4619272,0.471770872,0.097852398,-0.107696069,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
90,18,3,0.4619272,0.471770872,0.097852398,-0.107696069,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
91,19,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
92,20,3,0.30633067,0.312858578,0.097852398,-0.104380306,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
93,21,3,0.301803616,0.308235052,0.097852398,-0.104283834,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
94,22,3,0.301803616,0.308235052,0.097852398,-0.104283834,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
95,23,3,0.301803616,0.308235052,0.097852398,-0.104283834,4,0.097852398,0.092330614,0.005412145,0.000108903,7.35831E-07,,,,,,
96,0,4,0.308235052,0.314804934,0.099938074,-0.106507956,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
97,1,4,0.308235052,0.314804934,0.099938074,-0.106507956,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
98,2,4,0.308235052,0.314804934,0.099938074,-0.106507956,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
99,3,4,0.308235052,0.314804934,0.099938074,-0.106507956,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
100,4,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
101,5,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
102,6,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
103,7,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
104,8,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
105,9,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
106,10,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
107,11,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
108,12,4,0.471770872,0.48182644,0.099938074,-0.109993643,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
109,13,4,0.471770872,0.48182644,0.099938074,-0.109993643,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
110,14,4,0.471770872,0.48182644,0.099938074,-0.109993643,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
111,15,4,0.471770872,0.48182644,0.099938074,-0.109993643,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
112,16,4,0.471770872,0.48182644,0.099938074,-0.109993643,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
113,17,4,0.471770872,0.48182644,0.099938074,-0.109993643,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
114,18,4,0.471770872,0.48182644,0.099938074,-0.109993643,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
115,19,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
116,20,4,0.312858578,0.319527008,0.099938074,-0.106606504,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
117,21,4,0.308235052,0.314804934,0.099938074,-0.106507956,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
118,22,4,0.308235052,0.314804934,0.099938074,-0.106507956,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
119,23,4,0.308235052,0.314804934,0.099938074,-0.106507956,5,0.099938074,0.092569678,0.007150514,0.000214968,2.89917E-06,1.47166E-08,,,,,
120,0,5,0.314804934,0.321514935,0.102068233,-0.108778235,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
121,1,5,0.314804934,0.321514935,0.102068233,-0.108778235,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
122,2,5,0.314804934,0.321514935,0.102068233,-0.108778235,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
123,3,5,0.314804934,0.321514935,0.102068233,-0.108778235,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
124,4,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
125,5,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
126,6,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
127,7,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
128,8,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
129,9,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
130,10,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
131,11,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
132,12,5,0.48182644,0.49209647,0.102068233,-0.112338263,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
133,13,5,0.48182644,0.49209647,0.102068233,-0.112338263,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
134,14,5,0.48182644,0.49209647,0.102068233,-0.112338263,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
135,15,5,0.48182644,0.49209647,0.102068233,-0.112338263,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
136,16,5,0.48182644,0.49209647,0.102068233,-0.112338263,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
137,17,5,0.48182644,0.49209647,0.102068233,-0.112338263,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
138,18,5,0.48182644,0.49209647,0.102068233,-0.112338263,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
139,19,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
140,20,5,0.319527008,0.326337659,0.102068233,-0.108878885,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
141,21,5,0.314804934,0.321514935,0.102068233,-0.108778235,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
142,22,5,0.314804934,0.321514935,0.102068233,-0.108778235,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
143,23,5,0.314804934,0.321514935,0.102068233,-0.108778235,6,0.102068233,0.092848444,0.008858898,0.000353679,7.14054E-06,7.24057E-08,2.94332E-10,,,,
144,0,6,0.321514935,0.328367964,0.104243798,-0.111096827,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
145,1,6,0.321514935,0.328367964,0.104243798,-0.111096827,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
146,2,6,0.321514935,0.328367964,0.104243798,-0.111096827,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
147,3,6,0.321514935,0.328367964,0.104243798,-0.111096827,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
148,4,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
149,5,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
150,6,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
151,7,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
152,8,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
153,9,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
154,10,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
155,11,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
156,12,6,0.49209647,0.502585411,0.104243798,-0.114732739,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
157,13,6,0.49209647,0.502585411,0.104243798,-0.114732739,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
158,14,6,0.49209647,0.502585411,0.104243798,-0.114732739,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
159,15,6,0.49209647,0.502585411,0.104243798,-0.114732739,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
160,16,6,0.49209647,0.502585411,0.104243798,-0.114732739,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
161,17,6,0.49209647,0.502585411,0.104243798,-0.114732739,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
162,18,6,0.49209647,0.502585411,0.104243798,-0.114732739,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
163,19,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
164,20,6,0.326337659,0.333293483,0.104243798,-0.111199622,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
165,21,6,0.321514935,0.328367964,0.104243798,-0.111096827,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
166,22,6,0.321514935,0.328367964,0.104243798,-0.111096827,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
167,23,6,0.321514935,0.328367964,0.104243798,-0.111096827,7,0.104243798,0.09316704,0.010538689,0.000523783,1.40713E-05,2.13769E-07,1.73656E-09,5.88665E-12,,,
168,0,7,0.328367964,0.335367064,0.106465735,-0.113464835,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
169,1,7,0.328367964,0.335367064,0.106465735,-0.113464835,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
170,2,7,0.328367964,0.335367064,0.106465735,-0.113464835,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
171,3,7,0.328367964,0.335367064,0.106465735,-0.113464835,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
172,4,7,0.333293483,0.34039757,0.106465735,-0.113569821,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
173,5,7,0.333293483,0.34039757,0.106465735,-0.113569821,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
174,6,7,0.333293483,0.34039757,0.106465735,-0.113569821,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
175,7,7,0.333293483,0.34039757,0.106465735,-0.113569821,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
176,8,7,0.333293483,0.34039757,0.106465735,-0.113569821,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
177,9,7,0.333293483,0.34039757,0.106465735,-0.113569821,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
178,10,7,0.333293483,0.34039757,0.106465735,-0.113569821,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
179,11,7,0.333293483,0.34039757,0.106465735,-0.113569821,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
180,12,7,0.502585411,0.513297923,0.106465735,-0.117178246,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
181,13,7,0.502585411,0.513297923,0.106465735,-0.117178246,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
182,14,7,0.502585411,0.513297923,0.106465735,-0.117178246,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
183,15,7,0.502585411,0.513297923,0.106465735,-0.117178246,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
184,16,7,0.502585411,0.513297923,0.106465735,-0.117178246,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
185,17,7,0.502585411,0.513297923,0.106465735,-0.117178246,8,0.106465735,0.093525635,0.012191256,0.000724081,2.42655E-05,4.90919E-07,5.9772E-09,4.05001E-11,1.1773E-13,,
