cycle,hour,int(cycle / 24),prev_value,value,pl_total,chg,length(leaf_proportion),sum(leaf_proportion),leaf_proportion,,,,,,,,,
971,11,40,0.66848947,0.682738195,0.213539196,-0.227787921,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
972,12,40,1.008039678,1.02952585,0.213539196,-0.235025368,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
973,13,40,1.008039678,1.02952585,0.213539196,-0.235025368,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
974,14,40,1.008039678,1.02952585,0.213539196,-0.235025368,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
975,15,40,1.008039678,1.02952585,0.213539196,-0.235025368,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
976,16,40,1.008039678,1.02952585,0.213539196,-0.235025368,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
977,17,40,1.008039678,1.02952585,0.213539196,-0.235025368,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
978,18,40,1.008039678,1.02952585,0.213539196,-0.235025368,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
979,19,40,0.66848947,0.682738195,0.213539196,-0.227787921,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
980,20,40,0.66848947,0.682738195,0.213539196,-0.227787921,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
981,21,40,0.658610316,0.672648468,0.213539196,-0.227577349,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
982,22,40,0.658610316,0.672648468,0.213539196,-0.227577349,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
983,23,40,0.658610316,0.672648468,0.213539196,-0.227577349,10,0.213539196,0.129984221,0.059284596,0.018959642,0.004404249,0.000781874,0.000110461,1.27989E-05,1.24395E-06,1.03168E-07,7.39917E-09
984,0,41,0.672648468,0.686985841,0.218090743,-0.232428116,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
985,1,41,0.672648468,0.686985841,0.218090743,-0.232428116,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
986,2,41,0.672648468,0.686985841,0.218090743,-0.232428116,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
987,3,41,0.672648468,0.686985841,0.218090743,-0.232428116,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
988,4,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
989,5,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
990,6,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
991,7,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
992,8,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
993,9,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
994,10,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
995,11,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
996,12,41,1.029525849,1.051469995,0.218090743,-0.240034889,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
997,13,41,1.029525849,1.051469995,0.218090743,-0.240034889,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
998,14,41,1.029525849,1.051469995,0.218090743,-0.240034889,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
999,15,41,1.029525849,1.051469995,0.218090743,-0.240034889,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1000,16,41,1.029525849,1.051469995,0.218090743,-0.240034889,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1001,17,41,1.029525849,1.051469995,0.218090743,-0.240034889,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1002,18,41,1.029525849,1.051469995,0.218090743,-0.240034889,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1003,19,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1004,20,41,0.682738195,0.697290628,0.218090743,-0.232643177,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1005,21,41,0.672648468,0.686985841,0.218090743,-0.232428116,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1006,22,41,0.672648468,0.686985841,0.218090743,-0.232428116,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1007,23,41,0.672648468,0.686985841,0.218090743,-0.232428116,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1008,0,42,0.68698584,0.701628812,0.222739305,-0.237382276,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1009,1,42,0.68698584,0.701628812,0.222739305,-0.237382276,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1010,2,42,0.68698584,0.701628812,0.222739305,-0.237382276,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1011,3,42,0.68698584,0.701628812,0.222739305,-0.237382276,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1012,4,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1013,5,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1014,6,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1015,7,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1016,8,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1017,9,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1018,10,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1019,11,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1020,12,42,1.051469994,1.073881876,0.222739305,-0.245151186,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1021,13,42,1.051469994,1.073881876,0.222739305,-0.245151186,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1022,14,42,1.051469994,1.073881876,0.222739305,-0.245151186,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1023,15,42,1.051469994,1.073881876,0.222739305,-0.245151186,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1024,16,42,1.051469994,1.073881876,0.222739305,-0.245151186,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1025,17,42,1.051469994,1.073881876,0.222739305,-0.245151186,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1026,18,42,1.051469994,1.073881876,0.222739305,-0.245151186,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1027,19,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1028,20,42,0.697290628,0.712153244,0.222739305,-0.237601921,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1029,21,42,0.68698584,0.701628812,0.222739305,-0.237382276,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1030,22,42,0.68698584,0.701628812,0.222739305,-0.237382276,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1031,23,42,0.68698584,0.701628812,0.222739305,-0.237382276,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1032,0,43,0.701628811,0.716583894,0.22748695,-0.242442034,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1033,1,43,0.701628811,0.716583894,0.22748695,-0.242442034,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1034,2,43,0.701628811,0.716583894,0.22748695,-0.242442034,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1035,3,43,0.701628811,0.716583894,0.22748695,-0.242442034,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1036,4,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1037,5,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1038,6,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1039,7,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1040,8,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1041,9,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1042,10,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1043,11,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1044,12,43,1.073881875,1.096771461,0.22748695,-0.250376536,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1045,13,43,1.073881875,1.096771461,0.22748695,-0.250376536,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1046,14,43,1.073881875,1.096771461,0.22748695,-0.250376536,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1047,15,43,1.073881875,1.096771461,0.22748695,-0.250376536,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1048,16,43,1.073881875,1.096771461,0.22748695,-0.250376536,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1049,17,43,1.073881875,1.096771461,0.22748695,-0.250376536,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1050,18,43,1.073881875,1.096771461,0.22748695,-0.250376536,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1051,19,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1052,20,43,0.712153243,0.727332653,0.22748695,-0.24266636,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1053,21,43,0.701628811,0.716583894,0.22748695,-0.242442034,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1054,22,43,0.701628811,0.716583894,0.22748695,-0.242442034,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1055,23,43,0.701628811,0.716583894,0.22748695,-0.242442034,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1056,0,44,0.716583894,0.731857742,0.232335791,-0.247609639,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1057,1,44,0.716583894,0.731857742,0.232335791,-0.247609639,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1058,2,44,0.716583894,0.731857742,0.232335791,-0.247609639,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1059,3,44,0.716583894,0.731857742,0.232335791,-0.247609639,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1060,4,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1061,5,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1062,6,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1063,7,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1064,8,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1065,9,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1066,10,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1067,11,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1068,12,44,1.096771459,1.120148933,0.232335791,-0.255713264,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1069,13,44,1.096771459,1.120148933,0.232335791,-0.255713264,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1070,14,44,1.096771459,1.120148933,0.232335791,-0.255713264,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1071,15,44,1.096771459,1.120148933,0.232335791,-0.255713264,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1072,16,44,1.096771459,1.120148933,0.232335791,-0.255713264,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1073,17,44,1.096771459,1.120148933,0.232335791,-0.255713264,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1074,18,44,1.096771459,1.120148933,0.232335791,-0.255713264,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1075,19,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1076,20,44,0.727332652,0.742835608,0.232335791,-0.247838747,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1077,21,44,0.716583894,0.731857742,0.232335791,-0.247609639,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1078,22,44,0.716583894,0.731857742,0.232335791,-0.247609639,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1079,23,44,0.716583894,0.731857742,0.232335791,-0.247609639,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1080,0,45,0.731857741,0.747457148,0.237287983,-0.25288739,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1081,1,45,0.731857741,0.747457148,0.237287983,-0.25288739,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1082,2,45,0.731857741,0.747457148,0.237287983,-0.25288739,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1083,3,45,0.731857741,0.747457148,0.237287983,-0.25288739,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1084,4,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1085,5,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1086,6,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1087,7,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1088,8,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1089,9,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1090,10,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1091,11,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1092,12,45,1.120148931,1.144024691,0.237287983,-0.261163743,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1093,13,45,1.120148931,1.144024691,0.237287983,-0.261163743,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1094,14,45,1.120148931,1.144024691,0.237287983,-0.261163743,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1095,15,45,1.120148931,1.144024691,0.237287983,-0.261163743,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1096,16,45,1.120148931,1.144024691,0.237287983,-0.261163743,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1097,17,45,1.120148931,1.144024691,0.237287983,-0.261163743,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1098,18,45,1.120148931,1.144024691,0.237287983,-0.261163743,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1099,19,45,0.742835607,0.758669005,0.237287983,-0.253121382,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
