cycle,int(cycle / 24),length(leaf_proportion),sum(leaf_proportion),leaf_proportion,,,,,,,,,
4123,171,10,3.383088619,1.746922148,0.849201254,0.414700452,0.202026878,0.096402524,0.043999139,0.018812211,0.007432786,0.002695578,0.000895648
4124,171,10,3.383088619,1.746922148,0.849201254,0.414700452,0.202026878,0.096402524,0.043999139,0.018812211,0.007432786,0.002695578,0.000895648
4125,171,10,3.383088619,1.746922148,0.849201254,0.414700452,0.202026878,0.096402524,0.043999139,0.018812211,0.007432786,0.002695578,0.000895648
4126,171,10,3.383088619,1.746922148,0.849201254,0.414700452,0.202026878,0.096402524,0.043999139,0.018812211,0.007432786,0.002695578,0.000895648
4127,171,10,3.383088619,1.746922148,0.849201254,0.414700452,0.202026878,0.096402524,0.043999139,0.018812211,0.007432786,0.002695578,0.000895648
4128,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4129,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4130,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4131,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4132,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4133,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4134,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4135,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4136,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4137,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4138,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4139,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4140,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4141,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4142,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4143,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4144,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4145,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4146,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4147,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4148,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4149,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4150,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4151,172,10,3.455180614,1.784093614,0.867155671,0.423390468,0.20628035,0.098515011,0.045047207,0.01931595,0.007660374,0.002790323,0.000931646
4152,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4153,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4154,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4155,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4156,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4157,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4158,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4159,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4160,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4161,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4162,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4163,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4164,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4165,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4166,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4167,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4168,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4169,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4170,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4171,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4172,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4173,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4174,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4175,173,10,3.528808518,1.822058278,0.88549443,0.432265772,0.210622552,0.100670318,0.046116563,0.019830575,0.007893486,0.002887724,0.00096882
4176,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4177,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4178,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4179,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4180,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4181,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4182,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4183,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4184,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4185,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4186,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4187,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4188,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4189,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4190,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4191,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4192,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4193,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4194,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4195,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4196,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4197,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4198,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4199,174,10,3.604005043,1.860833014,0.904225707,0.441330345,0.215055417,0.102869363,0.047207638,0.020356295,0.008132227,0.002987839,0.001007198
4200,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4201,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4202,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4203,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4204,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4205,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4206,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4207,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4208,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4209,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4210,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4211,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4212,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4213,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4214,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4215,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4216,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4217,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4218,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4219,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4220,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4221,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4222,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4223,175,10,3.680803602,1.900435057,0.923357853,0.450588253,0.219580915,0.105113084,0.048320873,0.020893322,0.008376709,0.003090727,0.001046811
4224,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4225,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4226,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4227,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4228,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4229,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4230,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4231,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4232,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4233,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4234,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4235,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4236,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4237,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4238,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4239,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4240,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4241,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4242,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4243,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4244,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4245,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4246,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4247,176,10,3.759238316,1.940882006,0.942899397,0.460043645,0.224201062,0.107402441,0.049456717,0.021441873,0.008627041,0.003196446,0.001087689
4248,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4249,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4250,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4251,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4252,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4253,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4254,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4255,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4256,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4257,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4258,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4259,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4260,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4261,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4262,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4263,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4264,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4265,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4266,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4267,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4268,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4269,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4270,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4271,177,10,3.839344035,1.982191838,0.96285905,0.46970076,0.228917914,0.109738413,0.050615631,0.022002169,0.008883338,0.003305058,0.001129864
4272,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4273,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4274,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4275,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4276,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4277,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4278,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4279,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4280,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4281,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4282,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4283,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4284,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4285,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4286,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4287,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4288,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4289,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4290,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4291,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4292,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4293,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4294,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4295,178,10,3.921156349,2.024382913,0.983245705,0.479563925,0.23373357,0.112122003,0.051798087,0.022574439,0.009145714,0.003416624,0.001173368
4296,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4297,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4298,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4299,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4300,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4301,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4302,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4303,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4304,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4305,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4306,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4307,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4308,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4309,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4310,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4311,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4312,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
4313,179,10,4.004711608,2.067473981,1.00406845,0.489637561,0.238650178,0.114554234,0.053004565,0.023158912,0.009414289,0.003531206,0.001218233
