cycle,int(cycle / 24),length(leaf_proportion),sum(leaf_proportion),leaf_proportion,,,,,,,,,
996,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
997,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
998,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
999,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1000,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1001,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1002,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1003,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1004,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1005,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1006,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1007,41,10,0.218090743,0.131936084,0.060698589,0.019766141,0.004695357,0.000854321,0.000123889,1.47521E-05,1.47505E-06,1.25984E-07,9.31456E-09
1008,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1009,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1010,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1011,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1012,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1013,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1014,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1015,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1016,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1017,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1018,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1019,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1020,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1021,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1022,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1023,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1024,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1025,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1026,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1027,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1028,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1029,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1030,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1031,42,10,0.222739305,0.133945924,0.062123339,0.02058479,0.004996772,0.000931142,0.000138498,1.69349E-05,1.74059E-06,1.52965E-07,1.16479E-08
1032,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1033,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1034,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1035,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1036,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1037,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1038,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1039,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1040,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1041,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1042,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1043,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1044,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1045,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1046,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1047,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1048,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1049,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1050,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1051,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1052,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1053,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1054,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1055,43,10,0.22748695,0.136014651,0.06355979,0.021415561,0.005308533,0.001012454,0.000154351,1.93661E-05,2.04447E-06,1.84718E-07,1.44743E-08
1056,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1057,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1058,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1059,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1060,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1061,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1062,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1063,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1064,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1065,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1066,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1067,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1068,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1069,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1070,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1071,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1072,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1073,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1074,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1075,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1076,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1077,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1078,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1079,44,10,0.232335791,0.138143199,0.065008888,0.022258446,0.005630673,0.001098376,0.000171513,2.20658E-05,2.39091E-06,2.21913E-07,1.78792E-08
1080,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1081,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1082,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1083,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1084,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1085,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1086,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1087,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1088,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1089,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1090,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1091,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1092,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1093,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1094,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1095,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1096,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1097,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1098,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1099,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1100,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1101,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1102,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1103,45,10,0.237287983,0.140332528,0.066471574,0.023113454,0.005963229,0.001189022,0.00019005,2.50547E-05,2.7844E-06,2.65293E-07,2.19598E-08
1104,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1105,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1106,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1107,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1108,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1109,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1110,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1111,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1112,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1113,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1114,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1115,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1116,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1117,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1118,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1119,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1120,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1121,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1122,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1123,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1124,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1125,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1126,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1127,46,10,0.242345731,0.142583625,0.067948793,0.023980617,0.006306233,0.001284506,0.00021003,2.83547E-05,3.22981E-06,3.15675E-07,2.68265E-08
1128,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1129,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1130,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1131,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1132,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1133,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1134,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1135,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1136,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1137,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1138,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1139,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1140,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1141,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1142,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1143,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1144,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1145,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1146,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1147,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1148,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1149,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1150,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1151,47,10,0.247511283,0.144897505,0.06944149,0.02485998,0.006659721,0.001384941,0.000231519,3.19882E-05,3.73231E-06,3.73958E-07,3.26035E-08
1152,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1153,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1154,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1155,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1156,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1157,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1158,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1159,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1160,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1161,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1162,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1163,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1164,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1165,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1166,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1167,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
