cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L'
0,0,0.0,1.0,3.5839323961591263,0.05,1.5,0.05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,0.0,1.0,3.5839323961591263,0.05,1.5,0.05,0.5,0.0,1.0,3.5839323961591263,0.05,1.5,0.05,0.5,-0.025,0.126,-0.02,0.0,-0.00205486230351526,-0.02231662902792303,-0.00027943289877696
48,2,0.025,0.874,3.6039323961591263,0.05,1.5020548623035153,0.07231662902792303,0.500279432898777,0.0,1.0,3.5839323961591263,0.05,1.5,0.05,0.5,-0.03015,0.12285,-0.02252000000000002,-0.00008500055884576,-0.00388226805848069,-0.02564611896338872,-0.00028591384986816
72,3,0.05515,0.75115,3.6264523961591264,0.05008500055884577,1.505937130361996,0.09796274799131174,0.5005653467486452,0.025,0.874,3.6039323961591263,0.05,1.5020548623035153,0.07231662902792303,0.500279432898777,-0.0312109,0.10317509999999999,-0.02283751999999998,-0.00020856200113973,-0.0054824680632839,-0.02664217767946259,-0.00029313290957222
96,4,0.0863609,0.6479749,3.6492899161591263,0.0502935625599855,1.5114195984252798,0.12460492567077433,0.5008584796582174,0.05515,0.75115,3.6264523961591264,0.05008500055884577,1.505937130361996,0.09796274799131174,0.5005653467486452,-0.0314294454,0.0837634266,-0.02287752752000003,-0.00034760036830185,-0.00688807820178017,-0.02734530570968009,-0.00030036551289777
120,5,0.1177903454,0.5642114734,3.6721674436791263,0.05064116292828735,1.51830767662706,0.1519502313804544,0.5011588451711152,0.0863609,0.6479749,3.6492899161591263,0.0502935625599855,1.5114195984252798,0.12460492567077433,0.5008584796582174,-0.0314744657524,0.06680325387960001,-0.02288256846752,-0.00049437780880875,-0.00813339645679312,-0.02800656122735368,-0.00030753596999817
144,6,0.14926481115239998,0.4974082195204,3.695050012146646,0.05113554073709611,1.5264410730838531,0.17995679260780809,0.5014663811411134,0.1177903454,0.5642114734,3.6721674436791263,0.05064116292828735,1.51830767662706,0.1519502313804544,0.5011588451711152,-0.0314837399449944,0.05228327944319759,-0.02288320362690747,-0.00064658527923292,-0.00924971804241115,-0.0286582629732886,-0.0003146528631003
168,7,0.18074855109739438,0.4451249400772024,3.7179332157735536,0.05178212601632903,1.5356907911262643,0.2086150555810967,0.5017810340042137,0.14926481115239998,0.4974082195204,3.695050012146646,0.05113554073709611,1.5264410730838531,0.17995679260780809,0.5014663811411134,-0.03148565042866885,0.03989911822129871,-0.02288328365699037,-0.00080353772872385,-0.01026490206547526,-0.02930605168465843,-0.00032173583279105
192,8,0.21223420152606323,0.40522582185590367,3.740816499430544,0.05258566374505289,1.5459556931917395,0.2379211072657551,0.5021027698370047,0.18074855109739438,0.4451249400772024,3.7179332157735536,0.05178212601632903,1.5356907911262643,0.2086150555810967,0.5017810340042137,-0.03148604398830579,0.02934423305744353,-0.02288329374078078,-0.00096501697059256,-0.01120362100586569,-0.02995233348547515,-0.00032880610754793
216,9,0.24372024551436902,0.3758815887984601,3.763699793171325,0.05355068071564544,1.5571593141976052,0.26787344075123026,0.5024315759445527,0.21223420152606323,0.40522582185590367,3.740816499430544,0.05258566374505289,1.5459556931917395,0.2379211072657551,0.5021027698370047,-0.03148612506159099,0.02034970261903337,-0.02288329501133838,-0.00113095396345232,-0.01208770170833562,-0.03059912754438714,-0.00033588517386078
240,10,0.27520637057596004,0.35553188617942677,3.786583088182663,0.05468163467909776,1.5692470159059408,0.2984725682956174,0.5027674611184134,0.24372024551436902,0.3758815887984601,3.763699793171325,0.05355068071564544,1.5571593141976052,0.26787344075123026,0.5024315759445527,-0.03148614176268775,0.01268507749603501,-0.02288329517142866,-0.00130134570423155,-0.01293645840048185,-0.03124840228309012,-0.00034299449329482
264,11,0.3066925123386478,0.34284680868339173,3.809466383354092,0.05598298038332931,1.5821834743064227,0.32972097057870753,0.5031104556117082,0.27520637057596004,0.35553188617942677,3.786583088182663,0.05468163467909776,1.5692470159059408,0.2984725682956174,0.5027674611184134,-0.03148614520311369,0.00615376110393815,-0.02288329519160002,-0.00147623333299248,-0.01376700074376469,-0.03190210870170995,-0.00035015538933738
288,12,0.33817865754176146,0.33669304757945356,3.832349678545692,0.05745921371632179,1.5959504750501874,0.3616230792804175,0.5034606110010456,0.3066925123386478,0.34284680868339173,3.809466383354092,0.05598298038332931,1.5821834743064227,0.32972097057870753,0.5031104556117082,-0.03148614591184141,0.00058818704384542,-0.02288329519414154,-0.00165569557822931,-0.01459451444234805,-0.03256218031526459,-0.00035738899402546
312,13,0.36966480345360286,0.3361048605356082,3.855232973739833,0.0591149092945511,1.6105449894925354,0.39418525959568207,0.503817999995071,0.33817865754176146,0.33669304757945356,3.832349678545692,0.05745921371632179,1.5959504750501874,0.3616230792804175,0.5034606110010456,-0.03148614605783933,-0.00415444124014281,-0.02288329519446184,-0.00183984602192214,-0.01543251490264907,-0.03323053198165511,-0.00036471623337088
336,14,0.4011509495114422,0.340259301775751,3.878116268934295,0.06095475531647324,1.6259775043951845,0.42741579157733717,0.5041827162284419,0.36966480345360286,0.3361048605356082,3.855232973739833,0.0591149092945511,1.6105449894925354,0.39418525959568207,0.503817999995071,-0.03148614608791491,-0.00819580721095509,-0.0228832951945022,-0.00202883140811517,-0.0162930752929924,-0.03390906084229214,-0.00037215784098722
360,15,0.4326370955993571,0.34845510898670606,3.9009995641287976,0.0629835867245884,1.642270579688177,0.4613248524196293,0.5045548740694291,0.4011509495114422,0.340259301775751,3.878116268934295,0.06095475531647324,1.6259775043951845,0.42741579157733717,0.5041827162284419,-0.03148614609411047,-0.01163960202177437,-0.02288329519450731,-0.00222283035361731,-0.01718703071907091,-0.03459964913359279,-0.00037973439180938
384,16,0.4641232416934676,0.36009471100848045,3.923882859323305,0.06520641707820571,1.6594576104072478,0.4959245015532221,0.5049346084612385,0.4326370955993571,0.34845510898670606,3.9009995641287976,0.0629835867245884,1.642270579688177,0.4613248524196293,0.5045548740694291,-0.03148614609538677,-0.01457418472105195,-0.02288329519450792,-0.00242205231883479,-0.01812416041038167,-0.03530416833456317,-0.00038746634959094
408,17,0.4956093877888543,0.3746688957295324,3.9467661545178125,0.0676284693970405,1.6775817708176295,0.5312286698877853,0.5053220748108295,0.4641232416934676,0.36009471100848045,3.923882859323305,0.06520641707820571,1.6594576104072478,0.4959245015532221,0.5049346084612385,-0.03148614609564967,-0.01707484927432711,-0.02288329519450797,-0.0026267368057565,-0.01911334988149438,-0.03602448420289509,-0.00039537412341906
432,18,0.527095533884504,0.3917437450038595,3.9696494497123207,0.070255206202797,1.6966951206991239,0.5672531540906803,0.5057174489342485,0.4956093877888543,0.3746688957295324,3.9467661545178125,0.0676284693970405,1.6775817708176295,0.5312286698877853,0.5053220748108295,-0.03148614609570385,-0.01920575640752643,-0.02288329519450797,-0.00283715277014603,-0.02016273502369614,-0.03676246236541605,-0.00040347812976875
456,19,0.5585816799802079,0.4109495014113859,3.992532744906829,0.07309235897294303,1.71685785572282,0.6040156164560964,0.5061209270640172,0.527095533884504,0.3917437450038595,3.9696494497123207,0.070255206202797,1.6966951206991239,0.5672531540906803,0.5057174489342485,-0.03148614609571499,-0.02102157980701991,-0.02288329519450803,-0.00305359823672778,-0.02127983002035183,-0.03751997422413592,-0.00041179885763415
480,20,0.5900678260759229,0.43197108121840583,4.015416040101337,0.07614595720967081,1.7381376857431718,0.6415355906802322,0.5065327259216513,0.5585816799802079,0.4109495014113859,3.992532744906829,0.07309235897294303,1.71685785572282,0.6040156164560964,0.5061209270640172,-0.03148614609571729,-0.02256890890773167,-0.02288329519450803,-0.00265031933618095,-0.02249310524348425,-0.03890351942046087,-0.00032094563258996
504,21,0.6215539721716402,0.4545399901261375,4.038299335295845,0.07879627654585175,1.760630790986656,0.6804391101006931,0.5068536715542413,0.5900678260759229,0.43197108121840583,4.015416040101337,0.07614595720967081,1.7381376857431718,0.6415355906802322,0.5065327259216513,-0.03148614609571777,-0.02388744426010754,-0.02288329519450803,-0.00270926794216478,-0.0237902575000688,-0.039824190577362,-0.00032795452704332
528,22,0.653040118267358,0.478427434386245,4.061182630490353,0.08150554448801653,1.784421048486725,0.7202633006780551,0.5071816260812847,0.6215539721716402,0.4545399901261375,4.038299335295845,0.07879627654585175,1.760630790986656,0.6804391101006931,0.5068536715542413,-0.03148614609571785,-0.02501101614579378,-0.02288329519450803,-0.00286802150533021,-0.02517781895247739,-0.040710164156965,-0.00033518527882604
552,23,0.6845262643630758,0.5034384505320388,4.084065925684861,0.08437356599334675,1.8095988674392023,0.7609734648350202,0.5075168113601107,0.653040118267358,0.478427434386245,4.061182630490353,0.08150554448801653,1.784421048486725,0.7202633006780551,0.5071816260812847,-0.03148614609571791,-0.02596845257708068,-0.02288329519450803,-0.00305218802135272,-0.02666209498735372,-0.04161723183722289,-0.00034265518087103
576,24,0.7160124104587937,0.5294069031091195,4.106949220879369,0.08742575401469947,1.836260962426556,0.802590696672243,0.5078594665409818,0.6845262643630758,0.5034384505320388,4.084065925684861,0.08437356599334675,1.8095988674392023,0.7609734648350202,0.5075168113601107,-0.03148614609571788,-0.02678431895077112,-0.02288329519450803,-0.00324673317706408,-0.02824923887130626,-0.04255435920208495,-0.0003503824125131
600,25,0.7474985565545116,0.5561912220598907,4.129832516073877,0.09067248719176355,1.8645102012978623,0.845145055874328,0.5082098489534949,0.7160124104587937,0.5294069031091195,4.106949220879369,0.08742575401469947,1.836260962426556,0.802590696672243,0.5078594665409818,-0.03148614609571788,-0.02747954833411939,-0.02288329519450803,-0.00344886750363995,-0.0299453152664666,-0.04352460951203502,-0.00035838513209242
