cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L'
624,26,0.7789847026502295,0.58367077039401,4.1527158112683855,0.0941213546954035,1.8944555165643289,0.888669665386363,0.5085682340855873,0.7474985565545116,0.5561912220598907,4.129832516073877,0.09067248719176355,1.8645102012978623,0.845145055874328,0.5082098489534949,-0.03148614609571788,-0.02807197855438268,-0.02288329519450803,-0.00365834336663793,-0.03175635860910853,-0.04453033643683518,-0.00036668181820018
648,27,0.8104708487459473,0.6117427489483928,4.175599106462894,0.09777969806204144,1.9262118751734374,0.9332000018231983,0.5089349159037875,0.7789847026502295,0.58367077039401,4.1527158112683855,0.0941213546954035,1.8944555165643289,0.888669665386363,0.5085682340855873,-0.03148614609571788,-0.02857680987234409,-0.02288329519450803,-0.00387545754499008,-0.03368842669629823,-0.04557385642862569,-0.00037529143954959
672,28,0.8419569948416652,0.6403195588207369,4.198482401657402,0.10165515560703152,1.9599003018697356,0.978773858251824,0.5093102073433371,0.8104708487459473,0.6117427489483928,4.175599106462894,0.09777969806204144,1.9262118751734374,0.9332000018231983,0.5089349159037875,-0.03148614609571791,-0.02900699498255234,-0.02288329519450803,-0.00410064069069804,-0.03574764995149682,-0.04665754220686628,-0.00038423353729646
696,29,0.8734431409373831,0.6693265538032892,4.22136569685191,0.10575579629772955,1.9956479518212324,1.0254314004586902,0.5096944408806335,0.8419569948416652,0.6403195588207369,4.198482401657402,0.10165515560703152,1.9599003018697356,0.978773858251824,0.5093102073433371,-0.03148614609571788,-0.02937357134669742,-0.02288329519450803,-0.00433437360169597,-0.03794027698298019,-0.04778384075821626,-0.0003935282834583
720,30,0.9049292870331009,0.6987001251499866,4.244248992046418,0.11009016989942552,2.033588228804213,1.0732152412169065,0.5100879691640918,0.8734431409373831,0.6693265538032892,4.22136569685191,0.10575579629772955,1.9956479518212324,1.0254314004586902,0.5096944408806335,-0.03148614609571788,-0.02968594438695628,-0.02288329519450803,-0.0045771708570444,-0.04027271704347779,-0.0489552812972201,-0.00040319653437423
744,31,0.9364154331288188,0.7283860695369428,4.267132287240926,0.11466734075646992,2.0738609458476907,1.1221705225141265,0.5104911656984661,0.9049292870331009,0.6987001251499866,4.244248992046418,0.11009016989942552,2.033588228804213,1.0732152412169065,0.5100879691640918,-0.03148614609571788,-0.02995212880533286,-0.02288329519450803,-0.00482957839999783,-0.04275157994822676,-0.05017448194178961,-0.00041325988397469
768,32,0.9679015792245367,0.7583381983422757,4.2900155824354345,0.11949691915646775,2.1166125257959174,1.172345004455916,0.5109044255824408,0.9364154331288188,0.7283860695369428,4.267132287240926,0.11466734075646992,2.0738609458476907,1.1221705225141265,0.5104911656984661,-0.03148614609571788,-0.03017895422063682,-0.02288329519450803,-0.00509217407453409,-0.0453837139512534,-0.05144415633912838,-0.00042374071810637
792,33,0.9993877253202545,0.7885171525629124,4.312898877629943,0.12458909323100184,2.161996239747171,1.2237891607950444,0.5113281663005471,0.9679015792245367,0.7583381983422757,4.2900155824354345,0.11949691915646775,2.1166125257959174,1.172345004455916,0.5109044255824408,-0.03148614609571791,-0.03037224039922536,-0.02288329519450803,-0.00536556885426768,-0.0481762420264471,-0.05276712044538413,-0.00043466227035949
816,34,1.0308738714159724,0.8188893929621378,4.335782172824451,0.1299546620852695,2.210172481773618,1.2765562812404285,0.5117628285709066,0.9993877253202545,0.7885171525629124,4.312898877629943,0.12458909323100184,2.161996239747171,1.2237891607950444,0.5113281663005471,-0.03148614609571788,-0.03053694657548557,-0.02288329519450803,-0.0056504083009166,-0.05113659695289297,-0.05414629951370423,-0.00044604867967031
840,35,1.0623600175116903,0.8494263395376234,4.358665468018959,0.1356050703861861,2.261309078726511,1.3307025807541328,0.512208877250577,1.0308738714159724,0.8188893929621378,4.335782172824451,0.1299546620852695,2.210172481773618,1.2765562812404285,0.5117628285709066,-0.03148614609571788,-0.03067729869324362,-0.02288329519450803,-0.00594737416008758,-0.05427255556295263,-0.05558473532261166,-0.00045792504993381
864,36,1.0938461636074082,0.880103638230867,4.381548763213467,0.1415524445462737,2.3155816342894635,1.3862873160767446,0.5126668023005108,1.0623600175116903,0.8494263395376234,4.358665468018959,0.1356050703861861,2.261309078726511,1.3307025807541328,0.512208877250577,-0.03148614609571788,-0.03079689783279289,-0.02288329519450803,-0.00625718607884275,-0.0575922724762461,-0.05708559367282101,-0.00047031751185301
888,37,1.125332309703126,0.91090053606366,4.404432058407975,0.14780963062511646,2.3731739067657096,1.4433729097495656,0.5131371198123638,1.0938461636074082,0.880103638230867,4.381548763213467,0.1415524445462737,2.3155816342894635,1.3862873160767446,0.5126668023005108,-0.03148614609571788,-0.03089881260550464,-0.02288329519450803,-0.00658060344569857,-0.06110431361242252,-0.05865217217991224,-0.00048325328724898
912,38,1.156818455798844,0.9417993486691646,4.427315353602483,0.15439023407081504,2.434278220378132,1.5020250819294778,0.5136203730996127,1.125332309703126,0.91090053606366,4.404432058407975,0.14780963062511646,2.3731739067657096,1.4433729097495656,0.5131371198123638,-0.03148614609571791,-0.03098565788663318,-0.02288329519450803,-0.00691842735742989,-0.06481768974990221,-0.0602879083901916,-0.00049676075605582
936,39,1.1883046018945618,0.9727850065557978,4.450198648796992,0.16130866142824493,2.4990959101280343,1.5623129903196693,0.5141171338556686,1.156818455798844,0.9417993486691646,4.427315353602483,0.15439023407081504,2.434278220378132,1.5020250819294778,0.5136203730996127,-0.03148614609571788,-0.03105966190640004,-0.02288329519450803,-0.00727150271820333,-0.0687418903761241,-0.06199638824719736,-0.00051086952622615
960,40,1.2197907479902796,1.0038446684621978,4.4730819439915,0.16858016414644827,2.5678378005041584,1.6243093785668667,0.5146280033818947,1.1883046018945618,0.9727850065557978,4.450198648796992,0.16130866142824493,2.4990959101280343,1.5623129903196693,0.5141171338556686,-0.03148614609571788,-0.03112272342074471,-0.02288329519450803,-0.00764072047718515,-0.0728869180567786,-0.06378135493658851,-0.00052561050677503
984,41,1.2512768940859975,1.0349673918829425,4.495965239186008,0.17622088462363342,2.640724718560937,1.6880907335034552,0.5151536138886698,1.2197907479902796,1.0038446684621978,4.4730819439915,0.16858016414644827,2.5678378005041584,1.6243093785668667,0.5146280033818947,-0.03148614609571791,-0.03117646042859876,-0.02288329519450803,-0.00802702001128507,-0.07726332353667953,-0.06564671813758705,-0.00054101598419416
