cycle,hour,SUPPLY,DEMAND,RC,xroot,dALp,FC,r_l,r_f,f_n_t,genr,sla,sum_nodes,L_dem,S_dem,F_dem,g_f,g_s,g_l,d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L'
0,0,-0.02278539165714183,0.06240113517247146,0.5,1.0,0.00091301514465873,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00182603028931746,0.05477847397247147,0.0076226612,0.0,0.0,0.0038113306,0.02738923698623573,-0.025,0.126,-0.02,0.0,0.00381133060000005,0.02738923698623573,0.00045650757232937
1,1,-0.02278539165714183,0.06240113517247146,-0.3651438646775404,1.0,0.00091301514465873,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00182603028931746,0.05477847397247147,0.0076226612,0.0,-0.0,-0.00278336796969554,-0.02000202368744629,-0.025,0.126,-0.02,0.0,-0.00278336796969558,-0.02000202368744629,-0.00033338187842981
2,2,-0.02278539165714183,0.06240113517247146,-0.3651438646775404,1.0,0.00091301514465873,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00182603028931746,0.05477847397247147,0.0076226612,0.0,-0.0,-0.00278336796969554,-0.02000202368744629,-0.025,0.126,-0.02,0.0,-0.00278336796969558,-0.02000202368744629,-0.00033338187842981
3,3,-0.02278539165714183,0.06240113517247146,-0.3651438646775404,1.0,0.00091301514465873,1.0,0.0063,0.0103,0.55,0.275,0.04966887417218543,0.00182603028931746,0.05477847397247147,0.0076226612,0.0,-0.0,-0.00278336796969554,-0.02000202368744629,-0.025,0.126,-0.02,0.0,-0.00278336796969558,-0.02000202368744629,-0.00033338187842981
4,4,21.878055880718637,0.20634056615175314,-0.3651438646775404,1.0,0.00092671037182861,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00185342074365722,0.18113486719701877,0.02520569895473437,0.0,-0.0,-0.00920370632823035,-0.06614028543617247,-0.025,0.12788999999999998,-0.02,0.0,-0.00920370632823042,-0.06614028543617247,-0.00033838260660626
5,5,21.878055880718637,0.20634056615175314,106.02886426427862,1.0,0.00092671037182861,1.015,0.0063,0.0103,0.55,0.279125,0.01524608128067083,0.00185342074365722,0.18113486719701877,0.02520569895473437,0.0,0.0,2.6725316331578,19.205524247560838,-0.025,0.12788999999999998,-0.02,0.0,2.6725316331578,19.205524247560838,0.0982580482269151
6,6,21.87727617158551,0.1947253687193697,106.02886426427862,1.0,0.00092671037182861,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00185342074365722,0.17093853361308065,0.02378683510628906,0.0,0.0,2.522091110761501,18.124418577996156,-0.025,0.12788999999999998,-0.02,0.0,2.522091110761501,18.124418577996156,0.0982580482269151
7,7,21.87727617158551,0.1947253687193697,112.34938886218853,1.0,0.00092671037182861,1.015,0.0063,0.0103,0.55,0.279125,0.01615549665530733,0.00185342074365722,0.17093853361308065,0.02378683510628906,0.0,0.0,2.672436387157228,19.204839784428284,-0.025,0.12788999999999998,-0.02,0.0,2.6724363871572274,19.204839784428284,0.10411534392719608
8,8,21.876469781044342,0.18311017128698628,112.34938886218853,1.0,0.00092671037182861,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00185342074365722,0.16074220002914252,0.02236797125784375,0.0,0.0,2.5130279009057443,18.059287937637826,-0.025,0.12788999999999998,-0.02,0.0,2.513027900905745,18.059287937637826,0.10411534392719608
9,9,21.876469781044342,0.18311017128698628,119.47162534601982,1.0,0.00092671037182861,1.015,0.0063,0.0103,0.55,0.279125,0.01718028562224847,0.00185342074365722,0.16074220002914252,0.02236797125784375,0.0,0.0,2.6723378818676484,19.20413189917669,-0.025,0.12788999999999998,-0.02,0.0,2.672337881867649,19.20413189917669,0.11071559434737868
