cycle,type,name,level,length,width
842,MAIN,stem1,1.3,3.996629700557958,0.8169969268405585
842,MAIN,stem5,1.6,1.005858115283068,0.295071224678069
843,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
843,MAIN,stem1,1.3,4.003896292023096,0.8184823741650364
843,MAIN,stem5,1.6,1.0114554777063243,0.29671322622888663
844,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
844,MAIN,stem1,1.3,4.011160703837755,0.8199673759221551
844,MAIN,stem5,1.6,1.0170511611727127,0.2983547352531225
845,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
845,MAIN,stem1,1.3,4.018422936655733,0.8214519322455645
845,MAIN,stem5,1.6,1.02264516618584,0.29999575189851113
846,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
846,MAIN,stem1,1.3,4.025682991130638,0.822936043268876
846,MAIN,stem5,1.6,1.0282374932491707,0.30163627631274514
847,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
847,MAIN,stem1,1.3,4.032940867915869,0.8244197091256585
847,MAIN,stem5,1.6,1.03382814286601,0.3032763086434706
848,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
848,MAIN,stem1,1.3,4.040196567664636,0.8259029299494424
848,MAIN,stem5,1.6,1.0394171155395175,0.30491584903829055
849,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
849,MAIN,stem1,1.3,4.047450091029952,0.8273857058737174
849,MAIN,stem5,1.6,1.0450044117727033,0.30655489764476457
850,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
850,MAIN,stem1,1.3,4.054701438664637,0.8288680370319337
850,MAIN,stem5,1.6,1.0505900320684234,0.30819345461040676
851,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
851,MAIN,stem1,1.3,4.061950611221305,0.8303499235575
851,MAIN,stem5,1.6,1.05617397692938,0.3098315200826863
852,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
852,MAIN,stem1,1.3,4.069197609352389,0.8318313655837873
852,MAIN,stem5,1.6,1.0617562468581323,0.31146909420903
853,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
853,MAIN,stem1,1.3,4.076442433710115,0.8333123632441249
853,MAIN,stem5,1.6,1.0673368423570835,0.31310617713681954
854,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
854,MAIN,stem1,1.3,4.083685084946519,0.8347929166718028
854,MAIN,stem5,1.6,1.072915763928484,0.3147427690133914
855,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
855,MAIN,stem1,1.3,4.090925563713438,0.8362730260000704
855,MAIN,stem5,1.6,1.0784930120744414,0.3163788699860399
856,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
856,MAIN,stem1,1.3,4.098163870662518,0.837752691362138
856,MAIN,stem5,1.6,1.0840685872969065,0.31801448020201406
857,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
857,MAIN,stem1,1.3,4.105400006445203,0.8392319128911753
857,MAIN,stem5,1.6,1.0896424900976784,0.31964959980851787
858,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
858,MAIN,stem1,1.3,4.112633971712746,0.8407106907203118
858,MAIN,stem5,1.6,1.0952147209784142,0.32128422895271375
859,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
859,MAIN,stem1,1.3,4.119865767116205,0.8421890249826381
859,MAIN,stem5,1.6,1.1007852804406089,0.3229183677817167
860,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
860,MAIN,stem1,1.3,4.127095393306442,0.8436669158112042
860,MAIN,stem5,1.6,1.1063541689856133,0.32455201644259934
861,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
861,MAIN,stem1,1.3,4.134322850934121,0.84514436333902
861,MAIN,stem5,1.6,1.111921387114631,0.3261851750823911
862,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
862,MAIN,stem1,1.3,4.141548140649717,0.8466213676990562
862,MAIN,stem5,1.6,1.1174869353287111,0.3278178438480761
863,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
863,MAIN,stem1,1.3,4.148771263103502,0.8480979290242426
863,MAIN,stem5,1.6,1.123050814128749,0.3294500228865934
864,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
864,MAIN,stem1,1.3,4.15599221894556,0.8495740474474703
864,MAIN,stem5,1.6,1.1286130240154995,0.33108171234484074
865,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
865,MAIN,stem1,1.3,4.163211008825777,0.8510497231015901
865,MAIN,stem5,1.6,1.1341735654895562,0.33271291236966866
866,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
866,MAIN,stem1,1.3,4.17042763339384,0.8525249561194117
866,MAIN,stem5,1.6,1.1397324390513706,0.334343623107886
867,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
867,MAIN,stem1,1.3,4.17764209329925,0.8539997466337071
867,MAIN,stem5,1.6,1.1452896452012395,0.33597384470625613
868,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
868,MAIN,stem1,1.3,4.184854389191305,0.8554740947772068
868,MAIN,stem5,1.6,1.1508451844393153,0.3376035773115001
869,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
869,MAIN,stem1,1.3,4.192064521719117,0.8569480006826035
869,MAIN,stem5,1.6,1.156399057265591,0.3392328210702923
870,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
870,MAIN,stem1,1.3,4.199272491531589,0.8584214644825465
870,MAIN,stem5,1.6,1.1619512641799201,0.3408615761292661
871,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
871,MAIN,stem1,1.3,4.206478299277449,0.8598944863096498
871,MAIN,stem5,1.6,1.1675018056819988,0.3424898426350087
872,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
872,MAIN,stem1,1.3,4.2136819456052095,0.8613670662964835
872,MAIN,stem5,1.6,1.1730506822713767,0.3441176207340643
873,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
873,MAIN,stem1,1.3,4.220883431163205,0.862839204575581
873,MAIN,stem5,1.6,1.1785978944474509,0.34574491057293266
874,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
874,MAIN,stem1,1.3,4.22808275659957,0.8643109012794348
874,MAIN,stem5,1.6,1.1841434427094721,0.34737171229807007
875,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
875,MAIN,stem1,1.3,4.2352799225622375,0.8657821565404962
875,MAIN,stem5,1.6,1.1896873275565407,0.348998026055889
876,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
876,MAIN,stem1,1.3,4.2424749296989575,0.8672529704911796
876,MAIN,stem5,1.6,1.1952295494876035,0.350623851992757
877,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
877,MAIN,stem1,1.3,4.249667778657279,0.8687233432638576
877,MAIN,stem5,1.6,1.2007701090014642,0.3522491902549994
878,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
878,MAIN,stem1,1.3,4.256858470084561,0.8701932749908645
878,MAIN,stem5,1.6,1.2063090065967703,0.3538740409888958
879,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
879,MAIN,stem1,1.3,4.264047004627962,0.8716627658044932
879,MAIN,stem5,1.6,1.2118462427720216,0.3554984043406826
880,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
880,MAIN,stem1,1.3,4.27123338293445,0.8731318158369982
880,MAIN,stem5,1.6,1.2173818180255713,0.3571222804565529
881,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
881,MAIN,stem1,1.3,4.2784176056508025,0.8746004252205941
881,MAIN,stem5,1.6,1.2229157328556228,0.3587456694826561
882,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
882,MAIN,stem1,1.3,4.285599673423598,0.8760685940874561
882,MAIN,stem5,1.6,1.2284479877602252,0.36036857156509633
883,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
883,MAIN,stem1,1.3,4.292779586899222,0.8775363225697188
883,MAIN,stem5,1.6,1.2339785832372823,0.36199098684993497
884,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
884,MAIN,stem1,1.3,4.299957346723869,0.8790036107994783
884,MAIN,stem5,1.6,1.239507519784549,0.3636129154831898
885,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
885,MAIN,stem1,1.3,4.307132953543535,0.8804704589087902
885,MAIN,stem5,1.6,1.2450347978996301,0.36523435761083445
886,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
886,MAIN,stem1,1.3,4.314306408004023,0.8819368670296703
886,MAIN,stem5,1.6,1.250560418079977,0.3668553133787978
887,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
887,MAIN,stem1,1.3,4.3214777107509486,0.8834028352940967
887,MAIN,stem5,1.6,1.2560843808228992,0.3684757829329669
888,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
888,MAIN,stem1,1.3,4.328646862429722,0.8848683638340048
888,MAIN,stem5,1.6,1.2616066866255518,0.3700957664191834
889,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
889,MAIN,stem1,1.3,4.335813863685577,0.8863334527812943
889,MAIN,stem5,1.6,1.2671273359849426,0.3717152639832462
890,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
890,MAIN,stem1,1.3,4.342978715163533,0.8877981022678209
890,MAIN,stem5,1.6,1.2726463293979295,0.37333427577090966
891,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
891,MAIN,stem1,1.3,4.350141417508434,0.8892623124254044
891,MAIN,stem5,1.6,1.278163667361222,0.374952801927885
892,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
892,MAIN,stem1,1.3,4.357301971364923,0.8907260833858243
892,MAIN,stem5,1.6,1.2836793503713806,0.3765708425998395
893,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
893,MAIN,stem1,1.3,4.364460377377444,0.8921894152808183
893,MAIN,stem5,1.6,1.2891933789248176,0.37818839793239706
894,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
894,MAIN,stem1,1.3,4.37161663619026,0.8936523082420875
894,MAIN,stem5,1.6,1.2947057535177968,0.3798054680711382
895,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
895,MAIN,stem1,1.3,4.37877074844743,0.8951147624012917
895,MAIN,stem5,1.6,1.300216474646427,0.3814220531615976
896,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
896,MAIN,stem1,1.3,4.385922714792827,0.8965767778900523
896,MAIN,stem5,1.6,1.3057255428066794,0.3830381533492699
897,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
897,MAIN,stem1,1.3,4.393072535870124,0.8980383548399501
897,MAIN,stem5,1.6,1.311232958494366,0.3846537687796028
898,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
898,MAIN,stem1,1.3,4.400220212322812,0.8994994933825278
898,MAIN,stem5,1.6,1.3167387222051543,0.3862688995980017
899,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
899,MAIN,stem1,1.3,4.4073657447941725,0.9009601936492866
899,MAIN,stem5,1.6,1.3222428344345636,0.38788354594982866
900,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
900,MAIN,stem1,1.3,4.41450913392731,0.9024204557716906
900,MAIN,stem5,1.6,1.327745295677965,0.38949770798040206
901,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
901,MAIN,stem1,1.3,4.421650380365131,0.9038802798811637
901,MAIN,stem5,1.6,1.33324610643058,0.3911113858349966
902,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
902,MAIN,stem1,1.3,4.428789484750342,0.9053396661090891
902,MAIN,stem5,1.6,1.3387452671874813,0.392724579658843
903,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
903,MAIN,stem1,1.3,4.435926447725464,0.9067986145868114
903,MAIN,stem5,1.6,1.3442427784435915,0.39433728959712827
904,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
904,MAIN,stem1,1.3,4.4430612699328265,0.9082571254456371
904,MAIN,stem5,1.6,1.3497386406936878,0.3959495157949966
905,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
905,MAIN,stem1,1.3,4.450193952014561,0.9097151988168315
905,MAIN,stem5,1.6,1.3552328544324002,0.3975612583975492
906,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
906,MAIN,stem1,1.3,4.457324494612611,0.9111728348316214
906,MAIN,stem5,1.6,1.360725420154205,0.39917251754984184
907,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
907,MAIN,stem1,1.3,4.464452898368723,0.9126300336211938
907,MAIN,stem5,1.6,1.3662163383534331,0.40078329339688806
908,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
908,MAIN,stem1,1.3,4.4715791639244555,0.914086795316697
908,MAIN,stem5,1.6,1.3717056095242701,0.40239358608365833
909,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
909,MAIN,stem1,1.3,4.4787032919211685,0.9155431200492387
909,MAIN,stem5,1.6,1.377193234160746,0.4040033957550779
910,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
910,MAIN,stem1,1.3,4.485825283000037,0.9169990079498889
910,MAIN,stem5,1.6,1.382679212756751,0.40561272255603065
911,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
911,MAIN,stem1,1.3,4.492945137802041,0.9184544591496775
911,MAIN,stem5,1.6,1.388163545806021,0.4072215666313554
912,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
912,MAIN,stem1,1.3,4.500062856967965,0.9199094737795949
912,MAIN,stem5,1.6,1.3936462338021471,0.40882992812584845
913,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
913,MAIN,stem1,1.3,4.507178441138402,0.9213640519705919
913,MAIN,stem5,1.6,1.3991272772385699,0.410437807184262
914,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
914,MAIN,stem1,1.3,4.5142918909537615,0.922818193853582
914,MAIN,stem5,1.6,1.4046066766085834,0.41204520395130523
915,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
915,MAIN,stem1,1.3,4.521403207054244,0.9242718995594358
915,MAIN,stem5,1.6,1.4100844324053363,0.41365211857164447
916,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
916,MAIN,stem1,1.3,4.5285123900798805,0.9257251692189895
916,MAIN,stem5,1.6,1.4155605451218234,0.4152585511899012
917,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
917,MAIN,stem1,1.3,4.535619440670486,0.9271780029630351
917,MAIN,stem5,1.6,1.4210350152508957,0.41686450195065466
918,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
918,MAIN,stem1,1.3,4.542724359465701,0.9286304009223285
918,MAIN,stem5,1.6,1.4265078432852563,0.41846997099844063
919,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
919,MAIN,stem1,1.3,4.549827147104967,0.9300823632275856
919,MAIN,stem5,1.6,1.431979029717459,0.420074958477751
920,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
920,MAIN,stem1,1.3,4.556927804227534,0.931533890009483
920,MAIN,stem5,1.6,1.4374485750399095,0.42167946453303445
921,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
921,MAIN,stem1,1.3,4.564026331472462,0.9329849813986578
921,MAIN,stem5,1.6,1.44291647974487,0.4232834893086973
922,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
922,MAIN,stem1,1.3,4.571122729478617,0.9344356375257081
922,MAIN,stem5,1.6,1.4483827443244481,0.42488703294910096
923,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
923,MAIN,stem1,1.3,4.578216998884678,0.935885858521194
923,MAIN,stem5,1.6,1.453847369270612,0.42649009559856527
924,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
924,MAIN,stem1,1.3,4.585309140329129,0.9373356445156348
924,MAIN,stem5,1.6,1.4593103550751745,0.4280926774013651
925,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
925,MAIN,stem1,1.3,4.592399154450258,0.9387849956395105
925,MAIN,stem5,1.6,1.4647717022298061,0.42969477850173327
926,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
926,MAIN,stem1,1.3,4.59948704188617,0.9402339120232632
926,MAIN,stem5,1.6,1.470231411226026,0.4312963990438582
927,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
927,MAIN,stem1,1.3,4.606572803274776,0.9416823937972961
927,MAIN,stem5,1.6,1.4756894825552114,0.4328975391718869
928,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
928,MAIN,stem1,1.3,4.61365643925379,0.9431304410919714
928,MAIN,stem5,1.6,1.4811459167085843,0.43449819902992054
929,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
929,MAIN,stem1,1.3,4.620737950460745,0.9445780540376144
929,MAIN,stem5,1.6,1.4866007141772277,0.43609837876201973
930,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
930,MAIN,stem1,1.3,4.627817337532971,0.9460252327645092
930,MAIN,stem5,1.6,1.4920538754520711,0.43769807851219994
931,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
931,MAIN,stem1,1.3,4.634894601107617,0.9474719774029027
931,MAIN,stem5,1.6,1.4975054010239004,0.43929729842443455
932,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
932,MAIN,stem1,1.3,4.641969741821638,0.9489182880830023
932,MAIN,stem5,1.6,1.5029552913833524,0.44089603864265325
933,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
933,MAIN,stem1,1.3,4.64904276031179,0.9503641649349741
933,MAIN,stem5,1.6,1.5084035470209176,0.44249429931074274
934,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
934,MAIN,stem1,1.3,4.656113657214652,0.9518096080889491
934,MAIN,stem5,1.6,1.5138501684269368,0.44409208057254584
935,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
935,MAIN,stem1,1.3,4.663182433166603,0.9532546176750167
935,MAIN,stem5,1.6,1.519295156091608,0.44568938257186347
936,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
936,MAIN,stem1,1.3,4.670249088803828,0.9546991938232268
936,MAIN,stem5,1.6,1.5247385105049809,0.44728620545245307
937,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
937,MAIN,stem1,1.3,4.677313624762333,0.9561433366635922
937,MAIN,stem5,1.6,1.5301802321569546,0.44888254935802785
938,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
938,MAIN,stem1,1.3,4.684376041677917,0.9575870463260845
938,MAIN,stem5,1.6,1.5356203215372868,0.45047841443225956
939,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
939,MAIN,stem1,1.3,4.69143634018621,0.9590303229406397
939,MAIN,stem5,1.6,1.5410587791355856,0.4520738008187761
940,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
940,MAIN,stem1,1.3,4.69849452092263,0.9604731666371511
940,MAIN,stem5,1.6,1.5464956054413095,0.4536687086611614
941,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
941,MAIN,stem1,1.3,4.705550584522412,0.9619155775454744
941,MAIN,stem5,1.6,1.5519308009437742,0.45526313810295765
942,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
942,MAIN,stem1,1.3,4.712604531620609,0.9633575557954278
942,MAIN,stem5,1.6,1.5573643661321481,0.45685708928766366
943,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
943,MAIN,stem1,1.3,4.719656362852072,0.9647991015167888
943,MAIN,stem5,1.6,1.5627963014954518,0.458450562358735
944,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
944,MAIN,stem1,1.3,4.726706078851466,0.9662402148392963
944,MAIN,stem5,1.6,1.5682266075225586,0.460043557459584
945,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
945,MAIN,stem1,1.3,4.733753680253266,0.967680895892651
945,MAIN,stem5,1.6,1.5736552847021974,0.46163607473358054
946,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
946,MAIN,stem1,1.3,4.740799167691754,0.9691211448065131
946,MAIN,stem5,1.6,1.5790823335229462,0.46322811432405037
947,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
947,MAIN,stem1,1.3,4.747842541801028,0.9705609617105068
947,MAIN,stem5,1.6,1.5845077544732435,0.4648196763742783
948,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
948,MAIN,stem1,1.3,4.7548838032149865,0.9720003467342135
948,MAIN,stem5,1.6,1.5899315480413747,0.466410761027504
949,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
949,MAIN,stem1,1.3,4.761922952567348,0.9734393000071795
949,MAIN,stem5,1.6,1.5953537147154817,0.46800136842692547
950,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
950,MAIN,stem1,1.3,4.768959990491632,0.9748778216589097
950,MAIN,stem5,1.6,1.6007742549835613,0.4695914987156978
951,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
951,MAIN,stem1,1.3,4.775994917621178,0.9763159118188722
951,MAIN,stem5,1.6,1.6061931693334581,0.4711811520369315
952,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
952,MAIN,stem1,1.3,4.783027734589123,0.9777535706164937
952,MAIN,stem5,1.6,1.6116104582528776,0.4727703285336963
953,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
953,MAIN,stem1,1.3,4.7900584420284185,0.9791907981811635
953,MAIN,stem5,1.6,1.6170261222293751,0.47435902834901805
954,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
954,MAIN,stem1,1.3,4.797087040571838,0.9806275946422337
954,MAIN,stem5,1.6,1.6224401617503592,0.4759472516258792
955,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
955,MAIN,stem1,1.3,4.8041135308519465,0.9820639601290144
955,MAIN,stem5,1.6,1.6278525773030956,0.4775349985072205
956,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
956,MAIN,stem1,1.3,4.811137913501134,0.9834998947707793
956,MAIN,stem5,1.6,1.6332633693746994,0.4791222691359386
957,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
957,MAIN,stem1,1.3,4.81816018915159,0.9849353986967622
957,MAIN,stem5,1.6,1.638672538452144,0.4807090636548883
958,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
958,MAIN,stem1,1.3,4.825180358435325,0.9863704720361587
958,MAIN,stem5,1.6,1.644080085022252,0.48229538220688056
959,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
959,MAIN,stem1,1.3,4.832198421984147,0.9878051149181248
959,MAIN,stem5,1.6,1.6494860095717068,0.4838812249346851
960,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
960,MAIN,stem1,1.3,4.839214380429689,0.9892393274717792
960,MAIN,stem5,1.6,1.6548903125870358,0.4854665919810262
961,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
961,MAIN,stem1,1.3,4.846228234403382,0.9906731098262006
961,MAIN,stem5,1.6,1.6602929945546316,0.48705148348858834
962,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
962,MAIN,stem1,1.3,4.853239984536473,0.9921064621104289
962,MAIN,stem5,1.6,1.6656940559607343,0.48863589960001147
963,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
963,MAIN,stem1,1.3,4.860249631460024,0.9935393844534668
963,MAIN,stem5,1.6,1.6710934972914369,0.49021984045789224
964,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
964,MAIN,stem1,1.3,4.8672571758049,0.9949718769842767
964,MAIN,stem5,1.6,1.6764913190326913,0.49180330620478596
965,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
965,MAIN,stem1,1.3,4.8742626182017785,0.9964039398317828
965,MAIN,stem5,1.6,1.6818875216703022,0.49338629698320485
966,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
966,MAIN,stem1,1.3,4.881265959281154,0.9978355731248716
966,MAIN,stem5,1.6,1.6872821056899245,0.494968812935617
967,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
967,MAIN,stem1,1.3,4.888267199673324,0.9992667769923892
967,MAIN,stem5,1.6,1.692675071577075,0.4965508542044502
968,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
968,MAIN,stem1,1.3,4.895266340008399,1.000697551563144
968,MAIN,stem5,1.6,1.6980664198171183,0.4981324209320873
969,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
969,MAIN,stem1,1.3,4.902263380916306,1.0021278969659069
969,MAIN,stem5,1.6,1.7034561508952741,0.499713513260869
970,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
970,MAIN,stem1,1.3,4.909258323026773,1.003557813329407
970,MAIN,stem5,1.6,1.7088442652966223,0.5012941313330948
971,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
971,MAIN,stem1,1.3,4.91625116696935,1.0049873007823387
971,MAIN,stem5,1.6,1.714230763506089,0.5028742752910189
972,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
972,MAIN,stem1,1.3,4.92324191337339,1.0064163594533546
972,MAIN,stem5,1.6,1.7196156460084635,0.5044539452768559
973,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
973,MAIN,stem1,1.3,4.930230562868061,1.0078449894710706
973,MAIN,stem5,1.6,1.7249989132883814,0.5060331414327747
974,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
974,MAIN,stem1,1.3,4.9372171160823415,1.009273190964063
974,MAIN,stem5,1.6,1.730380565830337,0.5076118639009031
975,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
975,MAIN,stem1,1.3,4.944201573645021,1.0107009640608704
975,MAIN,stem5,1.6,1.7357606041186817,0.5091901128233269
976,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
976,MAIN,stem1,1.3,4.9511839361847025,1.0121283088899922
976,MAIN,stem5,1.6,1.741139028637618,0.5107678883420884
977,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
977,MAIN,stem1,1.3,4.958164204329793,1.0135552255798888
977,MAIN,stem5,1.6,1.7465158398712024,0.5123451905991866
978,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
978,MAIN,stem1,1.3,4.965142378708523,1.0149817142589834
978,MAIN,stem5,1.6,1.7518910383033495,0.5139220197365792
979,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
979,MAIN,stem1,1.3,4.972118459948926,1.0164077750556602
979,MAIN,stem5,1.6,1.7572646244178243,0.5154983758961803
980,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
980,MAIN,stem1,1.3,4.979092448678851,1.0178334080982645
980,MAIN,stem5,1.6,1.762636598698256,0.5170742592198636
981,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
981,MAIN,stem1,1.3,4.986064345525952,1.0192586135151023
981,MAIN,stem5,1.6,1.7680069616281153,0.5186496698494566
982,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
982,MAIN,stem1,1.3,4.993034151117704,1.0206833914344435
982,MAIN,stem5,1.6,1.773375713690738,0.5202246079267471
983,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
983,MAIN,stem1,1.3,5.00000186608139,1.0221077419845177
983,MAIN,stem5,1.6,1.7787428553693139,0.5217990735934802
984,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
984,MAIN,stem1,1.3,5.006967491044101,1.0235316652935158
984,MAIN,stem5,1.6,1.7841083871468812,0.5233730669913566
985,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
985,MAIN,stem1,1.3,5.013931026632742,1.0249551614895906
985,MAIN,stem5,1.6,1.7894723095063416,0.5249465882620366
986,MAIN,stem0,1.0,7.004805723336598,0.9978355731248715
986,MAIN,stem1,1.3,5.020892473474038,1.0263782307008584
