#;alpha;base;beta;can_split;children;end;energy;index;is_branch;is_main_stem;length;level;location;name;parent;width
0;10.8;{50.0,50.0,0.0};90.0;false;[stem(0),stem(0),stem(0),stem(0),stem(1),stem(0),stem(0),stem(2),stem(3),stem(4),stem(5),stem(6)];{50.0,50.0,20.002519541808898};704.9999999999844;0;false;true;20.002519541808898;1.0;{90.0557632126862,38.451137974602126,0.0};'stem0';plant_seed(0);1.5004051615804455
1;198.00000000000003;{50.0,50.0,20.002519541808898};37.2;false;[leaf(0)];{49.370801489020984,49.7955610109425,20.504684929208153};23.700000000000035;1;true;false;0.8305757898993354;2.1;{30.158526866593615,64.68277181976343,0.0};'stem1';stem(0);0.06720113209185533
2;187.20000000000002;{50.0,50.0,20.002519541808898};64.4;false;[leaf(1)];{49.64840434827388,49.95558313985308,20.742188789123766};23.400000000000034;2;true;false;0.8201847079782522;2.1;{37.92818830218868,1.9734630055174285,0.0};'stem2';stem(0);0.06636039910005859
3;118.80000000000001;{50.0,50.0,20.002519541808898};39.6;false;[leaf(2)];{49.69554941661038,50.55379355531649,20.525324950699257};23.400000000000034;3;true;false;0.8201847079782522;2.1;{58.74113519492398,7.589798294089234,0.0};'stem3';stem(0);0.06636039910005859
4;216.0;{50.0,50.0,20.002519541808898};46.0;false;[leaf(3)];{49.5390640457558,49.665110426554854,20.592511045886788};23.400000000000034;4;true;false;0.8201847079782522;2.1;{27.728524676543653,83.8127045684786,0.0};'stem4';stem(0);0.06636039910005859
5;345.59999999999997;{50.0,50.0,20.002519541808898};32.4;false;[leaf(4)];{50.66224814428032,49.8299635768143,20.43642699445692};23.100000000000033;5;true;false;0.8097905082649525;2.1;{83.05796795336465,29.23862563013584,0.0};'stem5';stem(0);0.06551941385052797
6;251.99999999999997;{50.0,50.0,20.002519541808898};44.8;false;[leaf(5)];{49.82243770792671,49.45351945686292,20.573125636836192};23.100000000000033;6;true;false;0.8097905082649525;2.1;{36.00614717068733,42.4918071355575,0.0};'stem6';stem(0);0.06551941385052797
